"	1-065_ANT4	1-065_OE_BUO	1-065_OOE_ANT1	1-065_OOE_ANT2	1-065_OOE_ANT3	1-065_OOE_CEN	1-065_OOE_COL5	FM__1-065_OOE_ACU	FM_1_065_OOE__FIL	FM_1-065_ALM-KIS	FM_1-065_ALM-LAT	FM_1-065_AVO_LAT	FM_1-065_AVO_OLI	FM_1-065_AVO_SAN2	FM_1-065_AVO-CHO	FM_1-065_AVO-SAN1	FM_1-065_CAN_CED	FM_1-065_CAN_COM	FM_1-065_CAN_HAR	FM_1-065_COR-MAZ	FM_1-065_FLA-GOL1	FM_1-065_FLA-GOL2	FM_1-065_GRA-BAS1	FM_1-065_GRA-BAS2	FM_1-065_GRA-CAR	FM_1-065_GRA-MAN	FM_1-065_HAZ_GEO	FM_1-065_HAZ_LAT	FM_1-065_HEM_GOL	FM_1-065_ILF1	FM_1-065_MAG-HGV	FM_1-065_OOE_AUM	FM_1-065_OOE_BOR	FM_1-065_OOE_CAL	FM_1-065_OOE_COL1	FM_1-065_OOE_COL3	FM_1-065_OOE_CRI	FM_1-065_OOE_FRA1	FM_1-065_OOE_FRA4	FM_1-065_OOE_GEM	FM_1-065_OOE_HER	FM_1-065_OOE_KRI	FM_1-065_OOE_KRN	FM_1-065_OOE_KRN2	FM_1-065_OOE_KRT	FM_1-065_OOE_MAS	FM_1-065_OOE_NEF	FM_1-065_OOE_PAE	FM_1-065_OOE_SAM2	FM_1-065_OOE_TRA1	FM_1-065_OOE-ALL	FM_1-065_OOE-AUR	FM_1-065_OOE-CLE	FM_1-065_OOE-COL2	FM_1-065_OOE-COL4	FM_1-065_OOE-DOM	FM_1-065_OOE-FRA3	FM_1-065_OOE-GIA	FM_1-065_OOE-ILF2	FM_1-065_OOE-LOR	FM_1-065_OOE-MIN	FM_1-065_OOE-NUN	FM_1-065_OOE-PLA	FM_1-065_OOE-PRT	FM_1-065_OOE-SAM1	FM_1-065_OOE-SOL	FM_1-065_OOE-TRA2	FM_1-065_OOE-VAL	FM_1-065_OOR-FILL	FM_1-065_OOR-GAL	FM_1-065_OOR-MAS	FM_1-065_PEA_PLA	FM_1-065_PEA-CED	FM_1-065_PEA-LIO	FM_1-065_PIS-LAT	FM_1-065_PUM_GEA	FM_1-065_PUM_PEL	FM_1-065_RIC_EPI	FM_1-065_SED-DID1	FM_1-065_SES_CLI	FM_1-065_SES-D1D2	FM_1-065_SES-GRE	FM_1-065_SES-KAD1	FM_1-065_SES-KAD2	FM_1-065_SES-MJR	FM_1-065_SUN_CEO	FM_1-065_SUN_COM	FM_1-065_SUN-SAF	FM_1-065_SUN-SAF2	FM_1-065_SUN-UNI	FM_1-065_WAL-LAT	FM_1-0655_SES_TOK	FM1-065_OOE-FRA2	FM-1-065_OOE-PAR	"
"-0.789252	-0.067877	-0.0656233	-0.219181	-0.206347	-0.105156	-0.109489	-0.137336	0.0313957	-0.151547	-0.342458	-0.21598	0.114431	-0.0478727	-0.0325051	-0.140281	-0.150326	0.039094	-0.178294	-0.119446	-0.0951995	-0.197862	-0.0800049	-0.183247	0.118771	-0.163407	-0.0669149	-0.227896	-0.0718702	-0.210942	-0.309845	-0.0615437	-0.22888	-0.0167871	-0.2522	-0.164569	-0.133452	-0.289368	0.198625	-0.3867	-0.0481914	-0.169868	-0.319514	-0.279006	-0.19602	-0.105072	-0.181925	-0.0328134	-0.137325	-0.081313	0.137805	-0.49261	-0.027725	-0.0100769	-0.155076	-0.300875	0.0147863	-0.362796	-0.282487	-0.0114955	-0.247052	-0.351366	-0.18969	-0.110702	-0.00796316	-0.362436	-0.354022	-0.383372	-0.121986	-0.0352332	-0.184294	-0.0690476	-0.0700572	-0.199133	-0.140923	-0.147633	-0.0232716	-0.273773	-0.0424426	-0.0972446	0.0564771	-0.0990563	-0.127552	-0.188298	-0.141987	-0.277943	-0.175807	-0.34782	-0.165553	-0.0291047	0.0641809	-0.219772	-0.142935	-0.320036	-0.503482	"
"-0.78331	-0.145801	-0.103016	0.122342	-0.183013	-0.189908	-0.0115709	-0.103169	-0.159044	-0.332499	0.0235482	-0.0419833	0.0677525	-0.0627276	-0.15365	-0.249086	-0.198546	-0.130825	-0.13495	-0.191162	-0.26294	-0.201247	0.0231713	-0.342655	0.0681895	-0.232629	-0.231189	-0.272259	-0.300131	-0.0554021	-0.076662	-0.155703	-0.18178	-0.21332	0.182332	0.0547058	-0.313838	0.0404738	-0.0939475	-0.193899	-0.233457	-0.0849938	-0.127505	-0.253381	-0.260247	-0.362563	-0.307429	-0.232133	-0.0776929	-0.217641	-0.208271	-0.448731	-0.322399	-0.100403	-0.199561	-0.295729	-0.178485	-0.0794726	-0.159182	-0.201395	-0.319026	-0.148766	-0.220508	0.0295004	-0.311167	-0.0595023	-0.150722	-0.0479973	-0.174468	-0.163646	-0.246145	-0.191173	-0.363898	-0.175675	-0.249686	-0.328922	-0.0724163	-0.145639	-0.0441807	-0.085853	0.0764529	-0.164133	-0.000318934	-0.0668146	-0.0930705	-0.196192	-0.0744264	-0.204286	-0.165754	-0.248783	-0.13135	-0.423605	-0.314682	-0.274687	-0.502329	"
"-0.777369	-0.227507	-0.203767	-0.0444069	-0.325821	-0.49306	-0.0365474	-0.0920481	-0.0953286	-0.362193	-0.287359	0.0118441	-0.0744227	-0.156523	0.0838218	-0.481455	-0.181561	-0.199756	-0.214249	-0.196212	-0.102865	-0.175188	-0.102985	-0.205733	-0.260556	-0.22047	-0.218537	-0.11229	-0.269138	-0.119582	-0.13346	-0.0458429	-0.0408706	-0.270815	-0.488773	-0.10996	-0.16912	-0.13152	-0.409213	0.00188768	-0.204116	-0.12576	-0.250507	-0.435486	-0.0701127	-0.356986	-0.0730232	-0.290369	-0.144352	-0.188312	-0.23774	-0.273236	-0.123891	-0.190704	-0.259442	-0.280687	0.0361387	-0.308882	-0.357331	-0.223619	0.0315209	-0.317339	-0.104041	-0.316903	-0.226547	-0.156228	-0.104489	-0.266	-0.124005	-0.220049	-0.0113776	-0.462877	-0.372899	-0.190305	-0.318135	-0.0897	-0.26214	-0.0951008	-0.224608	-0.161849	0.0746465	0.0321673	-0.126463	-0.160351	-0.444937	-0.209653	-0.255698	0.011699	-0.149492	-0.219958	-0.0475992	-0.451625	-0.372201	-0.182834	-0.370474	"
"-0.771427	-0.249765	-0.00266878	-0.0230741	-0.139003	-0.322034	-0.150758	-0.250608	-0.151844	-0.338097	-0.269163	0.0178005	-0.000610728	-0.295688	-0.0365256	-0.412962	-0.0159828	-0.383105	-0.348294	-0.161744	-0.135883	-0.00489595	-0.240652	-0.605648	-0.0369999	-0.00819757	-0.177904	-0.188053	-0.199341	-0.267885	0.0160984	0.0650511	-0.070209	-0.0059407	-0.445264	-0.189899	-0.363155	-0.340697	-0.0298727	-0.0284114	0.148692	-0.358587	-0.321254	-0.0756796	-0.0529786	0.128695	-0.332864	-0.310119	-0.303883	-0.206107	-0.199976	-0.359131	-0.363997	-0.140527	-0.201228	-0.111793	-0.229967	-0.158156	-0.285027	-0.152849	0.0959711	-0.26727	-0.30585	-0.254677	-0.234912	-0.187282	-0.135432	-0.196014	-0.235005	-0.0977245	-0.148477	-0.315117	-0.383126	-0.320927	-0.192633	-0.265146	-0.120073	-0.192459	-0.267183	-0.0999284	-0.301917	0.0702426	-0.14781	-0.190282	-0.39309	-0.237145	-0.16959	-0.56557	-0.0980006	-0.396782	-0.0378494	0.165675	-0.23183	-0.112233	-0.517965	"
"-0.765486	-0.0523409	-0.100938	-0.105637	0.0857623	-0.0630587	-0.186044	-0.228732	-0.299465	-0.102111	-0.151365	-0.233517	-0.171308	-0.238667	-0.117927	-0.0684668	-0.0857126	-0.0821627	-0.0994002	-0.193878	-0.211234	0.114513	0.0145225	-0.329283	-0.356699	-0.0588906	-0.0818535	-0.136782	-0.186187	-0.475543	-0.367216	0.0251652	-0.377118	-0.0774851	-0.070339	0.0166295	-0.201046	-0.398349	-0.214742	-0.182603	-0.359601	-0.277407	-0.411918	-0.0125335	-0.218913	-0.0377279	-0.0562485	-0.358989	-0.484582	-0.080693	0.0851121	-0.674619	-0.303903	-0.189193	-0.0488988	-0.413292	-0.0540062	-0.0135082	-0.40041	-0.265881	-0.284921	-0.0965963	-0.0535337	-0.366185	-0.350474	-0.0391503	0.0148225	-0.245782	-0.119853	-0.0812522	-0.349844	-0.282399	-0.100191	-0.0422382	-0.0660121	-0.201904	-0.437212	-0.465467	-0.213088	-0.0965637	-0.281951	-0.236272	-0.0681265	0.144093	-0.417784	-0.265412	-0.0942225	-0.479841	-0.0802015	-0.122997	-0.219942	-0.143719	-0.145903	-0.137768	-0.369104	"
"-0.759544	-0.191969	-0.211398	-0.243115	-0.134108	-0.0153918	-0.304585	0.0251381	-0.138313	-0.0797765	-0.200357	-0.302269	0.00660235	0.0357546	-0.134278	-0.364921	-0.27468	-0.178566	-0.522082	-0.229321	-0.213578	-0.0063663	-0.0949953	0.101504	-0.183705	-0.123682	-0.154719	-0.336826	-0.0139676	-0.139366	-0.346533	-0.136963	-0.160254	-0.223632	-0.0914192	-0.0822362	-0.263994	-0.0343226	-0.196758	-0.367615	-0.170463	-0.121183	-0.108285	-0.445088	-0.384807	-0.101472	-0.359188	-0.211265	-0.0196607	0.0509881	-0.135401	-0.269709	-0.294619	-0.510688	-0.208346	-0.448278	-0.263073	-0.0794691	-0.402631	-0.285706	-0.25038	-0.31014	-0.166311	-0.415976	-0.333032	-0.218012	0.0094867	-0.233208	-0.264958	-0.164284	-0.297803	-0.385215	-0.342594	-0.222467	-0.0605865	-0.179046	-0.0328419	-0.0898779	-0.276386	-0.111488	-0.240135	-0.207537	-0.197448	-0.311805	-0.304704	-0.0875804	-0.161095	-0.525095	-0.168497	-0.233475	-0.0809053	-0.152049	-0.356959	-0.0162058	-0.24553	"
"-0.753603	0.252855	-0.323202	-0.227681	-0.344185	-0.235025	-0.364186	-0.293051	-0.272104	-0.182737	-0.204407	-0.224709	-0.217229	-0.15493	-0.112776	-0.161229	-0.0678111	-0.224483	-0.213575	-0.0953275	-0.188685	-0.247007	-0.386339	-0.312874	-0.277339	-0.306066	-0.200575	-0.0485043	-0.0335104	-0.211005	-0.110689	-0.126737	-0.18362	-0.18962	-0.102623	-0.179685	-0.21796	-0.348619	-0.244195	-0.17035	-0.396308	-0.243993	-0.284179	-0.110653	0.0267747	-0.104895	-0.105313	-0.0653556	-0.222752	-0.034082	0.0672927	-0.411943	0.0102441	-0.168561	-0.166561	-0.353947	-0.252348	0.0252233	-0.217495	-0.0672547	-0.208869	-0.234863	-0.190176	-0.301979	-0.150357	-0.152228	-0.120504	-0.102485	-0.238491	-0.0138964	-0.284082	-0.44967	-0.269969	-0.255929	-0.16138	-0.231783	-0.41333	-0.2076	-0.266288	-0.0966012	-0.219717	-0.0388842	-0.110478	-0.265763	-0.166403	-0.41748	-0.064055	-0.237664	-0.391108	-0.251446	-0.0486116	-0.279522	-0.290584	-0.203044	-0.354244	"
"-0.747661	-0.0794666	-0.175968	-0.105745	-0.397657	0.0238004	-0.165481	-0.24385	-0.202045	-0.258064	-0.230016	-0.00950252	-0.0748406	-0.160319	-0.021839	-0.0797626	0.0402761	-0.178028	-0.290949	-0.126112	-0.162927	-0.0500806	-0.257258	-0.310978	-0.290052	-0.29884	-0.262792	-0.335513	-0.155911	-0.240782	-0.233135	-0.0590959	-0.449129	-0.124021	-0.462202	-0.240598	-0.400564	-0.216964	-0.61021	-0.272473	-0.243367	0.035529	-0.181622	-0.405416	-0.309743	-0.167912	-0.401198	-0.200699	-0.210136	-0.166264	-0.160358	-0.256978	-0.268721	-0.493615	-0.251893	-0.209743	-0.1197	-0.218643	-0.0695947	-0.263776	-0.35368	-0.514367	-0.205472	-0.171887	-0.312294	-0.224098	-0.0840297	-0.113286	-0.115048	-0.158922	-0.239509	-0.359999	-0.485059	-0.356454	-0.00276574	-0.130529	-0.319169	-0.120514	-0.215658	-0.0902185	-0.211401	-0.0253133	-0.14449	-0.135083	-0.186388	-0.321925	-0.106493	-0.1292	-0.370299	-0.238161	-0.115914	-0.361194	-0.13329	-0.211325	-0.15168	"
"-0.741719	-0.0936599	-0.305646	-0.169366	-0.269182	-0.0516542	-0.340602	-0.132954	-0.274354	-0.267031	-0.178721	-0.213326	-0.193971	0.00704348	-0.131987	-0.282453	0.0993212	-0.166021	-0.24535	-0.158693	-0.0821906	-0.0746943	-0.329176	-0.451982	-0.125353	-0.420157	-0.0270588	-0.439984	-0.240686	-0.20338	-0.332768	-0.0705998	-0.0690747	-0.198927	-0.279959	-0.393054	-0.436163	-0.109615	-0.228047	-0.0644591	-0.381779	-0.162203	-0.400836	-0.370598	-0.311645	-0.300597	-0.375778	-0.316821	-0.0394501	-0.402796	-0.305982	-0.22634	-0.28264	-0.121526	0.0181122	-0.278316	-0.0773238	-0.0815548	0.0354533	-0.225734	-0.393742	-0.631439	-0.0504664	-0.253669	-0.0607829	-0.156826	-0.184099	-0.0729696	-0.163483	0.133246	-0.30301	-0.17534	-0.0591719	-0.261197	-0.205077	-0.269491	-0.198192	-0.158888	-0.240882	-0.188181	-0.186397	-0.0409747	-0.10548	-0.262564	-0.214777	-0.217262	-0.241438	-0.287526	-0.436907	-0.177707	-0.172056	-0.228411	-0.094357	-0.332783	-0.485043	"
"-0.735778	-0.173954	-0.285499	-0.296066	-0.283029	-0.356351	-0.270189	-0.120308	-0.36129	-0.0875351	-0.258604	-0.193029	-0.124809	-0.168116	-0.0348475	-0.410555	-0.0421863	-0.35684	0.153541	-0.0898458	-0.135894	-0.150692	-0.0444195	-0.37574	-0.383656	-0.261718	-0.0934684	-0.252836	-0.0871756	-0.0938596	-0.302372	-0.0640528	-0.278144	-0.240781	-0.104707	-0.0677627	-0.590772	-0.214778	-0.0337502	-0.222347	-0.496502	-0.341697	-0.116626	-0.163727	-0.237613	-0.0619528	-0.235278	-0.136841	-0.363412	-0.300245	-0.354382	-0.489357	-0.391887	-0.296927	-0.31365	-0.299407	0.0418809	-0.22862	-0.12654	-0.127249	-0.230645	-0.379937	-0.198794	-0.248351	-0.174155	-0.45561	-0.298355	-0.360149	-0.138872	-0.16002	-0.433127	-0.337675	-0.247178	-0.177555	-0.212458	-0.170636	-0.287542	-0.0330946	-0.337183	-0.218715	-0.181266	-0.147815	-0.118245	-0.318374	-0.194568	-0.460585	-0.245911	-0.524751	-0.219568	-0.253288	-0.0782822	-0.391442	-0.292979	-0.163938	-0.648214	"
"-0.729836	-0.125668	-0.13269	-0.202246	-0.118513	-0.213521	-0.455964	-0.33598	-0.347029	-0.327366	-0.231852	-0.11823	-0.00446873	-0.0501277	-0.0372911	-0.153957	-0.135886	-0.276703	-0.0457265	-0.19827	-0.223177	-0.295556	-0.0142147	-0.131949	-0.014209	-0.127476	-0.171282	-0.318915	-0.331481	-0.0429927	-0.276054	-0.014864	-0.538218	-0.247435	-0.331578	-0.337903	-0.566824	-0.315218	-0.235573	-0.244868	-0.407809	-0.130885	-0.358714	-0.390095	-0.271225	-0.272542	-0.279346	-0.383843	-0.209219	-0.14452	-0.292477	-0.584465	-0.521958	-0.542615	-0.045658	-0.236884	0.0452047	-0.0619537	-0.128399	-0.118675	-0.203931	-0.549448	-0.266388	0.221661	-0.418516	-0.224929	-0.141354	-0.174351	-0.169932	-0.128694	-0.104529	-0.183486	-0.020191	-0.19026	-0.235437	-0.21525	-0.280809	-0.281195	-0.220006	-0.147675	-0.178784	0.010383	-0.0864272	-0.324763	-0.0130908	-0.115407	-0.159633	-0.390856	-0.423209	-0.222644	-0.150043	-0.308032	-0.402543	-0.255968	-0.428827	"
"-0.723895	-0.081874	-0.203667	-0.189529	-0.18451	-0.352678	-0.0894003	-0.382851	-0.0748879	-0.105532	-0.447909	-0.181338	-0.180314	-0.0298645	-0.222554	-0.558643	-0.200984	-0.248119	-0.128606	-0.173931	-0.0677637	-0.0820927	-0.0651792	-0.232245	0.0466959	-0.14328	-0.0881827	-0.272616	-0.00909898	-0.0419722	-0.194138	-0.115992	-0.46811	-0.283764	-0.0168931	-0.181245	-0.188192	-0.500528	-0.228802	-0.196522	-0.195702	-0.274791	-0.111341	-0.228638	-0.539017	-0.154313	-0.330564	-0.366164	-0.203976	-0.186016	-0.372023	-0.451841	-0.284754	-0.364323	-0.242806	-0.249036	-0.102375	-0.165564	-0.206217	-0.336324	-0.0442056	-0.450605	-0.0859567	-0.45976	-0.16137	-0.298445	-0.147632	-0.190635	-0.184143	-0.151959	0.0179768	-0.0534132	0.0467814	-0.217074	-0.0700055	-0.199656	-0.0311973	-0.218978	-0.289498	-0.133492	-0.263123	0.115568	-0.0827526	-0.0830635	-0.114979	-0.180569	-0.170958	-0.179846	-0.470905	-0.140396	-0.188272	-0.0788155	-0.423282	-0.222022	-0.43538	"
"-0.717953	-0.156137	-0.256363	-0.0353019	-0.284174	0.0550504	-0.200768	0.112532	-0.00747861	-0.319465	-0.267584	-0.132184	-0.25612	-0.0627187	0.0275911	-0.477143	-0.138857	-0.459478	-0.138824	-0.416988	-0.259787	-0.118385	-0.116306	-0.120235	-0.184601	-0.355051	-0.112866	0.0719918	-0.27022	-0.225589	-0.123802	-0.165097	-0.141698	-0.143566	-0.327682	-0.00453016	-0.357537	-0.418791	-0.163566	-0.142661	-0.196689	-0.21188	-0.25469	-0.263147	-0.331899	-0.24435	-0.0665593	-0.299632	-0.239191	-0.210553	-0.0723754	-0.229476	-0.0863264	0.0511098	-0.296768	-0.24812	-0.136211	-0.304175	-0.302181	-0.291008	-0.185317	-0.291825	-0.103157	-0.212678	-0.164515	-0.302519	-0.0777474	-0.292708	-0.210549	-0.164989	-0.136634	-0.190185	-0.427361	-0.524194	-0.288819	-0.319106	-0.522689	0.136778	-0.261203	-0.102236	-0.28313	-0.0599653	-0.162907	-0.267361	-0.0374804	-0.0293702	-0.0712535	-0.481899	-0.175218	-0.373101	-0.0158683	-0.137639	-0.482372	-0.156607	-0.313266	"
"-0.712012	-0.0391843	-0.248797	-0.144645	-0.0128974	0.254225	-0.228244	-0.206484	-0.183241	-0.0605928	-0.529511	-0.18346	0.0473905	-0.0664818	-0.0478127	-0.305683	-0.160847	-0.343667	-0.306865	-0.189501	-0.112215	-0.0700775	-0.167866	-0.187391	-0.143019	-0.036468	-0.112667	-0.111617	-0.189026	-0.33116	-0.310825	0.0233962	-0.151102	-0.27035	-0.134092	-0.0469917	-0.161303	-0.286709	-0.296078	-0.327475	-0.162383	-0.124253	-0.0941018	-0.194626	-0.0639742	-0.0786262	-0.303635	-0.0758306	-0.0514845	-0.133588	-0.464606	-0.347648	-0.261482	-0.160868	-0.362674	-0.219513	-0.174268	-0.161035	-0.407858	-0.183657	-0.121977	-0.212148	0.00640527	-0.0894143	-0.153778	-0.127192	0.0479391	-0.152522	-0.335335	-0.164161	-0.199985	-0.20007	-0.236036	-0.284791	-0.0145459	0.104296	-0.456876	-0.386765	-0.191462	-0.0293835	-0.0577245	-0.198819	-0.0515208	-0.099874	0.0116764	-0.0229436	-0.0843785	-0.420633	-0.29119	-0.225851	-0.190034	-0.195641	-0.0562533	-0.190248	-0.381332	"
"-0.70607	-0.140603	-0.180736	-0.399644	-0.16871	-0.0508228	-0.288339	-0.175676	-0.381102	-0.268878	-0.087891	-0.269801	-0.206216	-0.112812	0.0238155	-0.252385	-0.0791041	-0.363206	-0.349864	-0.178108	0.0130386	-0.120177	-0.244793	-0.351754	-0.271367	-0.159283	-0.0481388	-0.276048	0.0810644	-0.305657	-0.126631	-0.0734451	-0.404827	-0.395981	-0.0752503	-0.227656	-0.353489	-0.352465	-0.12412	-0.139994	-0.345387	-0.373518	-0.191923	-0.235675	-0.125495	-0.106103	-0.177566	-0.367882	-0.266139	-0.212617	-0.287753	-0.470285	-0.175538	-0.448287	-0.242355	-0.204283	-0.118215	-0.161543	-0.408842	-0.252555	-0.0342143	-0.268868	-0.0678936	-0.0651288	-0.110625	-0.243659	-0.193361	-0.308743	-0.309947	-0.11614	0.0555395	-0.29076	-0.290534	-0.171391	-0.124241	-0.208426	-0.474747	-0.351075	-0.298429	0.0971185	-0.198566	-0.172534	-0.122446	-0.122742	-0.336871	-0.186565	0.00060531	-0.353768	-0.333037	-0.123958	-0.104759	-0.219085	-0.287196	-0.493494	-0.657305	"
"-0.700129	-0.352331	-0.0770759	-0.214111	-0.0964554	-0.127619	-0.486983	-0.092401	-0.313582	-0.347325	-0.543364	-0.0526874	-0.209006	-0.0792662	-0.104047	-0.260113	-0.0345703	-0.176325	-0.182054	-0.380622	-0.247923	-0.00811956	-0.184281	-0.426546	-0.287387	-0.264762	-0.154861	-0.388133	-0.283739	-0.203465	-0.150718	-0.185234	-0.00587818	-0.0202614	-0.217926	-0.0734658	-0.319961	-0.0953358	-0.19182	-0.0139057	0.290857	-0.0605685	0.000567996	-0.325651	-0.0905269	-0.264852	-0.474435	-0.248672	-0.0988384	-0.124966	-0.0894616	-0.486576	-0.457886	-0.27513	-0.256148	-0.240191	-0.121052	-0.130458	-0.287716	-0.0603252	-0.367296	-0.390464	-0.252214	-0.210887	-0.447378	-0.242809	-0.210532	0.0410199	-0.0685798	-0.224683	-0.238821	-0.15346	-0.342595	-0.333189	-0.278625	-0.432942	-0.177444	-0.291338	-0.351982	-0.2775	-0.136394	-0.180878	-0.110161	0.00605941	-0.29976	-0.356278	-0.239338	-0.25243	-0.00305685	-0.304075	-0.187994	-0.276847	-0.21917	-0.460864	-0.18727	"
"-0.694187	-0.204041	-0.408029	-0.0688595	-0.251174	-0.230428	-0.235281	-0.135722	-0.073931	-0.569976	-0.272393	-0.015419	-0.131318	-0.137921	-0.13246	-0.153252	-0.122611	-0.478715	-0.226927	-0.117254	-0.122223	-0.107903	-0.18806	-0.16765	-0.373343	-0.081646	-0.152597	-0.218355	-0.20672	-0.114597	-0.265236	-0.128778	-0.246988	-0.162755	-0.052612	-0.244386	-0.320954	-0.2462	-0.217777	-0.419834	-0.429	-0.123884	-0.0430911	-0.214231	-0.410727	-0.326376	-0.0930173	-0.148682	-0.0917047	-0.294714	-0.331416	-0.370732	-0.252851	-0.341338	-0.121422	-0.155829	-0.226767	-0.254387	-0.0836064	-0.358105	-0.29375	-0.157214	-0.113812	-0.42862	-0.377031	-0.156406	-0.188348	-0.267389	-0.347482	-0.187216	-0.403682	-0.0769109	-0.0119252	-0.141156	-0.505393	-0.22107	-0.159115	-0.334116	-0.192919	-0.249257	-0.158157	-0.0482358	-0.0874924	-0.348255	-0.33706	-0.0648527	-0.227756	-0.241099	-0.392993	-0.347929	-0.0954443	-0.301619	-0.446563	-0.299616	-0.545618	"
"-0.688246	-0.041705	-0.320834	-0.0980041	-0.500093	-0.128822	-0.197757	-0.183335	0.027063	-0.22157	-0.421216	-0.221965	-0.270177	-0.154689	-0.254605	-0.389467	-0.134555	-0.539416	-0.561443	-0.0281215	-0.0505177	-0.0628452	-0.130637	-0.22647	-0.0442495	-0.203897	-0.223422	-0.168465	-0.278827	-0.0481691	-0.239056	0.0559777	-0.104065	-0.406992	-0.0883149	-0.110739	-0.379509	-0.0316153	-0.425201	-0.0892009	-0.308869	-0.255968	-0.221796	-0.197884	-0.16339	-0.298234	-0.346424	-0.371902	-0.100344	-0.420419	-0.211764	-0.258158	-0.0787255	-0.46975	-0.115162	-0.307741	-0.298772	-0.247346	-0.229151	-0.24912	-0.535804	0.104619	-0.350833	-0.160299	-0.334112	-0.0418485	-0.288465	-0.0373769	-0.297743	-0.198571	-0.452004	-0.604148	-0.40983	-0.0578374	-0.0613086	-0.314539	-0.666981	-0.432216	-0.10409	-0.133924	-0.0466615	-0.171448	-0.046533	-0.265514	-0.214592	-0.457429	-0.30269	0.0664756	-0.28458	-0.301195	-0.0988797	-0.253037	-0.490182	-0.161619	-0.443667	"
"-0.682304	-0.209492	-0.132001	-0.165959	-0.051299	-0.0956007	-0.0773642	-0.233273	-0.198108	-0.162191	-0.471847	0.00198553	-0.13614	-0.0503859	-0.211578	-0.37217	-0.133969	-0.645789	-0.620058	-0.122198	-0.0822418	-0.148787	-0.275666	-0.385314	-0.164574	-0.117214	-0.259203	-0.289935	-0.307339	0.0640496	-0.459087	-0.0856603	-0.24334	-0.231041	-0.436875	-0.107316	-0.219244	-0.101915	-0.286499	-0.0968949	-0.0529172	-0.294944	-0.257027	-0.244015	-0.0745714	-0.00782739	-0.286241	-0.328323	-0.385283	-0.287463	-0.259609	-0.650889	0.00759257	-0.484192	-0.354043	-0.374696	-0.0429962	-0.449664	-0.0716455	-0.336172	-0.429148	-0.0494895	-0.276674	-0.400213	-0.240574	-0.244721	-0.218545	-0.12134	-0.205884	-0.1032	-0.151942	0.0362263	-0.241759	-0.120875	-0.248035	-0.212398	-0.300887	-0.372069	-0.17129	-0.112375	-0.256061	-0.0653201	-0.0350128	-0.363089	-0.215615	-0.162898	-0.165801	-0.420587	-0.416201	-0.0782629	0.0313547	-0.325536	-0.338059	-0.238923	-0.273937	"
"-0.676362	-0.149939	0.00978093	-0.10524	-0.273287	-0.169019	-0.21174	-0.244583	-0.439524	-0.285244	-0.400859	-0.128598	0.0160417	-0.233688	-0.0606438	-0.296434	0.0503538	-0.385633	-0.0844521	-0.435756	-0.132683	0.0747864	-0.173879	-0.235112	-0.0545701	-0.494044	-0.349516	-0.352693	-0.375794	-0.0388958	-0.00941341	-0.0592612	-0.205781	-0.226629	-0.310507	-0.120276	-0.0754791	-0.378012	-0.261964	-0.210843	-0.112647	-0.265436	-0.0594018	-0.19063	-0.433658	-0.273412	-0.280868	-0.0626743	-0.0447955	-0.0989851	-0.271705	-0.379085	-0.235225	-0.297757	-0.33869	-0.294011	-0.0833265	-0.254615	-0.133583	-0.279705	-0.0810043	-0.264305	-0.122685	-0.361935	-0.0227463	-0.231313	-0.283457	-0.286646	-0.34805	-0.21765	-0.255328	-0.14609	-0.510805	-0.128048	-0.094541	-0.237247	-0.325006	-0.38317	-0.342645	-0.277758	-0.127634	0.0472793	-0.241483	-0.133239	-0.175504	-0.342234	-0.165645	-0.182068	-0.467912	-0.0970502	-0.0600804	-0.239178	-0.284828	-0.0267561	-0.152536	"
"-0.670421	-0.332932	-0.160777	-0.214733	-0.0700329	-0.013504	-0.451469	-0.238734	-0.327883	-0.214416	-0.538791	-0.195311	-0.132717	-0.0845737	-0.0124111	-0.273636	-0.17835	-0.199463	-0.0262872	-0.139291	-0.190713	0.106964	-0.11234	-0.381712	-0.00672182	-0.349237	-0.100208	0.0528618	-0.153263	-0.277754	-0.105461	-0.180813	-0.0174456	-0.326998	-0.102501	-0.0687954	-0.374017	-0.35051	-0.127946	-0.124569	-0.422503	-0.426409	-0.407306	-0.371917	-0.319226	-0.161164	-0.248209	-0.310435	-0.269835	-0.173754	-0.418901	-0.50578	-0.208989	-0.251226	-0.172633	-0.232174	-0.0185457	-0.203478	-0.301173	-0.528899	-0.38767	-0.178729	-0.0277309	-0.293974	-0.20454	-0.187799	-0.0935685	-0.201597	-0.227836	-0.206511	-0.448756	-0.214476	-0.123842	-0.214285	-0.441597	-0.322183	-0.312398	-0.0105589	-0.367659	-0.18448	-0.142969	-0.180838	-0.172754	-0.249051	-0.487317	-0.262498	0.0138544	-0.275047	-0.346435	-0.342369	-0.189902	-0.214726	0.130896	-0.124577	-0.337194	"
