	1-065_ANT4	1-065_OE_BUO	1-065_OOE_ANT1	1-065_OOE_ANT2	1-065_OOE_ANT3	1-065_OOE_CEN	1-065_OOE_COL5	FM__1-065_OOE_ACU	FM_1_065_OOE__FIL	FM_1-065_ALM-KIS	FM_1-065_ALM-LAT	FM_1-065_AVO_LAT	FM_1-065_AVO_OLI	FM_1-065_AVO_SAN2	FM_1-065_AVO-CHO	FM_1-065_AVO-SAN1	FM_1-065_CAN_CED	FM_1-065_CAN_COM	FM_1-065_CAN_HAR	FM_1-065_COR-MAZ	FM_1-065_FLA-GOL1	FM_1-065_FLA-GOL2	FM_1-065_GRA-BAS1	FM_1-065_GRA-BAS2	FM_1-065_GRA-CAR	FM_1-065_GRA-MAN	FM_1-065_HAZ_GEO	FM_1-065_HAZ_LAT	FM_1-065_HEM_GOL	FM_1-065_ILF1	FM_1-065_MAG-HGV	FM_1-065_OOE_AUM	FM_1-065_OOE_BOR	FM_1-065_OOE_CAL	FM_1-065_OOE_COL1	FM_1-065_OOE_COL3	FM_1-065_OOE_CRI	FM_1-065_OOE_FRA1	FM_1-065_OOE_FRA4	FM_1-065_OOE_GEM	FM_1-065_OOE_HER	FM_1-065_OOE_KRI	FM_1-065_OOE_KRN	FM_1-065_OOE_KRN2	FM_1-065_OOE_KRT	FM_1-065_OOE_MAS	FM_1-065_OOE_NEF	FM_1-065_OOE_PAE	FM_1-065_OOE_SAM2	FM_1-065_OOE_TRA1	FM_1-065_OOE-ALL	FM_1-065_OOE-AUR	FM_1-065_OOE-CLE	FM_1-065_OOE-COL2	FM_1-065_OOE-COL4	FM_1-065_OOE-DOM	FM_1-065_OOE-FRA3	FM_1-065_OOE-GIA	FM_1-065_OOE-ILF2	FM_1-065_OOE-LOR	FM_1-065_OOE-MIN	FM_1-065_OOE-NUN	FM_1-065_OOE-PLA	FM_1-065_OOE-PRT	FM_1-065_OOE-SAM1	FM_1-065_OOE-SOL	FM_1-065_OOE-TRA2	FM_1-065_OOE-VAL	FM_1-065_OOR-FILL	FM_1-065_OOR-GAL	FM_1-065_OOR-MAS	FM_1-065_PEA_PLA	FM_1-065_PEA-CED	FM_1-065_PEA-LIO	FM_1-065_PIS-LAT	FM_1-065_PUM_GEA	FM_1-065_PUM_PEL	FM_1-065_RIC_EPI	FM_1-065_SED-DID1	FM_1-065_SES_CLI	FM_1-065_SES-D1D2	FM_1-065_SES-GRE	FM_1-065_SES-KAD1	FM_1-065_SES-KAD2	FM_1-065_SES-MJR	FM_1-065_SUN_CEO	FM_1-065_SUN_COM	FM_1-065_SUN-SAF	FM_1-065_SUN-SAF2	FM_1-065_SUN-UNI	FM_1-065_WAL-LAT	FM_1-0655_SES_TOK	FM1-065_OOE-FRA2	FM-1-065_OOE-PAR	
6.80805	-0.120013	-0.00828628	0.130617	-0.0903673	-0.358749	-0.123233	0.159381	-0.0959859	-0.104983	-0.197165	-0.0193503	-0.0229093	0.0664986	-0.158148	-0.104336	0.087339	-0.250938	-0.202551	-0.000625922	-0.0716337	-0.0606222	-0.129099	0.0975641	0.0361669	0.0067328	0.0609498	0.187966	-0.167367	-0.152379	-0.0278856	-0.0124659	0.0564734	0.072945	0.147392	-0.0677249	-0.0882996	-0.0615772	0.106945	0.046676	0.00846345	-0.0590959	0.0804966	-0.0485345	-0.0716836	-0.170953	0.0458806	0.093242	-0.356313	0.0612849	-0.19919	-0.158571	-0.0752396	0.0747034	-0.12113	-0.107026	-0.0621038	-0.127609	0.120521	-0.180525	0.133867	0.102928	-0.0601001	-0.154488	0.0466245	-0.077696	0.0417124	-0.11399	-0.0240528	0.0147348	0.0799666	-0.129183	-0.169281	0.0328377	-0.0598746	-0.155374	-0.10451	0.0602327	0.0508943	0.0239576	-0.117555	0.118	-0.161338	-0.299866	-0.306885	-0.386821	-0.0433529	0.0813376	0.134969	-0.136305	-0.0515637	0.0600036	-0.133247	-0.0622434	0.183334	
6.81102	-0.10027	0.013789	0.137488	-0.0414981	-0.26685	-0.211034	0.134	-0.0585077	-0.00861203	0.032035	0.0270608	0.0233541	0.0552728	-0.0590013	0.0367333	0.0925681	-0.130167	-0.204699	-0.0359249	-0.101243	-0.000155554	-0.216698	0.0226504	0.0872459	0.0800754	0.0474351	0.022154	-0.142178	-0.162128	-0.110134	-0.0174441	-0.0541484	0.294247	0.0603501	-0.197718	-0.01788	-0.0730704	0.0755323	-0.0274419	0.0190169	-0.140784	0.0901697	-0.0901862	-0.0943395	-0.0999443	0.108648	0.0647886	-0.267798	-0.0458603	-0.147545	-0.191021	-0.1109	0.315485	-0.0498096	-0.0507607	-0.173973	-0.101974	0.130522	-0.167735	0.197246	0.100131	-0.0661775	-0.250987	0.0214575	-0.0641397	0.112871	-0.111925	0.0016762	0.0823574	0.00120463	-0.176287	-0.0948854	0.0547028	-0.00483594	-0.104921	-0.168047	0.221547	0.0415452	-0.0177146	-0.098498	0.0441214	-0.152906	-0.277338	-0.209751	-0.446867	-0.0922579	-0.00122649	-0.0691367	-0.10885	-0.0449032	0.0645239	-0.129749	-0.0340479	0.202879	
6.81399	-0.0805274	0.0358642	0.0387398	0.0495916	-0.174951	-0.164754	0.0629469	0.0730259	0.0877586	0.084753	0.0409313	0.0058906	0.0143686	-0.0133345	0.24626	0.082358	-0.00669877	-0.148161	-0.0712238	-0.0825228	0.0603111	-0.174694	-0.133077	0.0254058	0.0551297	0.0192314	-0.272872	-0.164095	-0.187101	-0.0469476	-0.0237393	-0.16477	0.258358	-0.121081	-0.185028	0.00488908	-0.0845637	0.0441192	0.0208349	0.0295703	-0.0685561	0.0628758	-0.0399298	-0.0863587	0.0440101	0.0772097	-0.0148517	-0.0513639	-0.0877322	-0.00231426	-0.123259	-0.0907981	0.327919	-0.0257604	-0.0231007	-0.207434	-0.00346486	0.108329	-0.154944	0.260625	-0.0832741	-0.00466108	-0.248334	-0.0842024	-0.0409975	0.18527	-0.0915456	0.0274053	0.0445444	-0.0569662	-0.223391	0.0517402	0.0316475	0.0848018	-0.0544675	-0.236074	0.168612	0.032196	-0.10293	-0.0794414	-0.0726288	-0.144474	-0.284384	-0.259236	-0.506912	-0.104736	-0.161025	-0.0849193	-0.0765502	-0.0375236	0.00472734	-0.24432	0.0663473	0.205114	
6.81696	0.00468447	0.0579394	-0.00614617	0.000548836	-0.0830521	-0.0465014	-0.00810628	0.0569024	0.0885986	0.0429958	0.0373831	-0.0459214	-0.0395874	0.00327299	0.251213	0.0721479	-0.00489233	-0.0916225	-0.106523	-0.0576529	0.120778	-0.0626606	-0.168048	-0.0968993	-0.0225387	-0.00897231	-0.329694	-0.211089	-0.0834415	0.0944035	-0.0300346	-0.140156	0.0819535	-0.1565	-0.0943917	0.00209263	-0.0266091	-0.103157	0.134622	0.0401237	0.0860927	0.0158393	0.0594946	-0.0783779	0.00603779	-0.00478362	-0.0289445	0.0313751	-0.094649	-0.0120845	-0.00187183	-0.0706967	0.21457	-0.0270847	-0.0107498	-0.198482	0.103595	0.0861348	-0.142154	0.189165	-0.363249	0.0929828	-0.193343	0.00707403	-0.0178551	0.0789577	-0.0711661	0.0531343	-0.0496216	-0.0442674	-0.23475	0.124307	0.00859231	0.0376238	-0.0959792	-0.169351	0.00113267	0.0228469	-0.0793446	-0.0636903	-0.0666939	-0.136043	-0.291431	-0.387291	-0.488735	-0.0623149	-0.0939449	-0.000572971	-0.0416288	-0.0301441	-0.0550691	-0.311709	0.0315738	0.0354774	
6.81993	0.125555	0.0800146	-0.0211605	-0.123448	0.0563757	-0.069986	-0.0791595	-0.0383155	0.0382314	0.00123867	-0.0372159	-0.0977335	-0.100557	-0.0297907	0.146787	0.0619378	-0.0677179	-0.0350843	-0.0725358	-0.029465	0.0723071	-0.0235836	-0.138459	-0.100563	-0.100207	-0.037176	-0.259857	-0.132373	0.0886336	0.150191	-0.0363298	-0.0404827	-0.0459406	-0.113913	-0.0540481	-0.000703808	0.0685663	-0.31294	0.0306554	0.0506772	0.128718	-0.0311973	0.0930254	-0.0703971	-0.12906	-0.0867769	-0.0079865	0.0422592	-0.101566	-0.104927	-0.0810578	-0.0505953	0.101222	-0.0284089	0.0016011	-0.0680332	0.215202	0.0639409	-0.0806688	0.0462518	-0.375876	0.021516	-0.138351	0.202173	0.00528714	-0.126518	-0.0507865	0.0441328	-0.0844359	0.0063929	-0.226977	0.15753	-0.0144629	-0.0832639	-0.188543	-0.0308766	-0.141891	-0.0201944	0.00454917	-0.0497154	0.00613676	-0.106019	-0.298477	-0.337493	-0.427934	0.0105634	0.0936446	-0.0454586	-0.00670732	-0.0227645	-0.114866	-0.353766	-0.0752984	-0.226347	
6.8229	0.105084	0.0428623	-0.0361748	-0.136013	0.221322	-0.169391	-0.0892581	-0.078746	-0.0121357	-0.0405185	-0.149766	-0.149545	-0.106334	-0.0897871	-0.0257743	0.0326108	-0.0966969	-0.056989	-0.00182137	-0.00127708	-0.0347327	-0.0238436	-0.10887	-0.0408322	-0.177876	-0.0653798	-0.103233	0.0131184	0.123398	0.16009	0.0213402	-0.065923	-0.147387	-0.0253786	-0.0411205	-0.00350024	0.0247424	-0.263935	-0.18961	0.0612306	0.111485	-0.0782339	0.0913804	-0.0532466	-0.127611	-0.16877	-0.0271295	0.0531434	-0.108483	-0.179491	-0.267345	-0.0374681	-0.0121261	-0.0297332	0.013952	0.127997	0.189909	0.0622285	0.00684425	-0.0186241	-0.245858	-0.140143	-0.0833595	0.244692	-0.000857513	-0.179906	-0.0257713	0.0166007	-0.0875959	-0.0768036	-0.219205	0.0162754	-0.0315341	-0.0806046	-0.117492	-0.0024952	-0.271867	-0.0811012	-0.034048	-0.115134	-0.0519942	-0.0643489	-0.288459	-0.192592	-0.367134	-0.0259263	0.0390498	-0.158908	0.0282141	0.016603	-0.0804612	-0.395824	-0.0469013	-0.274069	
6.82587	0.00779076	-0.0261815	-0.0511892	-0.0891028	0.247638	-0.134514	-0.0667821	-0.0898917	-0.0625029	-0.0193251	-0.117054	-0.121726	-0.0825146	-0.0907552	-0.234688	-0.00700432	-0.107734	-0.120489	0.068893	0.0269109	-0.0439613	-0.0241035	-0.0792812	0.0188982	-0.114172	-0.0935835	0.0994369	0.060736	0.0852887	0.0971627	0.113505	-0.16066	-0.0942888	0.087651	-0.028193	0.023916	-0.0934196	-0.0756124	-0.161062	0.020259	0.0266309	-0.150675	0.100082	-0.031208	-0.0534196	-0.164499	-0.0676701	0.0640276	-0.05637	-0.244279	-0.278	-0.0280682	-0.0677612	-0.0474546	0.0794801	0.135353	0.0919451	0.0714519	0.0943573	-0.0422359	-0.115841	-0.0761538	-0.054994	0.206946	-0.0228251	-0.149079	0.00174098	-0.0109315	-0.0907558	-0.231548	-0.211432	-0.217469	-0.0453864	-0.0115259	0.0441968	-0.0326101	-0.187274	-0.142008	-0.140401	-0.223122	-0.181383	-0.0836883	-0.269302	-0.207113	-0.306333	-0.122965	-0.143908	-0.14888	-0.0225844	0.0731794	0.00424734	-0.437882	0.0534939	-0.207194	
6.82884	-0.00993832	0.022096	-0.0828698	-0.0421927	0.199678	-0.0278658	-0.0443061	-0.101037	-0.0796449	0.0354232	-0.00691667	-0.0511691	-0.0138175	-0.0597844	-0.238723	-0.0466194	-0.179692	-0.0711942	0.139607	0.00694823	-0.000714926	-0.0243634	-0.0534714	0.0786286	0.0250413	-0.121787	0.158971	0.0564752	-0.0186198	-0.0047382	0.0879459	-0.15758	0.042889	0.0544513	-0.0152655	0.0674727	-0.0932173	-0.0329662	9.26367e-05	-0.0481169	-0.0942794	-0.236626	0.114295	-0.00916927	0.0663658	-0.114132	-0.0425653	-0.0291586	0.0272188	-0.153835	-0.195072	-0.0911034	-0.0917387	-0.0739398	0.173347	0.0410829	0.025378	0.0806753	0.18187	-0.0813549	0.0141768	0.107925	-0.0406226	0.0361881	-0.0447926	-0.118252	0.0292533	-0.0384636	-0.0939157	-0.244342	-0.0774602	-0.203981	-0.0592388	-0.0109571	0.0786061	-0.062725	0.0115435	-0.202915	-0.137793	-0.221862	-0.143672	-0.135868	-0.250145	-0.306699	-0.353656	-0.137916	-0.106796	-0.0734835	-0.119571	0.0273182	-0.0618778	-0.433203	0.03403	-0.14032	
6.83181	0.0154857	0.133411	-0.123755	0.00471743	0.0895776	0.00319371	-0.0218301	-0.112183	-0.0790532	0.0901714	0.0320644	-0.0556145	0.078893	-0.0288137	-0.133684	-0.0862346	-0.283876	0.0377835	0.168841	-0.0388841	-0.00319226	-0.0390418	-0.0296734	0.0195404	0.0657464	-0.149991	0.142723	0.0522145	-0.157375	-0.0109838	-0.000965689	-0.100434	0.0382957	-0.0565365	-0.00233806	0.111029	-0.029848	-0.068578	0.0304004	-0.116493	-0.103	-0.174377	0.128508	0.0128694	0.210388	-0.0637645	0.0174924	-0.17804	-0.0200309	0.0194506	-0.112144	-0.192767	-0.115716	-0.100425	0.129602	0.007652	-0.0245589	0.0898987	0.145663	-0.128656	0.034597	0.137944	-0.0262512	-0.204389	-0.0667602	-0.0874254	0.0567656	-0.0961132	-0.0766431	-0.181424	0.123767	-0.0597182	-0.0730911	-0.0471412	0.0426531	-0.0928398	0.00368434	-0.128492	-0.0750381	-0.162151	-0.0152308	-0.118168	-0.230988	-0.299414	-0.459648	-0.107517	0.0467057	0.0019131	-0.138867	-0.0735355	-0.208377	-0.403538	-0.0490929	-0.0734455	
6.83478	0.0409098	0.129764	-0.0502721	0.00773822	-0.0537458	-0.00606259	0.0199188	-0.0863318	-0.0784615	0.14492	0.0331999	-0.100228	0.0794781	0.00215703	-0.0568361	-0.134891	-0.21405	0.0362338	0.17618	-0.0309269	-0.0301479	-0.0614615	-0.00587551	-0.102765	0.0539486	-0.156511	0.145873	0.0479537	-0.158614	0.0338527	0.00915887	-0.105937	-0.0432653	-0.0211861	0.0105894	0.154586	0.0335212	-0.10419	-0.00887685	-0.184869	-0.0520281	-0.0334891	0.142721	0.00936692	0.126494	-0.0133972	0.0214363	-0.0887089	-0.136899	0.100498	-0.0292163	-0.140392	-0.139694	-0.12691	0.0126805	0.00692123	-0.0744958	-0.000238165	0.0436095	-0.0196499	-0.00320818	0.0861513	-0.0118799	-0.190286	-0.0881549	-0.0342097	0.0588098	-0.169763	-0.0485197	-0.0859511	0.084435	-0.0546269	-0.0568226	-0.0104794	0.00670026	-0.00478411	-0.113962	0.0173818	-0.0491984	-0.10244	0.0345164	-0.0629333	-0.211831	-0.235227	-0.440205	-0.0771177	0.0546805	0.0773097	-0.11639	-0.0902958	-0.21334	-0.241813	0.00325524	-0.08911	
6.83775	0.0663339	0.0644781	0.0862428	-0.0125662	-0.0582315	-0.0153189	0.0719234	-0.0407896	-0.0778698	0.169358	-0.0546766	-0.13546	0.0308734	0.0217194	0.00503472	-0.188391	-0.0523773	-0.0236731	0.0663092	0.00586807	-0.0571035	-0.0838812	0.0179224	-0.116691	0.0709038	-0.151455	0.15927	-0.0796725	-0.0871844	0.0786891	0.072465	-0.145997	-0.124826	0.0918436	0.023517	0.102558	0.0968905	-0.139802	-0.102714	-0.166783	-0.0127518	0.0239751	0.0537443	-0.00769293	-0.078299	-0.0254583	-0.00443371	0.127832	-0.147381	0.132427	-0.132234	-0.0060452	-0.205313	-0.115465	0.00765129	-0.0318621	-0.124433	-0.143201	-0.0584441	0.171652	-0.0410135	0.0343582	0.0610951	-0.0427865	-0.109241	0.0313515	0.0471935	-0.104181	-0.0203963	0.0268479	-0.0828221	-0.122993	-0.0244207	0.0651782	-0.0292527	0.14579	-0.102676	0.0249439	-0.0436935	-0.0427296	0.0416257	-0.109533	-0.192674	-0.220059	-0.352843	-0.0467186	-0.0141457	0.0690574	-0.00482525	-0.0620075	-0.143045	-0.00963864	0.1274	-0.148764	
6.84072	0.0718373	-0.000808193	0.0409445	-0.0328706	0.0113511	-0.0245752	-0.00832765	0.00475254	-0.0587332	0.17771	-0.189794	-0.165677	0.00877443	0.0351351	0.0669055	-0.139708	-0.0127291	-0.0835799	-0.105293	-0.00331632	-0.0840591	-0.106301	-0.0439713	-0.0730783	0.103151	-0.146398	0.100993	-0.272408	-0.0673609	0.123525	0.0650312	-0.0691533	-0.206387	0.0584261	0.0364445	-0.000317693	0.0935071	-0.133267	-0.225504	-0.102909	0.0203153	0.0372664	-0.0899638	-0.0247528	-0.189006	-0.0707364	0.0354394	0.223689	-0.101378	0.0866246	-0.333905	-0.0167844	-0.293677	-0.0838344	0.0619951	-0.0910547	-0.0714643	-0.141532	-0.160498	0.0729182	-0.0788187	-0.0174349	0.164738	-0.0529878	-0.130328	0.0969128	0.0355772	0.0352135	0.00772717	0.0685659	-0.0424434	-0.117079	0.0079813	0.00361214	-0.0365092	0.161212	-0.0230457	-0.0403626	-0.0381887	-0.0095423	-0.00704795	-0.210715	-0.173517	-0.230934	-0.291633	-0.0413246	-0.0268415	0.0167112	0.154538	-0.0337193	-0.0727491	-0.0727576	0.0933773	-0.208418	
6.84369	0.0665821	-0.0660945	-0.104348	-0.0531749	0.0404092	0.0492301	-0.158805	0.0502947	-0.0297406	0.0695851	-0.0873697	-0.195895	0.000797847	0.0485507	0.128776	-0.0363819	-0.0373499	-0.143487	-0.168761	-0.0370988	-0.129395	-0.0961989	-0.151288	-0.0294657	0.0367433	-0.141342	0.00493116	-0.255003	-0.0747503	0.0683825	0.0196912	0.0720351	-0.204857	-0.0525617	0.0411669	-0.0181651	0.0546521	-0.104186	-0.217254	-0.0390351	0.0533823	0.0505578	-0.233672	-0.0418126	-0.249912	-0.116014	0.110168	0.255235	-0.0553746	-0.000483165	-0.334405	-0.104565	-0.215353	-0.0522035	-0.0214771	-0.089318	0.0357772	-0.0631334	-0.158359	-0.17819	-0.0410898	-0.00420902	0.0977706	-0.145611	-0.151414	0.162474	0.0239609	0.0178547	-0.0302924	0.0725337	0.108117	-0.072043	0.0403833	-0.131256	-0.0279678	0.105284	-0.0227151	-0.0508798	-0.0326839	0.00951435	-0.085882	-0.195974	-0.15436	-0.24181	-0.244553	-0.0496877	-0.0099788	-0.0356351	0.184223	-0.00543107	-0.00245335	-0.293066	-0.0242902	-0.268072	
6.84666	0.0613268	-0.0597286	-0.0587442	-0.0280595	0.0478942	0.167147	-0.173481	-0.0268973	-0.000748072	-0.100227	0.140854	-0.226112	-0.00717871	0.0619664	0.0340382	-0.00335966	-0.0944076	-0.128618	-0.175401	-0.0170119	-0.18453	-0.0687104	-0.167701	0.014147	-0.0820206	-0.0447268	-0.102338	-0.126931	-0.0821396	-0.0399236	-0.0109003	0.0877377	-0.158406	-0.116224	0.0414542	0.00912147	0.0157972	-0.0751057	-0.139612	0.024839	0.0864494	0.0638491	-0.37738	0.00550672	-0.173865	-0.161293	0.0128774	0.143642	-0.00937132	-0.0446445	-0.228401	-0.0947942	-0.0461691	-0.0205727	-0.177922	-0.0549716	0.00570965	-0.0160191	-0.101004	-0.168398	0.0365959	0.0433975	-0.0582856	-0.161716	-0.0574521	0.0979871	-0.0379589	-0.0824261	-0.103287	0.0105545	0.114127	-0.0711437	0.0387747	-0.16456	-0.0194266	0.0754212	-0.0643281	-0.032594	-0.0203538	-0.0510589	-0.0333647	-0.119232	-0.152461	-0.252685	-0.197474	-0.0580508	-0.0659879	-0.0879814	0.14448	-0.0445176	0.0804399	-0.292945	-0.0741213	-0.263933	
6.84963	0.0560716	-0.0151084	0.0916301	0.0210911	-0.0141429	0.150384	-0.116204	-0.169134	0.0282445	-0.0806256	0.122073	-0.104423	-0.0151553	0.0276034	-0.143541	-0.00785215	-0.168513	-0.0744377	-0.182042	0.0318329	-0.141562	-0.0412219	-0.136031	0.000698613	-0.0778885	0.100562	-0.215503	0.054373	-0.0895289	-0.00214379	-0.0336056	0.0345152	-0.111955	-0.154873	-0.10158	0.0390671	-0.0230577	-0.0460253	-0.0271377	0.0400063	-0.0052223	0.0655366	-0.346095	0.0868522	-0.0254823	-0.164326	-0.175417	-0.0440652	0.0373149	-0.066034	-0.128925	-0.0333331	-0.104615	-0.0229714	-0.15263	0.0104972	-0.09662	0.0145335	-0.0436498	-0.0218339	0.114282	-0.0447888	-0.137866	-0.137916	0.0981416	-0.0379114	-0.126745	-0.112987	-0.070374	-0.0863732	0.0435972	-0.0934402	0.0190267	-0.143727	-0.0108852	0.0592882	-0.105941	-0.0143082	-0.00427961	-0.153965	0.0900209	-0.0424906	-0.159728	-0.223953	-0.150394	-0.0664139	-0.160289	-0.126816	0.120198	-0.119543	0.170003	-0.175738	-0.0881551	-0.22594	
6.8526	0.0153493	0.0295117	0.158425	0.0702417	-0.113111	0.0622477	-0.0589262	-0.163053	0.0135142	0.0390782	-0.0272372	0.0981009	0.0103381	-0.0323931	-0.197828	-0.0123446	-0.120412	-0.0202576	-0.188682	0.0267682	-0.0464096	-0.0137335	-0.136579	-0.042914	-0.00867518	0.0578983	-0.0893965	0.26365	-0.0983538	0.11315	-0.0208884	0.0702443	-0.0655038	-0.046857	-0.321922	0.0704212	-0.0379331	-0.0656483	0.103743	0.0294897	-0.162836	0.0611061	-0.22239	0.0209359	0.0272471	-0.144979	-0.144242	-0.0944949	0.0843622	-0.0874234	-0.0328964	-0.0445228	-0.286877	-0.0434028	-0.0313165	0.0925873	-0.113068	0.045086	0.0137049	-0.0404936	0.191967	-0.204625	-0.177598	-0.0734355	0.136152	-0.066104	-0.0793993	-0.106745	0.0184202	-0.0409277	0.00320397	0.0330446	-0.000721199	-0.122893	0.0207499	0.0431553	-0.147554	0.00397762	0.0117945	-0.154977	0.0860654	0.0342513	-0.166994	-0.174266	-0.177303	-0.0418446	-0.0821509	-0.158558	0.104176	-0.0918257	0.108283	-0.215702	-0.118453	-0.187947	
6.85557	-0.0444469	0.0741318	0.179445	0.119392	-0.12946	-0.0258884	-0.00164864	-0.0785374	-0.0243536	0.042133	-0.0338107	0.125098	0.0535883	-0.0923896	-0.187036	-0.016837	-0.00822317	0.0339224	-0.165954	-0.0070143	-0.0438083	-0.0249218	-0.154134	-0.0865267	0.0605382	-0.0844686	0.162302	0.262475	-0.107933	0.0319947	0.0107294	0.15473	-0.0190529	0.138512	-0.195647	0.016621	-0.0401206	-0.111213	0.103388	0.0189732	-0.132911	0.0566757	-0.0986851	-0.122645	0.0295635	-0.0444631	0.00279147	-0.0720843	0.13141	-0.108813	0.0631319	-0.0941255	-0.302204	-0.0638342	-0.0480244	0.0526378	-0.0844155	0.0756386	0.113362	-0.145581	0.175568	-0.25334	-0.131899	0.0122142	0.111306	-0.0352772	0.0404999	-0.0634377	0.0945181	0.0798069	-0.0212656	0.237552	-0.0204691	-0.10206	0.0650455	0.0270223	-0.108404	0.0915737	0.0278686	-0.101936	0.0135507	-0.0494344	-0.174261	-0.12458	-0.24402	0.000767288	0.0864046	-0.190301	0.0102319	-0.00942084	-0.033362	-0.338974	-0.157316	-0.149954	
6.85854	-0.104243	0.0500599	0.085758	0.00126712	-0.102015	-0.114024	0.0583904	0.0059777	-0.0622214	-0.0163271	0.0348834	0.0588897	0.0413988	-0.152386	-0.140256	-0.017329	0.000777362	0.0810266	-0.127859	-0.0407968	-0.0903324	-0.0566993	-0.0806489	-0.130139	0.129752	-0.0882652	0.191015	0.150944	-0.117511	-0.153174	-0.00528731	0.113543	0.027398	0.0884308	0.117198	-0.0821868	-0.0423082	-0.000810749	0.033837	0.00845664	-0.00405519	0.0522452	0.0250197	-0.146487	0.0318799	0.0989646	0.0262816	0.0220025	0.178457	-0.0604123	0.15916	-0.121008	-0.226918	-0.0842656	-0.1375	-0.05235	-0.0557632	0.0548532	0.235342	-0.172283	0.109612	-0.243548	-0.0417818	0.0978638	0.103621	-0.0516066	0.0411947	-0.000606184	0.163931	-0.0131769	-0.0457353	0.260598	-0.0762817	-0.0812269	0.0107344	-0.0737695	-0.0267192	0.21545	0.00691772	-0.0488947	-0.058964	-0.21856	-0.181527	-0.0748933	-0.101056	0.0433792	0.0116928	-0.222043	-0.125254	0.04989	-0.0602779	-0.329793	-0.128241	-0.0147794	
6.86151	-0.164039	-0.0105295	-0.0706221	-0.204997	-0.0745704	-0.0672798	0.119886	0.0904928	-0.100089	-0.0504672	0.0514994	0.0532596	-0.000140161	-0.0973744	-0.0745225	-0.0156954	-0.0442193	0.124427	-0.0897646	-0.0745793	-0.0386086	-0.0884767	0.0407838	-0.127011	-0.0235031	-0.018711	0.102934	0.110493	-0.12709	-0.19204	-0.0466662	0.00361727	0.0738489	-0.085562	0.190821	-0.0460668	-0.0444957	0.192489	0.00532787	-0.0113512	0.0192306	-0.0358574	0.0631677	-0.107315	0.0341962	0.16624	-0.0153069	0.15404	0.148898	0.0248355	0.182101	-0.135903	-0.148151	-0.0191005	-0.157913	-0.0542903	-0.0271108	0.00700673	0.221852	-0.158069	0.0436555	-0.0977626	0.0732713	0.183514	0.105089	-0.0937221	-0.0215062	-0.00759808	0.12728	-0.218936	-0.0702049	0.188688	-0.151247	-0.0603936	-0.0975216	-0.218966	0.0549656	0.200602	-0.0342585	0.00414635	-0.131479	-0.203839	-0.188794	-0.152588	0.154484	0.0859911	-0.190299	-0.042688	-0.134023	0.0969346	-0.0267106	-0.250556	-0.0634704	0.171747	
6.86448	-0.138089	-0.0711189	-0.116993	-0.176315	-0.0471255	0.0506374	0.0487334	0.0264703	-0.0759568	-0.0718097	0.0407127	0.079728	-0.0651573	0.0190776	-0.00878861	-0.0140618	-0.0280222	0.167827	-0.0516697	-0.095708	0.0651535	-0.120254	0.117138	-0.0992786	-0.294065	0.0508432	0.0148539	0.107235	-0.0504021	-0.153608	-0.05257	-0.0480112	0.1203	-0.112672	0.135951	0.061215	0.0319116	0.205318	-0.00158803	-0.0360374	-0.0130532	-0.167885	0.0563245	-0.0681436	-0.0178191	0.193342	0.00904318	0.0753725	0.0790117	0.110083	0.166597	-0.150799	-0.0674997	0.0912292	-0.141994	-0.00143106	-0.0328623	-0.0408397	0.137032	-0.132416	-0.0223006	0.119471	0.201261	0.101407	0.106557	-0.0279723	-0.0842071	-0.0512889	0.0349044	-0.187054	-0.067794	0.116779	-0.129969	-0.0395604	-0.115321	-0.228608	0.13665	0.113298	-0.0754347	-0.0292705	-0.114208	-0.0914143	-0.19606	-0.297383	-0.0253864	0.0545673	-0.189924	0.246987	-0.0753795	0.0925316	0.00685676	-0.204112	-0.0794345	0.185378	
6.86745	-0.06622	-0.131708	-0.103364	-0.0241019	-0.00770487	0.0732948	-0.0922525	-0.115766	-0.019155	-0.0931523	-0.0415482	0.0308589	-0.142577	0.0355955	0.0569453	-0.0124281	0.0201279	0.211227	-0.0851123	-0.110125	0.0173376	-0.160186	0.169801	-0.0715466	-0.267782	0.120397	-0.0732264	0.103977	0.0713847	-0.1636	-0.0396258	-0.0678194	0.0979764	-0.0626475	0.0969782	0.0832162	0.149726	0.122431	-0.00850394	-0.0607235	-0.045337	-0.151051	0.0494812	-0.0289718	-0.0983464	0.0578654	0.068053	-0.114619	0.00912597	0.195331	0.0300317	-0.165694	0.013152	0.0492744	-0.126075	0.0514282	-0.0566028	-0.0886862	0.0703935	-0.100804	-0.0844688	0.15808	0.0440541	-0.0676184	0.108026	0.0966375	-0.146908	-0.0120029	0.00886862	-0.0300422	-0.0512411	0.0448685	-0.0576878	-0.0187271	-0.0837384	-0.167303	0.102234	0.0651287	-0.116611	-0.108356	-0.0488029	-0.0901462	-0.203326	-0.263264	-0.438531	-0.017249	-0.0838987	0.233322	-0.0167363	0.0608611	0.0404241	-0.174975	-0.137728	0.107844	
