"t1_60_ico_bin_ppm","t1_60_ico_nat_ppm","t1_60_ico_zf_ppm","t2_60_ico_bin_ppm","t2_60_ico_nat_ppm","t2_60_ico_zf_ppm","t2_400_ico_bin_ppm","t2_400_ico_pbin_ppm","t2_400_ico_nat_ppm","t2_400_ico_zf_ppm"
"","","","","","","","","","6.17307"
"","","","","","","","","","6.17356"
"","","","","","","","","","6.17404"
"","","","","","","","","","6.17453"
"","","","","","","","","","6.17502"
"","","","","","","","","","6.17551"
"","","","","","","","","","6.176"
"","","","","","","","","","6.17649"
"","","","","","","","","","6.17697"
"","","","","","","","","","6.17746"
"","","","","","","","","","6.17795"
"","","","","","","","","","6.17844"
"","","","","","","","","","6.17893"
"","","","","","","","","","6.17941"
"","","","","","","","","","6.1799"
"","","","","","","","","","6.18039"
"","","","","","","","","","6.18088"
"","","","","","","","","","6.18137"
"","","","","","","","","","6.18186"
"","","","","","","","","","6.18234"
"","","","","","","","","","6.18283"
"","","","","","","","","","6.18332"
"","","","","","","","","","6.18381"
"","","","","","","","","","6.1843"
"","","","","","","","","","6.18479"
"","","","","","","","","","6.18527"
"","","","","","","","","","6.18576"
"","","","","","","","","","6.18625"
"","","","","","","","","","6.18674"
"","","","","","","","","","6.18723"
"","","","","","","","","","6.18772"
"","","","","","","","","","6.1882"
"","","","","","","","","","6.18869"
"","","","","","","","","","6.18918"
"","","","","","","","","","6.18967"
"","","","","","","","","","6.19016"
"","","","","","","","","","6.19065"
"","","","","","","","","","6.19113"
"","","","","","","","","","6.19162"
"","","","","","","","","","6.19211"
"","","","","","","","","","6.1926"
"","","","","","","","","","6.19309"
"","","","","","","","","","6.19358"
"","","","","","","","","","6.19406"
"","","","","","","","","","6.19455"
"","","","","","","","","","6.19504"
"","","","","","","","","","6.19553"
"","","","","","","","","","6.19602"
"","","","","","","","","","6.1965"
"","","","","","","","","","6.19699"
"","","","","","","","","","6.19748"
"","","","","","","","","","6.19797"
"","","","","","","","","","6.19846"
"","","","","","","","","","6.19895"
"","","","","","","","","","6.19943"
"","","","","","","","","","6.19992"
"","","","","","","","","","6.20041"
"","","","","","","","","","6.2009"
"","","","","","","","","","6.20139"
"","","","","","","","","","6.20188"
"","","","","","","","","","6.20236"
"","","","","","","","","","6.20285"
"","","","","","","","","","6.20334"
"","","","","","","","","","6.20383"
"","","","","","","","","","6.20432"
"","","","","","","","","","6.20481"
"","","","","","","","","","6.20529"
"","","","","","","","","","6.20578"
"","","","","","","","","","6.20627"
"","","","","","","","","","6.20676"
"","","","","","","","","","6.20725"
"","","","","","","","","","6.20774"
"","","","","","","","","","6.20822"
"","","","","","","","","","6.20871"
"","","","","","","","","","6.2092"
"","","","","","","","","","6.20969"
"","","","","","","","","","6.21018"
"","","","","","","","","","6.21067"
"","","","","","","","","","6.21115"
"","","","","","","","","","6.21164"
"","","","","","","","","","6.21213"
"","","","","","","","","","6.21262"
"","","","","","","","","","6.21311"
"","","","","","","","","","6.2136"
"","","","","","","","","","6.21408"
"","","","","","","","","","6.21457"
"","","","","","","","","","6.21506"
"","","","","","","","","","6.21555"
"","","","","","","","","","6.21604"
"","","","","","","","","","6.21652"
"","","","","","","","","","6.21701"
"","","","","","","","","","6.2175"
"","","","","","","","","","6.21799"
"","","","","","","","","","6.21848"
"","","","","","","","","","6.21897"
"","","","","","","","","","6.21945"
"","","","","","","","","","6.21994"
"","","","","","","","","","6.22043"
"","","","","","","","","","6.22092"
"","","","","","","","","","6.22141"
"","","","","","","","","","6.2219"
"","","","","","","","","","6.22238"
"","","","","","","","","","6.22287"
"","","","","","","","","","6.22336"
"","","","","","","","","","6.22385"
"","","","","","","","","","6.22434"
"","","","","","","","","","6.22483"
"","","","","","","","","","6.22531"
"","","","","","","","","","6.2258"
"","","","","","","","","","6.22629"
"","","","","","","","","","6.22678"
"","","","","","","","","","6.22727"
"","","","","","","","","","6.22776"
"","","","","","","","","","6.22824"
"","","","","","","","","","6.22873"
"","","","","","","","","","6.22922"
"","","","","","","","","","6.22971"
"","","","","","","","","","6.2302"
"","","","","","","","","","6.23069"
"","","","","","","","","","6.23117"
"","","","","","","","","","6.23166"
"","","","","","","","","","6.23215"
"","","","","","","","","","6.23264"
"","","","","","","","","","6.23313"
"","","","","","","","","","6.23361"
"","","","","","","","","","6.2341"
"","","","","","","","","","6.23459"
"","","","","","","","","","6.23508"
"","","","","","","","","","6.23557"
"","","","","","","","","","6.23606"
"","","","","","","","","","6.23654"
"","","","","","","","","","6.23703"
"","","","","","","","","","6.23752"
"","","","","","","","","","6.23801"
"","","","","","","","","","6.2385"
"","","","","","","","","","6.23899"
"","","","","","","","","","6.23947"
"","","","","","","","","","6.23996"
"","","","","","","","","","6.24045"
"","","","","","","","","","6.24094"
"","","","","","","","","","6.24143"
"","","","","","","","","","6.24192"
"","","","","","","","","","6.2424"
"","","","","","","","","","6.24289"
"","","","","","","","","","6.24338"
"","","","","","","","","","6.24387"
"","","","","","","","","","6.24436"
"","","","","","","","","","6.24485"
"","","","","","","","","","6.24533"
"","","","","","","","","","6.24582"
"","","","","","","","","","6.24631"
"","","","","","","","","","6.2468"
"","","","","","","","","","6.24729"
"","","","","","","","","","6.24778"
"","","","","","","","","","6.24826"
"","","","","","","","","","6.24875"
"","","","","","","","","","6.24924"
"","","","","","","","","","6.24973"
"","","","","","","","","","6.25022"
"","","","","","","","","","6.2507"
"","","","","","","","","","6.25119"
"","","","","","","","","","6.25168"
"","","","","","","","","","6.25217"
"","","","","","","","","","6.25266"
"","","","","","","","","","6.25315"
"","","","","","","","","","6.25363"
"","","","","","","","","","6.25412"
"","","","","","","","","","6.25461"
"","","","","","","","","","6.2551"
"","","","","","","","","","6.25559"
"","","","","","","","","","6.25608"
"","","","","","","","","","6.25656"
"","","","","","","","","","6.25705"
"","","","","","","","","","6.25754"
"","","","","","","","","","6.25803"
"","","","","","","","","","6.25852"
"","","","","","","","","","6.25901"
"","","","","","","","","","6.25949"
"","","","","","","","","","6.25998"
"","","","","","","","","","6.26047"
"","","","","","","","","","6.26096"
"","","","","","","","","","6.26145"
"","","","","","","","","","6.26194"
"","","","","","","","","","6.26242"
"","","","","","","","","","6.26291"
"","","","","","","","","","6.2634"
"","","","","","","","","","6.26389"
"","","","","","","","","","6.26438"
"","","","","","","","","","6.26487"
"","","","","","","","","","6.26535"
"","","","","","","","","","6.26584"
"","","","","","","","","","6.26633"
"","","","","","","","","","6.26682"
"","","","","","","","","","6.26731"
"","","","","","","","","","6.26779"
"","","","","","","","","","6.26828"
"","","","","","","","","","6.26877"
"","","","","","","","","","6.26926"
"","","","","","","","","","6.26975"
"","","","","","","","","","6.27024"
"","","","","","","","","","6.27072"
"","","","","","","","","","6.27121"
"","","","","","","","","","6.2717"
"","","","","","","","","","6.27219"
"","","","","","","","","","6.27268"
"","","","","","","","","","6.27317"
"","","","","","","","","","6.27365"
"","","","","","","","","","6.27414"
"","","","","","","","","","6.27463"
"","","","","","","","","","6.27512"
"","","","","","","","","","6.27561"
"","","","","","","","","","6.2761"
"","","","","","","","","","6.27658"
"","","","","","","","","","6.27707"
"","","","","","","","","","6.27756"
"","","","","","","","","","6.27805"
"","","","","","","","","","6.27854"
"","","","","","","","","","6.27903"
"","","","","","","","","","6.27951"
"","","","","","","","","","6.28"
"","","","","","","","","","6.28049"
"","","","","","","","","","6.28098"
"","","","","","","","","","6.28147"
"","","","","","","","","","6.28196"
"","","","","","","","","","6.28244"
"","","","","","","","","","6.28293"
"","","","","","","","","","6.28342"
"","","","","","","","","","6.28391"
"","","","","","","","","","6.2844"
"","","","","","","","","","6.28488"
"","","","","","","","","","6.28537"
"","","","","","","","","","6.28586"
"","","","","","","","","","6.28635"
"","","","","","","","","","6.28684"
"","","","","","","","","","6.28733"
"","","","","","","","","","6.28781"
"","","","","","","","","","6.2883"
"","","","","","","","","","6.28879"
"","","","","","","","","","6.28928"
"","","","","","","","","","6.28977"
"","","","","","","","","","6.29026"
"","","","","","","","","","6.29074"
"","","","","","","","","","6.29123"
"","","","","","","","","","6.29172"
"","","","","","","","","","6.29221"
"","","","","","","","","","6.2927"
"","","","","","","","","","6.29319"
"","","","","","","","","","6.29367"
"","","","","","","","","","6.29416"
"","","","","","","","","","6.29465"
"","","","","","","","","","6.29514"
"","","","","","","","","","6.29563"
"","","","","","","","","","6.29612"
"","","","","","","","","","6.2966"
"","","","","","","","","","6.29709"
"","","","","","","","","","6.29758"
"","","","","","","","","","6.29807"
"","","","","","","","","","6.29856"
"","","","","","","","","","6.29905"
"","","","","","","","","","6.29953"
"","","","","","","","","","6.30002"
"","","","","","","","","","6.30051"
"","","","","","","","","","6.301"
"","","","","","","","","","6.30149"
"","","","","","","","","","6.30198"
"","","","","","","","","","6.30246"
"","","","","","","","","","6.30295"
"","","","","","","","","","6.30344"
"","","","","","","","","","6.30393"
"","","","","","","","","","6.30442"
"","","","","","","","","","6.3049"
"","","","","","","","","","6.30539"
"","","","","","","","","","6.30588"
"","","","","","","","","","6.30637"
"","","","","","","","","","6.30686"
"","","","","","","","","","6.30735"
"","","","","","","","","","6.30783"
"","","","","","","","","","6.30832"
"","","","","","","","","","6.30881"
"","","","","","","","","","6.3093"
"","","","","","","","","","6.30979"
"","","","","","","","","","6.31028"
"","","","","","","","","","6.31076"
"","","","","","","","","","6.31125"
"","","","","","","","","","6.31174"
"","","","","","","","","","6.31223"
"","","","","","","","","","6.31272"
"","","","","","","","","","6.31321"
"","","","","","","","","","6.31369"
"","","","","","","","","","6.31418"
"","","","","","","","","","6.31467"
"","","","","","","","","","6.31516"
"","","","","","","","","","6.31565"
"","","","","","","","","","6.31614"
"","","","","","","","","","6.31662"
"","","","","","","","","","6.31711"
"","","","","","","","","","6.3176"
"","","","","","","","","","6.31809"
"","","","","","","","","","6.31858"
"","","","","","","","","","6.31907"
"","","","","","","","","","6.31955"
"","","","","","","","","","6.32004"
"","","","","","","","","","6.32053"
"","","","","","","","","","6.32102"
"","","","","","","","","","6.32151"
"","","","","","","","","","6.32199"
"","","","","","","","","","6.32248"
"","","","","","","","","","6.32297"
"","","","","","","","","","6.32346"
"","","","","","","","","","6.32395"
"","","","","","","","","","6.32444"
"","","","","","","","","","6.32492"
"","","","","","","","","","6.32541"
"","","","","","","","","","6.3259"
"","","","","","","","","","6.32639"
"","","","","","","","","","6.32688"
"","","","","","","","","","6.32737"
"","","","","","","","","","6.32785"
"","","","","","","","","","6.32834"
"","","","","","","","","","6.32883"
"","","","","","","","","","6.32932"
"","","","","","","","","","6.32981"
"","","","","","","","","","6.3303"
"","","","","","","","","","6.33078"
"","","","","","","","","","6.33127"
"","","","","","","","","","6.33176"
"","","","","","","","","","6.33225"
"","","","","","","","","","6.33274"
"","","","","","","","","","6.33323"
"","","","","","","","","","6.33371"
"","","","","","","","","","6.3342"
"","","","","","","","","","6.33469"
"","","","","","","","","","6.33518"
"","","","","","","","","","6.33567"
"","","","","","","","","","6.33616"
"","","","","","","","","","6.33664"
"","","","","","","","","","6.33713"
"","","","","","","","","","6.33762"
"","","","","","","","","","6.33811"
"","","","","","","","","","6.3386"
"","","","","","","","","","6.33908"
"","","","","","","","","","6.33957"
"","","","","","","","","","6.34006"
"","","","","","","","","","6.34055"
"","","","","","","","","","6.34104"
"","","","","","","","","","6.34153"
"","","","","","","","","","6.34201"
"","","","","","","","","","6.3425"
"","","","","","","","","","6.34299"
"","","","","","","","","","6.34348"
"","","","","","","","","","6.34397"
"","","","","","","","","","6.34446"
"","","","","","","","","","6.34494"
"","","","","","","","","","6.34543"
"","","","","","","","","","6.34592"
"","","","","","","","","","6.34641"
"","","","","","","","","","6.3469"
"","","","","","","","","","6.34739"
"","","","","","","","","","6.34787"
"","","","","","","","","","6.34836"
"","","","","","","","","","6.34885"
"","","","","","","","","","6.34934"
"","","","","","","","","","6.34983"
"","","","","","","","","","6.35032"
"","","","","","","","","","6.3508"
"","","","","","","","","","6.35129"
"","","","","","","","","","6.35178"
"","","","","","","","","","6.35227"
"","","","","","","","","","6.35276"
"","","","","","","","","","6.35325"
"","","","","","","","","","6.35373"
"","","","","","","","","","6.35422"
"","","","","","","","","","6.35471"
"","","","","","","","","","6.3552"
"","","","","","","","","","6.35569"
"","","","","","","","","","6.35617"
"","","","","","","","","","6.35666"
"","","","","","","","","","6.35715"
"","","","","","","","","","6.35764"
"","","","","","","","","","6.35813"
"","","","","","","","","","6.35862"
"","","","","","","","","","6.3591"
"","","","","","","","","","6.35959"
"","","","","","","","","","6.36008"
"","","","","","","","","","6.36057"
"","","","","","","","","","6.36106"
"","","","","","","","","","6.36155"
"","","","","","","","","","6.36203"
"","","","","","","","","","6.36252"
"","","","","","","","","","6.36301"
"","","","","","","","","","6.3635"
"","","","","","","","","","6.36399"
"","","","","","","","","","6.36448"
"","","","","","","","","","6.36496"
"","","","","","","","","","6.36545"
"","","","","","","","","","6.36594"
"","","","","","","","","","6.36643"
"","","","","","","","","","6.36692"
"","","","","","","","","","6.36741"
"","","","","","","","","","6.36789"
"","","","","","","","","","6.36838"
"","","","","","","","","","6.36887"
"","","","","","","","","","6.36936"
"","","","","","","","","","6.36985"
"","","","","","","","","","6.37034"
"","","","","","","","","","6.37082"
"","","","","","","","","","6.37131"
"","","","","","","","","","6.3718"
"","","","","","","","","","6.37229"
"","","","","","","","","","6.37278"
"","","","","","","","","","6.37327"
"","","","","","","","","","6.37375"
"","","","","","","","","","6.37424"
"","","","","","","","","","6.37473"
"","","","","","","","","","6.37522"
"","","","","","","","","","6.37571"
"","","","","","","","","","6.37619"
"","","","","","","","","","6.37668"
"","","","","","","","","","6.37717"
"","","","","","","","","","6.37766"
"","","","","","","","","","6.37815"
"","","","","","","","","","6.37864"
"","","","","","","","","","6.37912"
"","","","","","","","","","6.37961"
"","","","","","","","","","6.3801"
"","","","","","","","","","6.38059"
"","","","","","","","","","6.38108"
"","","","","","","","","","6.38157"
"","","","","","","","","","6.38205"
"","","","","","","","","","6.38254"
"","","","","","","","","","6.38303"
"","","","","","","","","","6.38352"
"","","","","","","","","","6.38401"
"","","","","","","","","","6.3845"
"","","","","","","","","","6.38498"
"","","","","","","","","","6.38547"
"","","","","","","","","","6.38596"
"","","","","","","","","","6.38645"
"","","","","","","","","","6.38694"
"","","","","","","","","","6.38743"
"","","","","","","","","","6.38791"
"","","","","","","","","","6.3884"
"","","","","","","","","","6.38889"
"","","","","","","","","","6.38938"
"","","","","","","","","","6.38987"
"","","","","","","","","","6.39036"
"","","","","","","","","","6.39084"
"","","","","","","","","","6.39133"
"","","","","","","","","","6.39182"
"","","","","","","","","","6.39231"
"","","","","","","","","","6.3928"
"","","","","","","","","","6.39328"
"","","","","","","","","","6.39377"
"","","","","","","","","","6.39426"
"","","","","","","","","","6.39475"
"","","","","","","","","","6.39524"
"","","","","","","","","","6.39573"
"","","","","","","","","","6.39621"
"","","","","","","","","","6.3967"
"","","","","","","","","","6.39719"
"","","","","","","","","","6.39768"
"","","","","","","","","","6.39817"
"","","","","","","","","","6.39866"
"","","","","","","","","","6.39914"
"","","","","","","","","","6.39963"
"","","","","","","","","","6.40012"
"","","","","","","","","","6.40061"
"","","","","","","","","","6.4011"
"","","","","","","","","","6.40159"
"","","","","","","","","","6.40207"
"","","","","","","","","","6.40256"
"","","","","","","","","","6.40305"
"","","","","","","","","","6.40354"
"","","","","","","","","","6.40403"
"","","","","","","","","","6.40452"
"","","","","","","","","","6.405"
"","","","","","","","","","6.40549"
"","","","","","","","","","6.40598"
"","","","","","","","","","6.40647"
"","","","","","","","","","6.40696"
"","","","","","","","","","6.40745"
"","","","","","","","","","6.40793"
"","","","","","","","","","6.40842"
"","","","","","","","","","6.40891"
"","","","","","","","","","6.4094"
"","","","","","","","","","6.40989"
"","","","","","","","","","6.41037"
"","","","","","","","","","6.41086"
"","","","","","","","","","6.41135"
"","","","","","","","","","6.41184"
"","","","","","","","","","6.41233"
"","","","","","","","","","6.41282"
"","","","","","","","","","6.4133"
"","","","","","","","","","6.41379"
"","","","","","","","","","6.41428"
"","","","","","","","","","6.41477"
"","","","","","","","","","6.41526"
"","","","","","","","","","6.41575"
"","","","","","","","","","6.41623"
"","","","","","","","","","6.41672"
"","","","","","","","","","6.41721"
"","","","","","","","","","6.4177"
"","","","","","","","","","6.41819"
"","","","","","","","","","6.41868"
"","","","","","","","","","6.41916"
"","","","","","","","","","6.41965"
"","","","","","","","","","6.42014"
"","","","","","","","","","6.42063"
"","","","","","","","","","6.42112"
"","","","","","","","","","6.42161"
"","","","","","","","","","6.42209"
"","","","","","","","","","6.42258"
"","","","","","","","","","6.42307"
"","","","","","","","","","6.42356"
"","","","","","","","","","6.42405"
"","","","","","","","","","6.42454"
"","","","","","","","","","6.42502"
"","","","","","","","","","6.42551"
"","","","","","","","","","6.426"
"","","","","","","","","","6.42649"
"","","","","","","","","","6.42698"
"","","","","","","","","","6.42746"
"","","","","","","","","","6.42795"
"","","","","","","","","","6.42844"
"","","","","","","","","","6.42893"
"","","","","","","","","","6.42942"
"","","","","","","","","","6.42991"
"","","","","","","","","","6.43039"
"","","","","","","","","","6.43088"
"","","","","","","","","","6.43137"
"","","","","","","","","","6.43186"
"","","","","","","","","","6.43235"
"","","","","","","","","","6.43284"
"","","","","","","","","","6.43332"
"","","","","","","","","","6.43381"
"","","","","","","","","","6.4343"
"","","","","","","","","","6.43479"
"","","","","","","","","","6.43528"
"","","","","","","","","","6.43577"
"","","","","","","","","","6.43625"
"","","","","","","","","","6.43674"
"","","","","","","","","","6.43723"
"","","","","","","","","","6.43772"
"","","","","","","","","","6.43821"
"","","","","","","","","","6.4387"
"","","","","","","","","","6.43918"
"","","","","","","","","","6.43967"
"","","","","","","","","","6.44016"
"","","","","","","","","","6.44065"
"","","","","","","","","","6.44114"
"","","","","","","","","","6.44163"
"","","","","","","","","","6.44211"
"","","","","","","","","","6.4426"
"","","","","","","","","","6.44309"
"","","","","","","","","","6.44358"
"","","","","","","","","","6.44407"
"","","","","","","","","","6.44455"
"","","","","","","","","","6.44504"
"","","","","","","","","","6.44553"
"","","","","","","","","","6.44602"
"","","","","","","","","","6.44651"
"","","","","","","","","","6.447"
"","","","","","","","","","6.44748"
"","","","","","","","","","6.44797"
"","","","","","","","","","6.44846"
"","","","","","","","","","6.44895"
"","","","","","","","","","6.44944"
"","","","","","","","","","6.44993"
"","","","","","","","","","6.45041"
"","","","","","","","","","6.4509"
"","","","","","","","","","6.45139"
"","","","","","","","","","6.45188"
"","","","","","","","","","6.45237"
"","","","","","","","","","6.45286"
"","","","","","","","","","6.45334"
"","","","","","","","","","6.45383"
"","","","","","","","","","6.45432"
"","","","","","","","","","6.45481"
"","","","","","","","","","6.4553"
"","","","","","","","","","6.45579"
"","","","","","","","","","6.45627"
"","","","","","","","","","6.45676"
"","","","","","","","","","6.45725"
"","","","","","","","","","6.45774"
"","","","","","","","","","6.45823"
"","","","","","","","","","6.45872"
"","","","","","","","","","6.4592"
"","","","","","","","","","6.45969"
"","","","","","","","","","6.46018"
"","","","","","","","","","6.46067"
"","","","","","","","","","6.46116"
"","","","","","","","","","6.46165"
"","","","","","","","","","6.46213"
"","","","","","","","","","6.46262"
"","","","","","","","","","6.46311"
"","","","","","","","","","6.4636"
"","","","","","","","","","6.46409"
"","","","","","","","","","6.46457"
"","","","","","","","","","6.46506"
"","","","","","","","","","6.46555"
"","","","","","","","","","6.46604"
"","","","","","","","","","6.46653"
"","","","","","","","","","6.46702"
"","","","","","","","","","6.4675"
"","","","","","","","","","6.46799"
"","","","","","","","","","6.46848"
"","","","","","","","","","6.46897"
"","","","","","","","","","6.46946"
"","","","","","","","","","6.46995"
"","","","","","","","","","6.47043"
"","","","","","","","","","6.47092"
"","","","","","","","","","6.47141"
"","","","","","","","","","6.4719"
"","","","","","","","","","6.47239"
"","","","","","","","","","6.47288"
"","","","","","","","","","6.47336"
"","","","","","","","","","6.47385"
"","","","","","","","","","6.47434"
"","","","","","","","","","6.47483"
"","","","","","","","","","6.47532"
"","","","","","","","","","6.47581"
"","","","","","","","","","6.47629"
"","","","","","","","","","6.47678"
"","","","","","","","","","6.47727"
"","","","","","","","","","6.47776"
"","","","","","","","","","6.47825"
"","","","","","","","","","6.47874"
"","","","","","","","","","6.47922"
"","","","","","","","","","6.47971"
"","","","","","","","","","6.4802"
"","","","","","","","","","6.48069"
"","","","","","","","","","6.48118"
"","","","","","","","","","6.48166"
"","","","","","","","","","6.48215"
"","","","","","","","","","6.48264"
"","","","","","","","","","6.48313"
"","","","","","","","","","6.48362"
"","","","","","","","","","6.48411"
"","","","","","","","","","6.48459"
"","","","","","","","","","6.48508"
"","","","","","","","","","6.48557"
"","","","","","","","","","6.48606"
"","","","","","","","","","6.48655"
"","","","","","","","","","6.48704"
"","","","","","","","","","6.48752"
"","","","","","","","","","6.48801"
"","","","","","","","","","6.4885"
"","","","","","","","","","6.48899"
"","","","","","","","","","6.48948"
"","","","","","","","","","6.48997"
"","","","","","","","","","6.49045"
"","","","","","","","","","6.49094"
"","","","","","","","","","6.49143"
"","","","","","","","","","6.49192"
"","","","","","","","","","6.49241"
"","","","","","","","","","6.4929"
"","","","","","","","","","6.49338"
"","","","","","","","","","6.49387"
"","","","","","","","","","6.49436"
"","","","","","","","","","6.49485"
"","","","","","","","","","6.49534"
"","","","","","","","","","6.49583"
"","","","","","","","","","6.49631"
"","","","","","","","","","6.4968"
"","","","","","","","","","6.49729"
"","","","","","","","","","6.49778"
"","","","","","","","","","6.49827"
"","","","","","","","","","6.49875"
"","","","","","","","","","6.49924"
"","","","","","","","","","6.49973"
"","","","","","","","","","6.50022"
"","","","","","","","","","6.50071"
"","","","","","","","","","6.5012"
"","","","","","","","","","6.50168"
"","","","","","","","","","6.50217"
"","","","","","","","","","6.50266"
"","","","","","","","","","6.50315"
"","","","","","","","","","6.50364"
"","","","","","","","","","6.50413"
"","","","","","","","","","6.50461"
"","","","","","","","","","6.5051"
"","","","","","","","","","6.50559"
"","","","","","","","","","6.50608"
"","","","","","","","","","6.50657"
"","","","","","","","","","6.50706"
"","","","","","","","","","6.50754"
"","","","","","","","","","6.50803"
"","","","","","","","","","6.50852"
"","","","","","","","","","6.50901"
"","","","","","","","","","6.5095"
"","","","","","","","","","6.50999"
"","","","","","","","","","6.51047"
"","","","","","","","","","6.51096"
"","","","","","","","","","6.51145"
"","","","","","","","","","6.51194"
"","","","","","","","","","6.51243"
"","","","","","","","","","6.51292"
"","","","","","","","","","6.5134"
"","","","","","","","","","6.51389"
"","","","","","","","","","6.51438"
"","","","","","","","","","6.51487"
"","","","","","","","","","6.51536"
"","","","","","","","","","6.51584"
"","","","","","","","","","6.51633"
"","","","","","","","","","6.51682"
"","","","","","","","","","6.51731"
"","","","","","","","","","6.5178"
"","","","","","","","","","6.51829"
"","","","","","","","","","6.51877"
"","","","","","","","","","6.51926"
"","","","","","","","","","6.51975"
"","","","","","","","","","6.52024"
"","","","","","","","","","6.52073"
"","","","","","","","","","6.52122"
"","","","","","","","","","6.5217"
"","","","","","","","","","6.52219"
"","","","","","","","","","6.52268"
"","","","","","","","","","6.52317"
"","","","","","","","","","6.52366"
"","","","","","","","","","6.52415"
"","","","","","","","","","6.52463"
"","","","","","","","","","6.52512"
"","","","","","","","","","6.52561"
"","","","","","","","","","6.5261"
"","","","","","","","","","6.52659"
"","","","","","","","","","6.52708"
"","","","","","","","","","6.52756"
"","","","","","","","","","6.52805"
"","","","","","","","","","6.52854"
"","","","","","","","","","6.52903"
"","","","","","","","","","6.52952"
"","","","","","","","","","6.53001"
"","","","","","","","","","6.53049"
"","","","","","","","","","6.53098"
"","","","","","","","","","6.53147"
"","","","","","","","","","6.53196"
"","","","","","","","","","6.53245"
"","","","","","","","","","6.53293"
"","","","","","","","","","6.53342"
"","","","","","","","","","6.53391"
"","","","","","","","","","6.5344"
"","","","","","","","","","6.53489"
"","","","","","","","","","6.53538"
"","","","","","","","","","6.53586"
"","","","","","","","","","6.53635"
"","","","","","","","","","6.53684"
"","","","","","","","","","6.53733"
"","","","","","","","","","6.53782"
"","","","","","","","","","6.53831"
"","","","","","","","","","6.53879"
"","","","","","","","","","6.53928"
"","","","","","","","","","6.53977"
"","","","","","","","","","6.54026"
"","","","","","","","","","6.54075"
"","","","","","","","","","6.54124"
"","","","","","","","","","6.54172"
"","","","","","","","","","6.54221"
"","","","","","","","","","6.5427"
"","","","","","","","","","6.54319"
"","","","","","","","","","6.54368"
"","","","","","","","","","6.54417"
"","","","","","","","","","6.54465"
"","","","","","","","","","6.54514"
"","","","","","","","","","6.54563"
"","","","","","","","","","6.54612"
"","","","","","","","","","6.54661"
"","","","","","","","","","6.5471"
"","","","","","","","","","6.54758"
"","","","","","","","","","6.54807"
"","","","","","","","","","6.54856"
"","","","","","","","","","6.54905"
"","","","","","","","","","6.54954"
"","","","","","","","","","6.55003"
"","","","","","","","","","6.55051"
"","","","","","","","","","6.551"
"","","","","","","","","","6.55149"
"","","","","","","","","","6.55198"
"","","","","","","","","","6.55247"
"","","","","","","","","","6.55295"
"","","","","","","","","","6.55344"
"","","","","","","","","","6.55393"
"","","","","","","","","","6.55442"
"","","","","","","","","","6.55491"
"","","","","","","","","","6.5554"
"","","","","","","","","","6.55588"
"","","","","","","","","","6.55637"
"","","","","","","","","","6.55686"
"","","","","","","","","","6.55735"
"","","","","","","","","","6.55784"
"","","","","","","","","","6.55833"
"","","","","","","","","","6.55881"
"","","","","","","","","","6.5593"
"","","","","","","","","","6.55979"
"","","","","","","","","","6.56028"
"","","","","","","","","","6.56077"
"","","","","","","","","","6.56126"
"","","","","","","","","","6.56174"
"","","","","","","","","","6.56223"
"","","","","","","","","","6.56272"
"","","","","","","","","","6.56321"
"","","","","","","","","","6.5637"
"","","","","","","","","","6.56419"
"","","","","","","","","","6.56467"
"","","","","","","","","","6.56516"
"","","","","","","","","","6.56565"
"","","","","","","","","","6.56614"
"","","","","","","","","","6.56663"
"","","","","","","","","","6.56712"
"","","","","","","","","","6.5676"
"","","","","","","","","","6.56809"
"","","","","","","","","","6.56858"
"","","","","","","","","","6.56907"
"","","","","","","","","","6.56956"
"","","","","","","","","","6.57004"
"","","","","","","","","","6.57053"
"","","","","","","","","","6.57102"
"","","","","","","","","","6.57151"
"","","","","","","","","","6.572"
"","","","","","","","","","6.57249"
"","","","","","","","","","6.57297"
"","","","","","","","","","6.57346"
"","","","","","","","","","6.57395"
"","","","","","","","","","6.57444"
"","","","","","","","","","6.57493"
"","","","","","","","","","6.57542"
"","","","","","","","","","6.5759"
"","","","","","","","","","6.57639"
"","","","","","","","","","6.57688"
"","","","","","","","","","6.57737"
"","","","","","","","","","6.57786"
"","","","","","","","","","6.57835"
"","","","","","","","","","6.57883"
"","","","","","","","","","6.57932"
"","","","","","","","","","6.57981"
"","","","","","","","","","6.5803"
"","","","","","","","","","6.58079"
"","","","","","","","","","6.58128"
"","","","","","","","","","6.58176"
"","","","","","","","","","6.58225"
"","","","","","","","","","6.58274"
"","","","","","","","","","6.58323"
"","","","","","","","","","6.58372"
"","","","","","","","","","6.58421"
"","","","","","","","","","6.58469"
"","","","","","","","","","6.58518"
"","","","","","","","","","6.58567"
"","","","","","","","","","6.58616"
"","","","","","","","","","6.58665"
"","","","","","","","","","6.58713"
"","","","","","","","","","6.58762"
"","","","","","","","","","6.58811"
"","","","","","","","","","6.5886"
"","","","","","","","","","6.58909"
"","","","","","","","","","6.58958"
"","","","","","","","","","6.59006"
"","","","","","","","","","6.59055"
"","","","","","","","","","6.59104"
"","","","","","","","","","6.59153"
"","","","","","","","","","6.59202"
"","","","","","","","","","6.59251"
"","","","","","","","","","6.59299"
"","","","","","","","","","6.59348"
"","","","","","","","","","6.59397"
"","","","","","","","","","6.59446"
"","","","","","","","","","6.59495"
