"t1_60_ico_bin_ppm","t1_60_ico_nat_ppm","t1_60_ico_zf_ppm","t2_60_ico_bin_ppm","t2_60_ico_nat_ppm","t2_60_ico_zf_ppm","t2_400_ico_bin_ppm","t2_400_ico_pbin_ppm","t2_400_ico_nat_ppm","t2_400_ico_zf_ppm"
"","2.11976","0.522257","","2.11965","0.522075","","-0.0509682","-2.72742","-2.99013"
"","2.1257","0.525227","","2.12559","0.525045","","-0.0450279","-2.72644","-2.98965"
"","2.13164","0.528196","","2.13152","0.528014","","-0.0390875","-2.72547","-2.98916"
"","2.13758","0.531165","","2.13746","0.530984","","-0.0331471","-2.72449","-2.98867"
"","2.14352","0.534135","","2.1434","0.533953","","-0.0272067","-2.72351","-2.98818"
"","2.14946","0.537104","","2.14934","0.536923","","-0.0212663","-2.72254","-2.98769"
"","2.1554","0.540073","","2.15528","0.539892","","-0.015326","-2.72156","-2.9872"
"","2.16133","0.543043","","2.16122","0.542862","","-0.00938557","-2.72058","-2.98672"
"","2.16727","0.546012","","2.16716","0.545831","","-0.00344519","-2.71961","-2.98623"
"","2.17321","0.548981","","2.1731","0.5488","","0.00249519","-2.71863","-2.98574"
"","2.17915","0.551951","","2.17904","0.55177","","0.00843557","-2.71765","-2.98525"
"","2.18509","0.55492","","2.18497","0.554739","","0.014376","-2.71668","-2.98476"
"","2.19103","0.557889","","2.19091","0.557709","","0.0203163","-2.7157","-2.98427"
"","2.19697","0.560859","","2.19685","0.560678","","0.0262567","-2.71472","-2.98379"
"","2.2029","0.563828","","2.20279","0.563648","","0.0321971","-2.71375","-2.9833"
"","2.20884","0.566798","","2.20873","0.566617","","0.0381375","-2.71277","-2.98281"
"","2.21478","0.569767","","2.21467","0.569587","","0.0440779","-2.71179","-2.98232"
"","2.22072","0.572736","","2.22061","0.572556","","0.0500182","-2.71082","-2.98183"
"","2.22666","0.575706","","2.22655","0.575526","","0.0559586","-2.70984","-2.98134"
"","2.2326","0.578675","","2.23249","0.578495","","0.061899","-2.70886","-2.98086"
"","2.23854","0.581644","","2.23842","0.581465","","0.0678394","-2.70789","-2.98037"
"","2.24448","0.584614","","2.24436","0.584434","","0.0737798","-2.70691","-2.97988"
"","2.25041","0.587583","","2.2503","0.587403","","0.0797202","-2.70593","-2.97939"
"","2.25635","0.590552","","2.25624","0.590373","","0.0856605","-2.70496","-2.9789"
"","2.26229","0.593522","","2.26218","0.593342","","0.0916009","-2.70398","-2.97841"
"","2.26823","0.596491","","2.26812","0.596312","","0.0975413","-2.70301","-2.97793"
"","2.27417","0.59946","","2.27406","0.599281","","0.103482","-2.70203","-2.97744"
"","2.28011","0.60243","","2.28","0.602251","","0.109422","-2.70105","-2.97695"
"","2.28605","0.605399","","2.28594","0.60522","","0.115362","-2.70008","-2.97646"
"","2.29199","0.608368","","2.29188","0.60819","","0.121303","-2.6991","-2.97597"
"","2.29792","0.611338","","2.29781","0.611159","","0.127243","-2.69812","-2.97548"
"","2.30386","0.614307","","2.30375","0.614129","","0.133184","-2.69715","-2.975"
"","2.3098","0.617276","","2.30969","0.617098","","0.139124","-2.69617","-2.97451"
"","2.31574","0.620246","","2.31563","0.620068","","0.145064","-2.69519","-2.97402"
"","2.32168","0.623215","","2.32157","0.623037","","0.151005","-2.69422","-2.97353"
"","2.32762","0.626184","","2.32751","0.626006","","0.156945","-2.69324","-2.97304"
"","2.33356","0.629154","","2.33345","0.628976","","0.162885","-2.69226","-2.97256"
"","2.33949","0.632123","","2.33939","0.631945","","0.168826","-2.69129","-2.97207"
"","2.34543","0.635092","","2.34533","0.634915","","0.174766","-2.69031","-2.97158"
"","2.35137","0.638062","","2.35126","0.637884","","0.180707","-2.68933","-2.97109"
"","2.35731","0.641031","","2.3572","0.640854","","0.186647","-2.68836","-2.9706"
"","2.36325","0.644","","2.36314","0.643823","","0.192587","-2.68738","-2.97011"
"","2.36919","0.64697","","2.36908","0.646793","","0.198528","-2.6864","-2.96963"
"","2.37513","0.649939","","2.37502","0.649762","","0.204468","-2.68543","-2.96914"
"","2.38107","0.652908","","2.38096","0.652732","","0.210409","-2.68445","-2.96865"
"","2.387","0.655878","","2.3869","0.655701","","0.216349","-2.68347","-2.96816"
"","2.39294","0.658847","","2.39284","0.658671","","0.222289","-2.6825","-2.96767"
"","2.39888","0.661816","","2.39878","0.66164","","0.22823","-2.68152","-2.96718"
"","2.40482","0.664786","","2.40471","0.66461","","0.23417","-2.68054","-2.9667"
"","2.41076","0.667755","","2.41065","0.667579","","0.24011","-2.67957","-2.96621"
"","2.4167","0.670724","","2.41659","0.670548","","0.246051","-2.67859","-2.96572"
"","2.42264","0.673694","","2.42253","0.673518","","0.251991","-2.67761","-2.96523"
"","2.42857","0.676663","","2.42847","0.676487","","0.257932","-2.67664","-2.96474"
"","2.43451","0.679633","","2.43441","0.679457","","0.263872","-2.67566","-2.96425"
"","2.44045","0.682602","","2.44035","0.682426","","0.269812","-2.67468","-2.96377"
"","2.44639","0.685571","","2.44629","0.685396","","0.275753","-2.67371","-2.96328"
"","2.45233","0.688541","","2.45223","0.688365","","0.281693","-2.67273","-2.96279"
"","2.45827","0.69151","","2.45816","0.691335","","0.287634","-2.67175","-2.9623"
"","2.46421","0.694479","","2.4641","0.694304","","0.293574","-2.67078","-2.96181"
"","2.47015","0.697449","","2.47004","0.697274","","0.299514","-2.6698","-2.96132"
"","2.47608","0.700418","","2.47598","0.700243","","0.305455","-2.66882","-2.96084"
"","2.48202","0.703387","","2.48192","0.703213","","0.311395","-2.66785","-2.96035"
"","2.48796","0.706357","","2.48786","0.706182","","0.317335","-2.66687","-2.95986"
"","2.4939","0.709326","","2.4938","0.709151","","0.323276","-2.66589","-2.95937"
"","2.49984","0.712295","","2.49974","0.712121","","0.329216","-2.66492","-2.95888"
"","2.50578","0.715265","","2.50568","0.71509","","0.335157","-2.66394","-2.95839"
"","2.51172","0.718234","","2.51162","0.71806","","0.341097","-2.66296","-2.95791"
"","2.51766","0.721203","","2.51755","0.721029","","0.347037","-2.66199","-2.95742"
"","2.52359","0.724173","","2.52349","0.723999","","0.352978","-2.66101","-2.95693"
"","2.52953","0.727142","","2.52943","0.726968","","0.358918","-2.66003","-2.95644"
"","2.53547","0.730111","","2.53537","0.729938","","0.364858","-2.65906","-2.95595"
"","2.54141","0.733081","","2.54131","0.732907","","0.370799","-2.65808","-2.95547"
"","2.54735","0.73605","","2.54725","0.735877","","0.376739","-2.6571","-2.95498"
"","2.55329","0.739019","","2.55319","0.738846","","0.38268","-2.65613","-2.95449"
"","2.55923","0.741989","","2.55913","0.741816","","0.38862","-2.65515","-2.954"
"","2.56516","0.744958","","2.56507","0.744785","","0.39456","-2.65417","-2.95351"
"","2.5711","0.747927","","2.571","0.747754","","0.400501","-2.6532","-2.95302"
"","2.57704","0.750897","","2.57694","0.750724","","0.406441","-2.65222","-2.95254"
"","2.58298","0.753866","","2.58288","0.753693","","0.412382","-2.65125","-2.95205"
"","2.58892","0.756835","","2.58882","0.756663","","0.418322","-2.65027","-2.95156"
"","2.59486","0.759805","","2.59476","0.759632","","0.424262","-2.64929","-2.95107"
"","2.6008","0.762774","","2.6007","0.762602","","0.430203","-2.64832","-2.95058"
"","2.60674","0.765743","","2.60664","0.765571","","0.436143","-2.64734","-2.95009"
"","2.61267","0.768713","","2.61258","0.768541","","0.442083","-2.64636","-2.94961"
"","2.61861","0.771682","","2.61852","0.77151","","0.448024","-2.64539","-2.94912"
"","2.62455","0.774651","","2.62445","0.77448","","0.453964","-2.64441","-2.94863"
"","2.63049","0.777621","","2.63039","0.777449","","0.459905","-2.64343","-2.94814"
"","2.63643","0.78059","","2.63633","0.780419","","0.465845","-2.64246","-2.94765"
"","2.64237","0.783559","","2.64227","0.783388","","0.471785","-2.64148","-2.94716"
"","2.64831","0.786529","","2.64821","0.786357","","0.477726","-2.6405","-2.94668"
"","2.65424","0.789498","","2.65415","0.789327","","0.483666","-2.63953","-2.94619"
"","2.66018","0.792467","","2.66009","0.792296","","0.489606","-2.63855","-2.9457"
"","2.66612","0.795437","","2.66603","0.795266","","0.495547","-2.63757","-2.94521"
"","2.67206","0.798406","","2.67197","0.798235","","0.501487","-2.6366","-2.94472"
"","2.678","0.801376","","2.67791","0.801205","","0.507428","-2.63562","-2.94423"
"","2.68394","0.804345","","2.68384","0.804174","","0.513368","-2.63464","-2.94375"
"","2.68988","0.807314","","2.68978","0.807144","","0.519308","-2.63367","-2.94326"
"","2.69582","0.810284","","2.69572","0.810113","","0.525249","-2.63269","-2.94277"
"","2.70175","0.813253","","2.70166","0.813083","","0.531189","-2.63171","-2.94228"
"","2.70769","0.816222","","2.7076","0.816052","","0.53713","-2.63074","-2.94179"
"","2.71363","0.819192","","2.71354","0.819022","","0.54307","-2.62976","-2.9413"
"","2.71957","0.822161","","2.71948","0.821991","","0.54901","-2.62878","-2.94082"
"","2.72551","0.82513","","2.72542","0.82496","","0.554951","-2.62781","-2.94033"
"","2.73145","0.8281","","2.73136","0.82793","","0.560891","-2.62683","-2.93984"
"","2.73739","0.831069","","2.73729","0.830899","","0.566831","-2.62585","-2.93935"
"","2.74333","0.834038","","2.74323","0.833869","","0.572772","-2.62488","-2.93886"
"","2.74926","0.837008","","2.74917","0.836838","","0.578712","-2.6239","-2.93838"
"","2.7552","0.839977","","2.75511","0.839808","","0.584653","-2.62292","-2.93789"
"","2.76114","0.842946","","2.76105","0.842777","","0.590593","-2.62195","-2.9374"
"","2.76708","0.845916","","2.76699","0.845747","","0.596533","-2.62097","-2.93691"
"","2.77302","0.848885","","2.77293","0.848716","","0.602474","-2.61999","-2.93642"
"","2.77896","0.851854","","2.77887","0.851686","","0.608414","-2.61902","-2.93593"
"","2.7849","0.854824","","2.78481","0.854655","","0.614354","-2.61804","-2.93545"
"","2.79083","0.857793","","2.79074","0.857625","","0.620295","-2.61706","-2.93496"
"","2.79677","0.860762","","2.79668","0.860594","","0.626235","-2.61609","-2.93447"
"","2.80271","0.863732","","2.80262","0.863564","","0.632176","-2.61511","-2.93398"
"","2.80865","0.866701","","2.80856","0.866533","","0.638116","-2.61413","-2.93349"
"","2.81459","0.86967","","2.8145","0.869502","","0.644056","-2.61316","-2.933"
"","2.82053","0.87264","","2.82044","0.872472","","0.649997","-2.61218","-2.93252"
"","2.82647","0.875609","","2.82638","0.875441","","0.655937","-2.6112","-2.93203"
"","2.83241","0.878578","","2.83232","0.878411","","0.661878","-2.61023","-2.93154"
"","2.83834","0.881548","","2.83826","0.88138","","0.667818","-2.60925","-2.93105"
"","2.84428","0.884517","","2.8442","0.88435","","0.673758","-2.60827","-2.93056"
"","2.85022","0.887486","","2.85013","0.887319","","0.679699","-2.6073","-2.93007"
"","2.85616","0.890456","","2.85607","0.890289","","0.685639","-2.60632","-2.92959"
"","2.8621","0.893425","","2.86201","0.893258","","0.691579","-2.60534","-2.9291"
"","2.86804","0.896394","","2.86795","0.896228","","0.69752","-2.60437","-2.92861"
"","2.87398","0.899364","","2.87389","0.899197","","0.70346","-2.60339","-2.92812"
"","2.87991","0.902333","","2.87983","0.902167","","0.709401","-2.60241","-2.92763"
"","2.88585","0.905302","","2.88577","0.905136","","0.715341","-2.60144","-2.92714"
"","2.89179","0.908272","","2.89171","0.908105","","0.721281","-2.60046","-2.92666"
"","2.89773","0.911241","","2.89765","0.911075","","0.727222","-2.59949","-2.92617"
"","2.90367","0.914211","","2.90358","0.914044","","0.733162","-2.59851","-2.92568"
"","2.90961","0.91718","","2.90952","0.917014","","0.739103","-2.59753","-2.92519"
"","2.91555","0.920149","","2.91546","0.919983","","0.745043","-2.59656","-2.9247"
"","2.92149","0.923119","","2.9214","0.922953","","0.750983","-2.59558","-2.92421"
"","2.92742","0.926088","","2.92734","0.925922","","0.756924","-2.5946","-2.92373"
"","2.93336","0.929057","","2.93328","0.928892","","0.762864","-2.59363","-2.92324"
"","2.9393","0.932027","","2.93922","0.931861","","0.768804","-2.59265","-2.92275"
"","2.94524","0.934996","","2.94516","0.934831","","0.774745","-2.59167","-2.92226"
"","2.95118","0.937965","","2.9511","0.9378","","0.780685","-2.5907","-2.92177"
"","2.95712","0.940935","","2.95703","0.94077","","0.786626","-2.58972","-2.92129"
"","2.96306","0.943904","","2.96297","0.943739","","0.792566","-2.58874","-2.9208"
"","2.969","0.946873","","2.96891","0.946708","","0.798506","-2.58777","-2.92031"
"","2.97493","0.949843","","2.97485","0.949678","","0.804447","-2.58679","-2.91982"
"","2.98087","0.952812","","2.98079","0.952647","","0.810387","-2.58581","-2.91933"
"","2.98681","0.955781","","2.98673","0.955617","","0.816327","-2.58484","-2.91884"
"","2.99275","0.958751","","2.99267","0.958586","","0.822268","-2.58386","-2.91836"
"","2.99869","0.96172","","2.99861","0.961556","","0.828208","-2.58288","-2.91787"
"","3.00463","0.964689","","3.00455","0.964525","","0.834149","-2.58191","-2.91738"
"","3.01057","0.967659","","3.01049","0.967495","","0.840089","-2.58093","-2.91689"
"","3.0165","0.970628","","3.01642","0.970464","","0.846029","-2.57995","-2.9164"
"","3.02244","0.973597","","3.02236","0.973434","","0.85197","-2.57898","-2.91591"
"","3.02838","0.976567","","3.0283","0.976403","","0.85791","-2.578","-2.91543"
"","3.03432","0.979536","","3.03424","0.979373","","0.863851","-2.57702","-2.91494"
"","3.04026","0.982505","","3.04018","0.982342","","0.869791","-2.57605","-2.91445"
"","3.0462","0.985475","","3.04612","0.985311","","0.875731","-2.57507","-2.91396"
"","3.05214","0.988444","","3.05206","0.988281","","0.881672","-2.57409","-2.91347"
"","3.05808","0.991413","","3.058","0.99125","","0.887612","-2.57312","-2.91298"
"","3.06401","0.994383","","3.06394","0.99422","","0.893552","-2.57214","-2.9125"
"","3.06995","0.997352","","3.06987","0.997189","","0.899493","-2.57116","-2.91201"
"","3.07589","1.00032","","3.07581","1.00016","","0.905433","-2.57019","-2.91152"
"","3.08183","1.00329","","3.08175","1.00313","","0.911374","-2.56921","-2.91103"
"","3.08777","1.00626","","3.08769","1.0061","","0.917314","-2.56823","-2.91054"
"","3.09371","1.00923","","3.09363","1.00907","","0.923254","-2.56726","-2.91005"
"","3.09965","1.0122","","3.09957","1.01204","","0.929195","-2.56628","-2.90957"
"","3.10558","1.01517","","3.10551","1.01501","","0.935135","-2.5653","-2.90908"
"","3.11152","1.01814","","3.11145","1.01798","","0.941075","-2.56433","-2.90859"
"","3.11746","1.02111","","3.11739","1.02095","","0.947016","-2.56335","-2.9081"
"","3.1234","1.02408","","3.12332","1.02391","","0.952956","-2.56237","-2.90761"
"","3.12934","1.02705","","3.12926","1.02688","","0.958897","-2.5614","-2.90712"
"","3.13528","1.03001","","3.1352","1.02985","","0.964837","-2.56042","-2.90664"
"","3.14122","1.03298","","3.14114","1.03282","","0.970777","-2.55944","-2.90615"
"","3.14716","1.03595","","3.14708","1.03579","","0.976718","-2.55847","-2.90566"
"","3.15309","1.03892","","3.15302","1.03876","","0.982658","-2.55749","-2.90517"
"","3.15903","1.04189","","3.15896","1.04173","","0.988599","-2.55651","-2.90468"
"","3.16497","1.04486","","3.1649","1.0447","","0.994539","-2.55554","-2.9042"
"","3.17091","1.04783","","3.17084","1.04767","","1.00048","-2.55456","-2.90371"
"","3.17685","1.0508","","3.17677","1.05064","","1.00642","-2.55358","-2.90322"
"","3.18279","1.05377","","3.18271","1.05361","","1.01236","-2.55261","-2.90273"
"","3.18873","1.05674","","3.18865","1.05658","","1.0183","-2.55163","-2.90224"
"","3.19467","1.05971","","3.19459","1.05955","","1.02424","-2.55066","-2.90175"
"","3.2006","1.06268","","3.20053","1.06252","","1.03018","-2.54968","-2.90127"
"","3.20654","1.06565","","3.20647","1.06549","","1.03612","-2.5487","-2.90078"
"","3.21248","1.06862","","3.21241","1.06846","","1.04206","-2.54773","-2.90029"
"","3.21842","1.07159","","3.21835","1.07143","","1.048","-2.54675","-2.8998"
"","3.22436","1.07455","","3.22429","1.0744","","1.05394","-2.54577","-2.89931"
"","3.2303","1.07752","","3.23023","1.07736","","1.05988","-2.5448","-2.89882"
"","3.23624","1.08049","","3.23616","1.08033","","1.06582","-2.54382","-2.89834"
"","3.24217","1.08346","","3.2421","1.0833","","1.07176","-2.54284","-2.89785"
"","3.24811","1.08643","","3.24804","1.08627","","1.0777","-2.54187","-2.89736"
"","3.25405","1.0894","","3.25398","1.08924","","1.08364","-2.54089","-2.89687"
"","3.25999","1.09237","","3.25992","1.09221","","1.08959","-2.53991","-2.89638"
"","3.26593","1.09534","","3.26586","1.09518","","1.09553","-2.53894","-2.89589"
"","3.27187","1.09831","","3.2718","1.09815","","1.10147","-2.53796","-2.89541"
"","3.27781","1.10128","","3.27774","1.10112","","1.10741","-2.53698","-2.89492"
"","3.28375","1.10425","","3.28368","1.10409","","1.11335","-2.53601","-2.89443"
"","3.28968","1.10722","","3.28961","1.10706","","1.11929","-2.53503","-2.89394"
"","3.29562","1.11019","","3.29555","1.11003","","1.12523","-2.53405","-2.89345"
"","3.30156","1.11316","","3.30149","1.113","","1.13117","-2.53308","-2.89296"
"","3.3075","1.11613","","3.30743","1.11597","","1.13711","-2.5321","-2.89248"
"","3.31344","1.1191","","3.31337","1.11894","","1.14305","-2.53112","-2.89199"
"","3.31938","1.12206","","3.31931","1.12191","","1.14899","-2.53015","-2.8915"
"","3.32532","1.12503","","3.32525","1.12488","","1.15493","-2.52917","-2.89101"
"","3.33125","1.128","","3.33119","1.12785","","1.16087","-2.52819","-2.89052"
"","3.33719","1.13097","","3.33713","1.13082","","1.16681","-2.52722","-2.89003"
"","3.34313","1.13394","","3.34306","1.13378","","1.17275","-2.52624","-2.88955"
"","3.34907","1.13691","","3.349","1.13675","","1.17869","-2.52526","-2.88906"
"","3.35501","1.13988","","3.35494","1.13972","","1.18463","-2.52429","-2.88857"
"","3.36095","1.14285","","3.36088","1.14269","","1.19057","-2.52331","-2.88808"
"","3.36689","1.14582","","3.36682","1.14566","","1.19651","-2.52233","-2.88759"
"","3.37283","1.14879","","3.37276","1.14863","","1.20245","-2.52136","-2.8871"
"","3.37876","1.15176","","3.3787","1.1516","","1.20839","-2.52038","-2.88662"
"","3.3847","1.15473","","3.38464","1.15457","","1.21433","-2.5194","-2.88613"
"","3.39064","1.1577","","3.39058","1.15754","","1.22027","-2.51843","-2.88564"
"","3.39658","1.16067","","3.39652","1.16051","","1.22621","-2.51745","-2.88515"
"","3.40252","1.16364","","3.40245","1.16348","","1.23215","-2.51647","-2.88466"
"","3.40846","1.1666","","3.40839","1.16645","","1.23809","-2.5155","-2.88418"
"","3.4144","1.16957","","3.41433","1.16942","","1.24403","-2.51452","-2.88369"
"","3.42034","1.17254","","3.42027","1.17239","","1.24998","-2.51354","-2.8832"
"","3.42627","1.17551","","3.42621","1.17536","","1.25592","-2.51257","-2.88271"
"","3.43221","1.17848","","3.43215","1.17833","","1.26186","-2.51159","-2.88222"
"","3.43815","1.18145","","3.43809","1.1813","","1.2678","-2.51061","-2.88173"
"","3.44409","1.18442","","3.44403","1.18427","","1.27374","-2.50964","-2.88125"
"","3.45003","1.18739","","3.44997","1.18723","","1.27968","-2.50866","-2.88076"
"","3.45597","1.19036","","3.4559","1.1902","","1.28562","-2.50768","-2.88027"
"","3.46191","1.19333","","3.46184","1.19317","","1.29156","-2.50671","-2.87978"
"","3.46784","1.1963","","3.46778","1.19614","","1.2975","-2.50573","-2.87929"
"","3.47378","1.19927","","3.47372","1.19911","","1.30344","-2.50475","-2.8788"
"","3.47972","1.20224","","3.47966","1.20208","","1.30938","-2.50378","-2.87832"
"","3.48566","1.20521","","3.4856","1.20505","","1.31532","-2.5028","-2.87783"
"","3.4916","1.20818","","3.49154","1.20802","","1.32126","-2.50182","-2.87734"
"","3.49754","1.21114","","3.49748","1.21099","","1.3272","-2.50085","-2.87685"
"","3.50348","1.21411","","3.50342","1.21396","","1.33314","-2.49987","-2.87636"
"","3.50942","1.21708","","3.50935","1.21693","","1.33908","-2.4989","-2.87587"
"","3.51535","1.22005","","3.51529","1.2199","","1.34502","-2.49792","-2.87539"
"","3.52129","1.22302","","3.52123","1.22287","","1.35096","-2.49694","-2.8749"
"","3.52723","1.22599","","3.52717","1.22584","","1.3569","-2.49597","-2.87441"
"","3.53317","1.22896","","3.53311","1.22881","","1.36284","-2.49499","-2.87392"
"","3.53911","1.23193","","3.53905","1.23178","","1.36878","-2.49401","-2.87343"
"","3.54505","1.2349","","3.54499","1.23475","","1.37472","-2.49304","-2.87294"
"","3.55099","1.23787","","3.55093","1.23772","","1.38066","-2.49206","-2.87246"
"","3.55692","1.24084","","3.55687","1.24069","","1.3866","-2.49108","-2.87197"
"","3.56286","1.24381","","3.56281","1.24365","","1.39254","-2.49011","-2.87148"
"","3.5688","1.24678","","3.56874","1.24662","","1.39848","-2.48913","-2.87099"
"","3.57474","1.24975","","3.57468","1.24959","","1.40443","-2.48815","-2.8705"
"","3.58068","1.25272","","3.58062","1.25256","","1.41037","-2.48718","-2.87001"
"","3.58662","1.25568","","3.58656","1.25553","","1.41631","-2.4862","-2.86953"
"","3.59256","1.25865","","3.5925","1.2585","","1.42225","-2.48522","-2.86904"
"","3.5985","1.26162","","3.59844","1.26147","","1.42819","-2.48425","-2.86855"
"","3.60443","1.26459","","3.60438","1.26444","","1.43413","-2.48327","-2.86806"
"","3.61037","1.26756","","3.61032","1.26741","","1.44007","-2.48229","-2.86757"
"","3.61631","1.27053","","3.61626","1.27038","","1.44601","-2.48132","-2.86709"
"","3.62225","1.2735","","3.62219","1.27335","","1.45195","-2.48034","-2.8666"
"","3.62819","1.27647","","3.62813","1.27632","","1.45789","-2.47936","-2.86611"
"","3.63413","1.27944","","3.63407","1.27929","","1.46383","-2.47839","-2.86562"
"","3.64007","1.28241","","3.64001","1.28226","","1.46977","-2.47741","-2.86513"
"","3.64601","1.28538","","3.64595","1.28523","","1.47571","-2.47643","-2.86464"
"","3.65194","1.28835","","3.65189","1.2882","","1.48165","-2.47546","-2.86416"
"","3.65788","1.29132","","3.65783","1.29117","","1.48759","-2.47448","-2.86367"
"","3.66382","1.29429","","3.66377","1.29414","","1.49353","-2.4735","-2.86318"
"","3.66976","1.29726","","3.66971","1.29711","","1.49947","-2.47253","-2.86269"
"","3.6757","1.30022","","3.67564","1.30007","","1.50541","-2.47155","-2.8622"
"","3.68164","1.30319","","3.68158","1.30304","","1.51135","-2.47057","-2.86171"
"","3.68758","1.30616","","3.68752","1.30601","","1.51729","-2.4696","-2.86123"
"","3.69351","1.30913","","3.69346","1.30898","","1.52323","-2.46862","-2.86074"
"","3.69945","1.3121","","3.6994","1.31195","","1.52917","-2.46764","-2.86025"
"","3.70539","1.31507","","3.70534","1.31492","","1.53511","-2.46667","-2.85976"
"","3.71133","1.31804","","3.71128","1.31789","","1.54105","-2.46569","-2.85927"
"","3.71727","1.32101","","3.71722","1.32086","","1.54699","-2.46471","-2.85878"
"","3.72321","1.32398","","3.72316","1.32383","","1.55293","-2.46374","-2.8583"
"","3.72915","1.32695","","3.72909","1.3268","","1.55888","-2.46276","-2.85781"
"","3.73509","1.32992","","3.73503","1.32977","","1.56482","-2.46178","-2.85732"
"","3.74102","1.33289","","3.74097","1.33274","","1.57076","-2.46081","-2.85683"
"","3.74696","1.33586","","3.74691","1.33571","","1.5767","-2.45983","-2.85634"
"","3.7529","1.33883","","3.75285","1.33868","","1.58264","-2.45885","-2.85585"
"","3.75884","1.3418","","3.75879","1.34165","","1.58858","-2.45788","-2.85537"
"","3.76478","1.34477","","3.76473","1.34462","","1.59452","-2.4569","-2.85488"
"","3.77072","1.34773","","3.77067","1.34759","","1.60046","-2.45592","-2.85439"
"","3.77666","1.3507","","3.77661","1.35056","","1.6064","-2.45495","-2.8539"
"","3.78259","1.35367","","3.78255","1.35352","","1.61234","-2.45397","-2.85341"
"","3.78853","1.35664","","3.78848","1.35649","","1.61828","-2.45299","-2.85292"
"","3.79447","1.35961","","3.79442","1.35946","","1.62422","-2.45202","-2.85244"
"","3.80041","1.36258","","3.80036","1.36243","","1.63016","-2.45104","-2.85195"
"","3.80635","1.36555","","3.8063","1.3654","","1.6361","-2.45007","-2.85146"
"","3.81229","1.36852","","3.81224","1.36837","","1.64204","-2.44909","-2.85097"
"","3.81823","1.37149","","3.81818","1.37134","","1.64798","-2.44811","-2.85048"
"","3.82417","1.37446","","3.82412","1.37431","","1.65392","-2.44714","-2.85"
"","3.8301","1.37743","","3.83006","1.37728","","1.65986","-2.44616","-2.84951"
"","3.83604","1.3804","","3.836","1.38025","","1.6658","-2.44518","-2.84902"
"","3.84198","1.38337","","3.84193","1.38322","","1.67174","-2.44421","-2.84853"
"","3.84792","1.38634","","3.84787","1.38619","","1.67768","-2.44323","-2.84804"
"","3.85386","1.38931","","3.85381","1.38916","","1.68362","-2.44225","-2.84755"
"","3.8598","1.39227","","3.85975","1.39213","","1.68956","-2.44128","-2.84707"
"","3.86574","1.39524","","3.86569","1.3951","","1.6955","-2.4403","-2.84658"
"","3.87168","1.39821","","3.87163","1.39807","","1.70144","-2.43932","-2.84609"
"","3.87761","1.40118","","3.87757","1.40104","","1.70738","-2.43835","-2.8456"
"","3.88355","1.40415","","3.88351","1.40401","","1.71333","-2.43737","-2.84511"
"","3.88949","1.40712","","3.88945","1.40698","","1.71927","-2.43639","-2.84462"
"","3.89543","1.41009","","3.89538","1.40994","","1.72521","-2.43542","-2.84414"
"","3.90137","1.41306","","3.90132","1.41291","","1.73115","-2.43444","-2.84365"
"","3.90731","1.41603","","3.90726","1.41588","","1.73709","-2.43346","-2.84316"
"","3.91325","1.419","","3.9132","1.41885","","1.74303","-2.43249","-2.84267"
"","3.91918","1.42197","","3.91914","1.42182","","1.74897","-2.43151","-2.84218"
"","3.92512","1.42494","","3.92508","1.42479","","1.75491","-2.43053","-2.84169"
"","3.93106","1.42791","","3.93102","1.42776","","1.76085","-2.42956","-2.84121"
"","3.937","1.43088","","3.93696","1.43073","","1.76679","-2.42858","-2.84072"
"","3.94294","1.43385","","3.9429","1.4337","","1.77273","-2.4276","-2.84023"
"","3.94888","1.43681","","3.94884","1.43667","","1.77867","-2.42663","-2.83974"
"","3.95482","1.43978","","3.95477","1.43964","","1.78461","-2.42565","-2.83925"
"","3.96076","1.44275","","3.96071","1.44261","","1.79055","-2.42467","-2.83876"
"","3.96669","1.44572","","3.96665","1.44558","","1.79649","-2.4237","-2.83828"
"","3.97263","1.44869","","3.97259","1.44855","","1.80243","-2.42272","-2.83779"
"","3.97857","1.45166","","3.97853","1.45152","","1.80837","-2.42174","-2.8373"
"","3.98451","1.45463","","3.98447","1.45449","","1.81431","-2.42077","-2.83681"
"","3.99045","1.4576","","3.99041","1.45746","","1.82025","-2.41979","-2.83632"
"","3.99639","1.46057","","3.99635","1.46043","","1.82619","-2.41881","-2.83583"
"","4.00233","1.46354","","4.00229","1.46339","","1.83213","-2.41784","-2.83535"
"","4.00826","1.46651","","4.00822","1.46636","","1.83807","-2.41686","-2.83486"
"","4.0142","1.46948","","4.01416","1.46933","","1.84401","-2.41588","-2.83437"
"","4.02014","1.47245","","4.0201","1.4723","","1.84995","-2.41491","-2.83388"
"","4.02608","1.47542","","4.02604","1.47527","","1.85589","-2.41393","-2.83339"
"","4.03202","1.47839","","4.03198","1.47824","","1.86183","-2.41295","-2.83291"
"","4.03796","1.48135","","4.03792","1.48121","","1.86777","-2.41198","-2.83242"
"","4.0439","1.48432","","4.04386","1.48418","","1.87372","-2.411","-2.83193"
"","4.04984","1.48729","","4.0498","1.48715","","1.87966","-2.41002","-2.83144"
"","4.05577","1.49026","","4.05574","1.49012","","1.8856","-2.40905","-2.83095"
"","4.06171","1.49323","","4.06167","1.49309","","1.89154","-2.40807","-2.83046"
"","4.06765","1.4962","","4.06761","1.49606","","1.89748","-2.40709","-2.82998"
