"	1-065_ANT4	1-065_OE_BUO	1-065_OOE_ANT1	1-065_OOE_ANT2	1-065_OOE_ANT3	1-065_OOE_CEN	1-065_OOE_COL5	FM__1-065_OOE_ACU	FM_1_065_OOE__FIL	FM_1-065_ALM-KIS	FM_1-065_ALM-LAT	FM_1-065_AVO_LAT	FM_1-065_AVO_OLI	FM_1-065_AVO_SAN2	FM_1-065_AVO-CHO	FM_1-065_AVO-SAN1	FM_1-065_CAN_CED	FM_1-065_CAN_COM	FM_1-065_CAN_HAR	FM_1-065_COR-MAZ	FM_1-065_FLA-GOL1	FM_1-065_FLA-GOL2	FM_1-065_GRA-BAS1	FM_1-065_GRA-BAS2	FM_1-065_GRA-CAR	FM_1-065_GRA-MAN	FM_1-065_HAZ_GEO	FM_1-065_HAZ_LAT	FM_1-065_HEM_GOL	FM_1-065_ILF1	FM_1-065_MAG-HGV	FM_1-065_OOE_AUM	FM_1-065_OOE_BOR	FM_1-065_OOE_CAL	FM_1-065_OOE_COL1	FM_1-065_OOE_COL3	FM_1-065_OOE_CRI	FM_1-065_OOE_FRA1	FM_1-065_OOE_FRA4	FM_1-065_OOE_GEM	FM_1-065_OOE_HER	FM_1-065_OOE_KRI	FM_1-065_OOE_KRN	FM_1-065_OOE_KRN2	FM_1-065_OOE_KRT	FM_1-065_OOE_MAS	FM_1-065_OOE_NEF	FM_1-065_OOE_PAE	FM_1-065_OOE_SAM2	FM_1-065_OOE_TRA1	FM_1-065_OOE-ALL	FM_1-065_OOE-AUR	FM_1-065_OOE-CLE	FM_1-065_OOE-COL2	FM_1-065_OOE-COL4	FM_1-065_OOE-DOM	FM_1-065_OOE-FRA3	FM_1-065_OOE-GIA	FM_1-065_OOE-ILF2	FM_1-065_OOE-LOR	FM_1-065_OOE-MIN	FM_1-065_OOE-NUN	FM_1-065_OOE-PLA	FM_1-065_OOE-PRT	FM_1-065_OOE-SAM1	FM_1-065_OOE-SOL	FM_1-065_OOE-TRA2	FM_1-065_OOE-VAL	FM_1-065_OOR-FILL	FM_1-065_OOR-GAL	FM_1-065_OOR-MAS	FM_1-065_PEA_PLA	FM_1-065_PEA-CED	FM_1-065_PEA-LIO	FM_1-065_PIS-LAT	FM_1-065_PUM_GEA	FM_1-065_PUM_PEL	FM_1-065_RIC_EPI	FM_1-065_SED-DID1	FM_1-065_SES_CLI	FM_1-065_SES-D1D2	FM_1-065_SES-GRE	FM_1-065_SES-KAD1	FM_1-065_SES-KAD2	FM_1-065_SES-MJR	FM_1-065_SUN_CEO	FM_1-065_SUN_COM	FM_1-065_SUN-SAF	FM_1-065_SUN-SAF2	FM_1-065_SUN-UNI	FM_1-065_WAL-LAT	FM_1-0655_SES_TOK	FM1-065_OOE-FRA2	FM-1-065_OOE-PAR	"
"2.29251	81.7614	60.8845	60.3098	61.7983	69.5778	66.8549	67.1178	69.0272	68.6822	70.4983	52.1174	49.8179	49.4583	45.3127	70.3309	46.9362	74.8583	65.2094	65.9851	53.1722	58.3699	78.8311	68.1488	49.5835	73.7477	57.2304	64.5548	70.7402	61.9866	69.927	58.443	74.2425	65.6387	70.9236	65.402	79.0747	66.5619	76.9931	69.8396	66.4282	59.0181	67.4126	66.7085	77.4055	65.0234	75.1288	66.1267	68.8309	63.432	72.0725	131.013	70.0618	68.2702	70.2059	67.6605	64.114	67.397	69.5124	69.3909	69.3765	74.1487	70.1087	72.5652	71.9931	69.0519	63.3073	78.5043	72.4761	71.746	70.7497	69.265	72.5038	63.9646	60.7992	66.6515	89.0227	89.5597	79.7461	54.4869	74.5118	31.483	43.8437	64.0144	65.1502	67.0709	40.3219	82.2751	73.7014	61.3486	56.6911	57.5803	77.298	68.895	82.7037	"
"2.34268	58.9757	42.1113	42.3135	41.271	48.9521	46.3389	45.6601	46.4289	44.0347	44.9366	37.3685	35.8544	38.9889	34.0199	45.7907	37.0742	50.7138	43.89	43.8928	38.3091	39.3632	54.4251	44.141	35.4528	49.4259	43.1528	41.8864	48.3499	43.0353	48.5754	43.6722	52.0915	43.733	48.1142	44.249	51.5994	42.8489	53.3515	47.3604	42.3477	39.1369	43.3492	44.0968	49.4487	42.2949	50.0493	45.1353	44.0206	41.5596	48.3244	87.1919	47.4215	45.5783	45.3537	45.3438	42.9529	43.6677	46.642	47.7866	45.7728	49.3496	44.8404	47.868	46.7092	44.8223	44.3347	54.9168	47.5242	49.0543	49.0719	47.9938	49.3028	44.6364	39.9079	45.0159	62.9682	65.2149	57.8405	42.1214	55.3939	23.6779	29.8443	44.0698	45.3593	44.4459	28.647	55.2013	49.2773	43.6515	41.6497	35.418	55.2579	45.1105	57.8925	"
"2.39286	30.3058	20.6492	16.5408	17.7095	23.746	21.3983	21.3299	21.5687	21.5038	24.8294	19.4074	17.8888	22.4391	18.9919	25.2016	20.3042	26.4713	21.3663	20.5024	24.9663	23.6319	33.3986	26.3217	17.6457	27.3978	23.9891	18.4639	24.9318	25.206	23.2149	20.9172	24.5559	19.1848	22.6747	18.8615	23.9837	20.3363	26.8631	24.0859	19.1841	18.3774	19.0212	20.7083	26.7561	20.9844	24.9351	21.7164	22.3074	18.6918	22.781	47.8427	22.6252	21.7978	20.4268	21.6168	19.003	21.8502	22.2333	21.9505	22.5066	25.8312	23.3018	23.9347	23.2846	23.5407	21.5743	29.3363	24.5678	26.7055	25.014	21.3079	25.1007	27.4088	18.1651	24.7231	37.4714	38.098	32.5676	24.6663	31.4705	12.0514	16.5032	22.9426	24.1058	25.2165	14.182	30.7514	25.8956	26.2413	22.6378	19.6505	29.0256	22.6229	30.3725	"
"2.44303	21.9231	14.5154	10.817	11.8072	16.7684	14.9224	14.3028	14.6342	14.6848	16.9865	14.2749	13.239	17.5786	15.6642	17.4847	15.7847	19.6862	15.2059	14.9182	19.2198	20.11	28.4464	20.2366	13.8269	21.242	19.1111	11.3222	17.6258	21.6026	16.0402	14.2193	16.934	12.8985	14.6298	12.6911	15.7237	13.7944	19.821	17.1179	12.4999	12.2868	12.1084	13.6619	18.2681	14.903	17.1871	14.5595	14.0082	12.1774	15.8484	34.2142	15.1056	14.9876	13.1845	14.7616	12.475	13.9908	14.7906	15.0666	15.3605	17.2008	15.4401	16.9089	16.3209	14.4542	15.7402	21.4333	16.3092	18.2861	17.4945	13.88	17.86	21.0281	11.9832	17.3037	29.4192	30.2942	25.4175	20.2073	23.7405	9.77595	11.7986	16.5635	17.7674	18.1989	10.8025	23.0316	18.9418	19.9949	17.2711	15.3498	22.1511	14.4635	21.919	"
"2.49321	18.748	12.0391	8.52581	9.30699	14.0048	12.3724	11.7608	11.8906	12.1487	15.6911	12.7853	12.6725	15.4988	15.721	15.4544	14.7028	18.33	13.9792	14.4069	18.9669	20.6913	28.564	22.8911	17.6275	23.7589	21.762	8.77991	14.9703	23.2212	13.4135	11.5155	14.1097	10.3821	11.477	10.425	12.561	10.9094	17.3284	14.3226	9.95564	9.98446	9.2102	10.9142	15.0797	12.539	14.3491	11.9409	11.2536	9.5829	13.2121	31.5178	12.1323	12.3536	10.5269	12.2263	9.77252	11.3751	12.109	12.4955	12.8069	14.0712	13.0489	14.4631	13.5047	11.5289	13.088	18.0028	13.4728	15.3086	15.0934	11.4514	15.7821	19.1135	10.8808	16.051	28.939	31.2303	24.4864	20.9983	23.7721	10.3652	11.0241	16.4098	17.0024	17.4974	11.0884	20.7771	17.8156	18.9084	16.945	18.5006	22.4747	11.7953	18.5181	"
"2.54339	18.6462	13.443	10.095	9.80202	14.3834	13.4842	13.5359	12.1791	14.1464	22.816	17.5347	16.3889	14.8076	21.0097	18.1868	17.9692	26.3449	21.0423	22.1801	29.4669	33.3883	43.8194	45.0688	32.8283	49.9952	35.2243	10.2535	16.8675	44.4055	14.546	10.0218	14.1005	10.8006	11.315	11.489	13.5702	10.9591	18.4353	15.4776	11.7548	10.1779	9.5331	10.9864	15.6103	16.1021	17.4228	13.5727	11.854	10.4781	14.1481	38.7539	12.1184	13.4056	12.2387	14.4196	10.0826	12.8765	13.8268	12.7355	13.8788	14.3832	15.8578	16.5772	14.6482	12.2533	13.6012	18.489	14.7159	17.1664	18.409	12.1509	20.0028	24.4417	17.7762	25.2786	46.6369	49.2166	33.7604	30.2257	32.9055	17.0756	19.1697	28.9482	29.2383	28.7747	15.5137	27.7744	25.9659	23.9012	21.2822	42.6922	35.3294	13.479	18.1114	"
"2.59356	20.4106	14.8965	13.0325	11.2728	16.1824	15.777	15.5031	13.8377	15.5371	29.1944	21.2583	23.2841	15.213	30.5896	21.8542	25.5295	38.3022	32.8182	35.4764	40.0346	73.9223	94.9306	62.1371	51.5919	66.7478	54.8391	11.5018	18.3905	71.2777	16.7119	9.96076	16.1338	12.0594	11.7978	13.4293	14.763	11.128	21.0216	17.078	13.4285	10.8588	10.327	11.7856	16.1796	18.4658	20.1698	15.3102	12.7628	11.5434	16.0055	49.987	12.7289	14.6599	14.122	16.4934	10.7491	14.5265	15.874	14.243	14.9764	15.2178	18.0998	18.6479	15.5914	13.053	14.9538	19.4522	15.752	18.8256	21.9502	14.4058	24.568	27.5739	22.8989	31.7097	60.7432	67.9795	44.0058	45.7085	47.994	25.099	24.0906	37.9931	38.2226	35.9757	22.1432	33.1647	32.402	31.4152	29.5115	63.8278	49.3531	15.0921	18.8122	"
"2.64374	22.3911	18.9099	16.9541	13.4197	18.6581	19.3704	20.4957	16.625	20.0337	39.0731	30.1867	29.2195	16.1348	38.8618	25.4417	31.3621	52.0465	45.5731	47.8675	53.9576	102.942	130.776	84.1102	68.1139	102.321	71.4646	15.0322	22.1919	103.451	20.0708	9.71509	17.9525	14.2858	13.7354	16.8661	18.3001	12.5759	23.9029	21.0298	17.7402	13.0889	12.3938	14.2221	18.6771	24.777	26.6877	19.8267	15.4518	14.6153	18.7934	56.471	14.8443	18.012	19.047	21.6626	13.2334	18.2541	20.3927	16.8413	18.0072	17.6739	23.696	23.9079	18.6069	15.8238	17.523	22.7176	19.3839	23.6826	29.0989	17.5858	33.0392	36.8346	34.286	46.4517	86.9909	93.3313	57.7827	57.0381	57.4142	35.3723	36.7726	57.6766	57.7257	52.2179	28.9978	44.6903	44.9401	37.5669	35.6263	93.7765	67.1098	19.478	20.8038	"
"2.69392	20.0727	15.4613	13.8395	11.1261	15.7232	16.801	16.8778	15.857	15.3497	32.666	24.2097	27.1831	14.4486	36.7051	23.117	31.9622	49.759	45.7137	47.0835	50.3535	125.402	162.726	67.6182	54.9271	72.2494	62.2585	11.0758	17.4642	97.5225	17.3818	8.73103	15.8464	12.2301	11.5322	13.4779	14.8314	10.752	21.4447	17.504	13.2986	10.9976	9.9193	11.7206	15.5946	18.563	21.0055	16.0405	12.5884	11.4467	15.5928	50.1756	12.6485	14.5333	14.8765	16.87	10.9383	15.2073	16.3855	14.343	14.7538	15.1943	18.9332	20.355	14.9908	13.3625	14.348	19.4809	16.637	20.1377	24.2876	15.5522	26.4609	30.7498	24.8498	36.5584	67.5382	74.3813	48.1319	52.6431	52.9514	29.9807	27.7066	42.3404	42.918	39.4589	23.2649	35.3374	34.8062	36.5019	32.7116	77.0363	53.1771	15.8808	18.857	"
"2.74409	16.123	12.4923	9.90842	8.24679	12.3816	13.9629	14.4653	13.9753	12.1498	22.5948	20.6346	19.6041	12.3831	25.0148	17.5912	22.9383	36.2207	32.3501	31.56	36.2905	92.0975	120.351	46.0293	37.8377	54.7865	43.8777	8.03276	13.7801	69.864	14.0482	7.00033	12.0155	10.0649	9.1266	9.91961	11.4645	9.16109	17.5587	15.1739	9.97931	9.06021	7.49459	8.89982	12.3623	14.4606	16.3852	12.2235	9.66482	8.62154	11.8427	34.402	10.6952	11.6173	11.1614	13.098	9.10189	12.1034	12.6477	11.0967	11.7369	11.9025	14.9443	17.9588	12.0338	10.1381	11.3879	16.0302	14.3759	17.0214	19.8927	12.4107	19.7412	25.1122	19.4254	28.8956	52.1146	55.9593	37.4921	37.4184	36.5001	23.9302	21.2758	32.3693	33.4554	29.4604	15.3928	27.253	26.8465	26.5209	22.8816	54.3135	39.4457	12.2193	16.7779	"
"2.79427	12.0469	8.22409	4.67977	5.04921	8.38019	10.3284	9.98711	9.74851	7.13429	12.6614	12.4788	12.2484	9.77353	15.3331	12.5939	15.1399	21.0798	18.5684	17.4294	22.3183	54.6937	74.8689	24.9069	16.8058	23.7606	22.6194	3.99285	9.11298	38.3978	10.4776	5.38233	8.06215	7.89475	5.94794	5.71625	6.70794	7.08647	12.9935	11.6372	5.07449	7.02921	4.30827	5.61389	8.59342	7.97997	9.37869	6.86522	6.24399	4.88891	7.524	21.7601	7.8858	7.51966	5.89089	7.80776	6.78436	8.52288	7.5382	7.45608	7.94538	8.14761	9.51773	12.6416	8.13808	6.31894	7.44714	11.6473	10.9129	11.8542	12.6861	8.27712	11.1895	16.2959	9.7282	16.576	27.9453	29.3281	22.787	21.9422	21.9046	13.8351	10.8091	14.9737	16.0182	15.2121	7.67894	15.8902	14.2661	16.8507	13.5726	26.4002	19.9806	7.40965	14.505	"
"2.84444	10.191	6.94619	2.80112	3.91216	6.91678	8.35153	8.00429	6.84042	5.70564	8.07175	8.90587	8.37458	8.52503	9.77806	9.49095	9.5977	12.4744	9.60985	8.56461	14.1229	26.4483	39.2929	15.251	9.57068	15.2676	13.8819	2.6592	7.87201	21.5958	9.05093	4.59069	6.63274	6.82919	4.78299	4.13751	5.11067	7.28576	10.5397	10.3351	3.45602	6.31629	3.08346	4.32198	7.10999	6.08436	7.20867	4.91128	4.71897	3.62407	5.69134	15.5185	7.25263	6.70302	3.95406	5.80294	6.32498	7.52314	5.74749	6.42804	6.73334	6.54259	7.59084	9.09458	7.02555	4.56304	6.07488	9.91302	9.15366	9.47369	9.74177	6.05824	8.20777	12.5497	7.08037	11.6885	19.4707	20.3378	17.1338	14.3078	14.8816	8.63153	7.27714	10.0263	11.0375	10.3932	5.09341	11.7961	10.1652	11.5348	9.5753	14.0488	14.289	5.46945	13.205	"
"2.89462	10.0449	6.78553	2.60916	3.88569	6.58452	6.95198	6.71364	5.4019	5.47478	6.43244	7.27162	7.78424	8.17005	7.9986	7.8173	8.16656	9.939	7.15425	6.2351	11.45	17.9155	28.6861	11.7809	7.17372	12.7463	11.2481	2.36662	7.36809	17.9338	8.35412	4.38934	6.351	5.91084	4.17755	4.07464	4.82133	7.2615	9.01206	9.03534	3.17655	6.08992	2.76446	4.0579	6.71191	5.7772	6.83394	4.63076	4.41189	3.28069	5.18941	13.3592	7.51338	6.868	3.51526	5.74657	6.24647	7.29503	5.28455	6.67741	6.78565	5.88613	7.38575	7.38781	6.85418	4.19203	5.87854	9.73078	7.65988	8.30146	8.46704	4.86071	7.35422	10.9338	6.04364	9.53224	16.8779	17.2827	14.8512	12.114	13.0044	6.2934	6.68579	9.02164	9.81008	8.85288	4.17397	10.2104	8.55333	9.55168	8.13177	10.1834	12.9052	4.8165	11.7286	"
"2.9448	9.73293	6.09237	2.11885	3.74204	6.18844	5.22405	4.64259	4.08011	4.85906	4.5211	5.44275	6.83751	7.39043	6.56437	6.21649	6.98195	7.53511	5.13466	4.30833	8.9991	13.6604	23.1617	7.8722	4.35208	8.08325	8.28946	1.97063	6.6444	14.2441	6.36803	4.05068	5.76336	4.48031	3.55461	3.56945	3.94178	6.42387	7.26512	6.87229	2.21295	4.69176	2.44626	3.54877	5.97758	4.87414	5.77517	3.66722	3.93371	2.57339	4.39247	10.8973	6.64904	6.52387	2.60673	5.0389	4.56028	6.05795	4.66911	6.43724	6.4057	5.13773	6.4515	5.514	6.45207	3.46052	5.082	8.95934	5.87516	6.91058	6.77777	3.76017	5.70638	9.06332	3.68632	6.9774	13.1536	13.2823	11.7942	9.82572	10.9948	4.25704	5.46262	6.96204	7.44587	6.75128	3.05643	8.15304	6.48156	7.78422	6.55299	5.79045	10.5922	4.32728	9.69054	"
"2.99497	9.28407	5.1746	1.4517	3.65259	5.62801	3.53689	3.29761	2.88516	4.14559	3.25791	4.1372	5.52413	6.67241	5.13387	4.80394	5.56052	5.20224	2.77882	2.0325	7.07055	8.35467	15.4361	5.19504	2.21328	5.33815	5.88558	1.39344	5.68565	9.98451	4.72286	3.51008	5.16089	2.90659	2.89203	3.02467	2.95162	4.67388	5.76887	5.2377	1.39293	3.47207	1.8472	2.82892	5.20739	4.25664	5.19897	2.63142	3.49292	2.0237	3.35182	8.825	5.21992	5.32958	1.98083	4.51639	2.98714	4.32146	4.02749	5.68438	5.96728	4.52542	5.06112	4.02568	6.06416	2.67419	4.67471	8.4264	4.53881	5.57738	5.07973	2.58135	4.37971	7.60273	2.11749	5.02899	10.685	10.3081	9.54808	7.63017	9.23352	2.66186	4.77196	5.22139	5.88259	4.88189	2.16447	6.3371	4.78069	6.38611	5.08692	2.60437	8.87017	3.62431	7.90138	"
"3.04515	8.90936	4.37724	1.40426	3.36809	5.64272	2.61099	2.38849	2.06196	4.12164	2.39954	3.40199	4.62441	6.27703	4.2918	3.82587	4.7036	3.96119	1.79119	1.04233	6.03872	6.22827	11.4071	3.90104	1.43503	4.09709	4.65169	1.36071	5.30408	7.65095	3.54131	3.06994	4.62215	1.78481	2.36545	2.90378	2.61435	3.32385	4.73595	4.32783	0.960884	2.39423	1.72764	2.61252	4.88029	3.96582	4.80046	2.12255	3.25403	1.47923	2.6646	7.73153	3.96637	4.19414	1.57091	4.45757	1.94137	2.95216	3.82813	4.78762	5.4146	4.20095	3.96898	3.02603	6.02512	2.26529	4.36752	7.784	3.45961	4.51064	4.1827	1.75246	3.63068	6.80792	1.16716	3.78488	9.18651	9.02104	8.1621	6.80006	8.63505	1.98371	4.5086	4.73776	5.11711	3.72504	1.55721	5.48975	3.78608	5.471	4.31353	1.0409	7.99146	3.38022	6.51205	"
"3.09533	8.00322	3.60133	1.73382	3.02279	5.65114	2.04329	1.8949	1.68311	4.09912	1.88879	3.00322	3.83159	5.98819	3.78187	3.27309	4.24304	3.10389	1.0845	0.420113	5.31348	5.45686	9.13574	2.951	0.920933	3.05732	3.9458	1.68956	4.81365	6.18078	2.80773	2.93249	4.25785	1.37102	2.29181	2.64929	2.85594	2.68213	4.08379	3.74516	0.873268	1.8205	1.83276	2.64287	4.89816	3.94827	4.32611	2.00771	3.37529	1.54296	2.39653	7.33857	3.18431	3.18326	1.77784	4.36607	1.28569	2.44816	3.84184	3.92888	4.63183	4.27632	3.1999	2.42607	5.52171	2.23153	4.28346	6.91125	2.86169	3.80268	3.61863	1.29907	3.13045	6.21567	0.586479	2.97521	8.393	8.0708	7.38866	6.04514	8.33512	1.3691	4.215	4.62545	4.98857	3.09042	1.24381	4.60936	3.34205	4.85367	3.7038	0.151211	7.03709	3.50808	5.89423	"
"3.1455	6.88199	3.13031	2.17949	2.22817	5.25843	1.75062	1.63379	1.32772	3.71145	1.47284	2.63893	3.14204	5.88728	3.42479	2.91566	3.8302	2.88896	0.785845	0.1801	4.76953	4.89974	7.73585	2.38386	0.466221	2.54517	3.34315	2.49509	4.6152	5.06863	2.42814	3.05456	3.67929	0.986894	2.39496	2.22569	2.7726	2.20527	3.74242	3.45865	0.852502	1.47941	2.28143	2.79281	5.03289	3.87099	3.83035	2.00013	3.12998	1.63459	2.47095	7.42531	2.72938	2.54618	2.16726	3.85215	0.928428	2.02556	3.81883	3.15413	3.92345	4.28435	2.74118	2.25921	4.73021	2.40918	4.32599	6.24827	2.63736	3.46415	3.47136	1.00167	2.87129	5.81251	0.18543	2.59038	7.87628	7.37477	6.79677	5.57415	7.91214	1.1295	3.48151	4.67006	5.24946	2.73182	1.05451	4.17192	3.01328	4.39753	3.24107	-0.145782	5.98343	3.54431	5.26779	"
"3.19568	5.74258	2.38213	2.33001	1.3729	4.3727	1.21234	1.13921	1.14211	3.03239	1.16777	2.20511	2.51499	5.84321	3.06858	2.51534	3.41061	2.32788	0.41371	0.0431534	4.2382	4.39933	6.2863	1.77927	0.0197922	1.82409	2.82776	2.75677	4.05953	3.96007	1.94972	3.09036	2.89935	0.64708	2.2868	1.47272	2.63897	1.8392	3.38703	2.84741	0.701617	1.05447	2.21149	2.80056	4.77762	3.24601	2.86978	1.83775	2.55672	1.47614	2.39316	7.45563	2.04485	1.81029	2.04828	2.88837	0.590682	1.41584	3.13802	2.39483	3.12159	4.33693	1.99943	1.67917	3.72207	2.42958	3.98584	5.28873	2.1227	2.97063	2.74285	0.436903	2.40476	5.2059	-0.241534	1.87231	7.4226	6.70544	6.03959	5.02559	7.09451	0.88271	2.64934	4.09827	4.72233	2.34543	0.838222	3.33787	2.46658	4.0525	2.86366	-0.740465	4.7427	3.16837	4.67632	"
"3.24586	5.1861	2.10391	2.35638	1.15782	3.72466	1.27206	1.14764	1.16196	2.68139	0.979605	2.17168	2.10236	5.80955	2.78311	2.29125	3.23802	2.25528	0.363208	-0.0530813	3.97866	4.4391	5.45135	1.60216	-0.0673671	1.81388	2.48674	2.92061	3.82615	3.69658	1.67301	3.09866	2.37682	0.583284	2.65729	1.16504	2.97468	1.76485	3.32132	2.95669	1.1373	0.997115	2.42635	3.03271	4.70849	2.89877	2.6238	2.19796	2.31594	1.80168	2.76132	7.30789	1.99682	1.61344	2.34312	2.55818	0.506195	1.33715	2.75195	2.06793	2.81089	4.23569	1.89757	1.55319	3.30183	2.75406	3.66119	4.82744	2.22438	2.86484	2.61566	0.597023	2.49881	5.11228	-0.247879	1.75236	7.22217	6.40585	5.70956	4.75282	6.19497	0.725009	2.20118	3.68531	4.61124	2.2138	0.861295	3.25595	2.32579	3.81753	2.58314	-0.941029	4.20948	3.04451	4.54171	"
"3.29603	4.35245	1.70953	1.85133	0.533985	2.9788	0.773764	0.799436	0.829755	1.99693	0.656389	1.90453	1.75039	5.68899	2.61291	2.07987	3.02287	1.89482	0.0290381	-0.422947	3.54727	4.09168	4.52854	0.941592	-0.237089	0.982688	2.05559	2.04534	3.35861	2.8595	1.50552	3.17224	1.88818	0.329187	2.71402	0.567079	2.67918	1.13701	2.87592	2.5058	0.770751	0.580677	1.89807	2.57278	3.96337	2.16862	1.83377	2.16553	1.73762	1.72965	2.84246	6.58606	1.78717	1.24427	1.88334	1.74892	0.152552	1.04513	2.2124	1.69561	2.15937	3.55933	1.37964	1.05974	2.59616	2.58187	3.00238	4.1903	1.80544	2.43889	2.4292	0.258376	1.98625	4.61471	-0.530096	1.41793	6.60222	5.78072	5.14586	4.3821	5.18915	0.47025	1.45561	2.72647	4.52012	1.96128	0.661494	2.65784	2.08624	3.35378	2.31785	-1.27808	3.26485	2.25774	4.0356	"
"3.34621	3.60103	1.36572	1.2411	0.176494	2.15007	0.499569	0.515497	0.463656	1.30736	0.313786	1.5781	1.41196	5.35745	2.40768	1.7331	2.69736	1.45982	-0.259172	-0.62072	3.17235	3.81017	3.83063	0.594325	-0.493484	0.784315	1.60078	1.2193	2.91522	2.56592	0.989681	2.80754	1.47783	-0.0160645	2.67717	0.186894	2.00005	1.03988	2.2857	2.05605	0.835869	0.495949	1.35344	2.02101	3.24929	1.49893	1.15881	2.20336	1.10983	1.70348	2.58389	5.53095	1.26896	0.820557	1.1963	1.22626	-0.0603896	0.736079	1.4498	1.18238	1.80984	2.81899	1.15065	0.683123	2.09571	2.22968	2.27248	3.34895	1.58812	1.91324	1.99801	-0.287651	1.76909	4.13563	-1.1097	0.770728	6.28584	5.37547	4.52281	3.91862	4.30073	0.309024	1.01753	2.06156	2.76313	1.56964	0.413643	2.05	1.77218	2.90311	2.05257	-1.59089	2.78802	1.58399	3.58317	"
"3.39638	2.97656	1.04547	0.747189	-0.275722	1.64696	0.170262	0.153871	0.049231	0.947279	-0.04045	1.32033	0.948964	5.15183	2.11975	1.42493	2.46051	1.26633	-0.481011	-0.883224	2.85156	3.35398	3.46703	0.243649	-0.597597	0.580168	1.50564	0.435478	2.59396	2.18495	0.72789	2.60342	1.0833	-0.271247	2.1788	-0.196147	1.35549	0.774579	1.88851	1.79964	0.966878	0.142849	0.972125	1.52238	2.73171	1.08311	0.578725	2.13465	0.611224	1.56762	2.5662	4.56516	0.975423	0.387834	0.794642	0.730559	-0.35892	0.435481	0.983577	0.807769	1.45311	2.31476	0.602542	0.393515	1.69042	1.5854	1.80214	2.73178	1.22162	1.66714	1.49854	-0.440258	1.60967	3.77842	-1.08638	0.409556	5.5149	5.01856	4.04816	3.69214	3.74494	0.102218	0.595313	1.52067	2.01031	1.56776	0.318497	1.72426	1.57056	2.64532	1.73811	-1.69765	2.35886	1.0977	3.08104	"
"3.44656	2.66945	1.00286	0.237822	-0.528568	1.3455	-0.0322484	0.0562378	-0.0865712	0.604337	-0.161291	1.12618	0.912231	4.87236	1.99172	1.37249	2.16696	0.957781	-0.711514	-1.05659	2.57078	2.84047	2.89118	0.317262	-0.458258	0.468773	1.36244	0.0531164	2.37235	1.96773	0.612531	2.01865	0.71816	-0.477451	1.74541	-0.434095	0.872793	0.424457	1.69239	1.80467	0.976544	-0.0688636	0.479098	1.0342	2.32295	0.739603	0.464583	1.71183	0.177865	1.33228	2.39572	3.89854	0.701039	0.194533	0.270155	0.377682	-0.515963	0.201272	0.650703	0.573743	1.12432	1.73727	0.407407	0.224512	1.30183	1.15254	1.41505	2.5229	0.858857	1.50397	1.48951	-0.569025	1.39083	3.51846	-1.31567	0.151162	5.12207	4.81229	3.76212	3.33786	3.08223	-0.0462837	0.351989	0.819861	1.44374	1.33785	0.113314	1.41491	1.40529	2.45108	1.54036	-1.64133	1.84132	0.8783	3.00613	"
"3.49674	2.5597	1.39293	0.399555	-0.223572	1.28918	0.258407	0.270893	-0.0304014	0.788244	-0.018081	1.20967	1.00203	4.86577	2.02781	1.88849	2.18752	0.867311	-0.630879	-0.855473	2.58677	3.01778	3.38719	0.729237	-0.0995747	1.08818	1.38341	0.546122	3.28697	2.08741	0.517567	1.95234	0.645573	-0.335991	1.88531	-0.220612	0.954889	0.733895	1.83815	2.01752	1.7737	0.223151	0.680273	1.05385	2.28168	0.789735	0.367825	1.64673	0.378271	1.34175	2.46176	3.67623	1.07147	0.41683	0.265906	0.586886	-0.501467	0.404107	0.674233	0.714821	1.07548	1.68048	0.584225	0.419582	1.53756	1.16767	1.31842	2.47685	1.27796	1.71986	1.7298	-0.134644	1.68151	3.62237	-1.04003	0.43406	5.17201	4.93397	4.16737	3.26677	2.79819	0.0327239	0.307595	0.88275	1.24711	1.69889	0.239729	1.33869	1.64219	2.445	1.56352	-1.19612	1.92721	0.924242	3.07833	"
"3.54691	2.48191	1.42802	0.265245	-0.152586	1.19462	0.279129	0.435844	0.0945837	0.623784	-0.187235	1.22935	1.18477	4.96145	1.95865	1.90811	2.10258	1.00041	-0.534154	-0.670588	2.50695	2.39271	2.93374	0.535069	0.361202	1.29825	1.71455	0.467399	3.19514	1.95663	0.687353	1.83814	0.831191	0.0376982	1.5236	-0.148497	0.918791	0.638414	2.21389	2.01089	1.71896	0.283881	0.451565	0.941943	2.19465	0.689665	0.31905	1.36869	0.284682	1.26044	2.27662	3.31024	1.16531	0.331885	0.338754	0.560828	-0.451023	0.312675	0.716512	0.81442	1.26772	1.56006	0.398326	0.517382	1.35633	0.812876	1.35646	2.28176	1.30916	1.62481	1.60729	-0.0268337	1.48803	3.32235	-0.985172	0.243777	4.96626	5.16441	4.3345	3.25496	2.71978	0.0599926	0.271133	0.950875	1.07014	1.76336	0.469505	1.2954	1.70512	2.41411	1.52611	-1.15676	1.98685	0.789682	3.0482	"
