	TH_OOE_PAR_400	TH_OOE_PLA_400	TH_OOE_PRT_400	TH_OOE_VAL_400	TH_OOR_FIL_400	TH_PUM_PEL_400	TH_RIC_EPI_400	TH_SES_CLI_400	TH_SES_DID2_400	TH_SES_LAT_400	TH_SES_TOK_400	TH_SES_YEO_400	TH_SUN_SAF1_400	TH_AVO_SAN2_400	TH_CAN_COM_400	TH_HAZ_GEO_400	TH_HAZ_LAT_400	TH_OOE_ALL_400	TH_OOE_COL4_400	TH_OOE_FRA2_400	TH_OOE_FRA3_400	TH_OOE_LOR_400	TH_OOE_MIN_400	TH_OOE_HER_400	TH_OOE_KRN2_400	TH_OOE_KRT_400	TH_OOE_NEF_400	TH_OOE_NUN_400	TH_OOE_SAM1_400	TH_OOE_SAM2_400	TH_OOE_SOL_400	TH_PEA_PLA_400	TH_PUM_GEA_400	TH_SUN_CED_400	TH_SUN_COM_400	TH_CAN_HAR_400	TH_GRA_MAN_400	TH_HEM_GOL_400	TH_HEM_SAT_400	TH_OOE_COL1_400	TH_OOE_CAL_400	TH_OOE_CRI_400	TH_OOE_DOM_400	TH_OOE_FRA4_400	TH_OOE_GEM_400	TH_OOE_KRI_400	TH_OOE_KRN1_400	TH_OOE_PAE_400	TH_OOE_TRA2_400	TH_PEA_CED_400	TH_SES_DID1_400	TH_SUN_UNI_400	TH_AVO_LAT_400	TH_AVO_OLI_400	TH_AVO_SAN1_400	TH_CAN_CED_400	TH_COR_MAZ_400	TH_FLA_GOL2_400	TH_OOE_ANT4_400	TH_OOE_AUM_400	TH_OOE_AUR_400	TH_OOE_BUO_400	TH_OOE_CLE_400	TH_OOE_COL3_400	TH_OOE_GIA_400	TH_OOE_ILF_400	TH_OOE_ILF2_400	TH_OOE_MAS_400	TH_OOE_TRA1_400	TH_OOR_GAL_400	TH_OOR_MAS_400	TH_PEA_LIO_400	TH_PIS_LAT_400	TH_SAN_SAF2_400	TH_SES_KAD1_400	TH_SES_KAD2_400	TH_SES_MAR_400	TH_WAL_LAT_400	TH_AVO_CHO_400	TH_GRA_BAS1_400	TH_GRA_CAR_400	TH_OOE_ACU_400	TH_OOE_ANT3_400	TH_OOE_ANT1_400	TH_OOE_ANT2_400	TH_OOE_BOR_400	TH_OOE_CEN_400	TH_OOE_COL2_400	TH_OOE_COL5_400	TH_OOE_FIL_400	TH_OOE_FRA1_400	TH_SES_GRE_400	TH_ALM_KIS_400	TH_ALM_LAT_400	TH_FLA_GOL1_400	TH_GRA_BAS2_400	TH_MAC_HGV_400	
2.07399	8.03343	7.0081	11.8525	13.0131	7.70999	7.80185	8.22247	8.3151	19.9906	31.941	7.13369	6.47983	11.3489	53.4811	14.2384	8.28778	11.049	5.48102	8.08276	6.51207	10.1589	26.5924	35.5802	12.2574	10.4351	8.10826	10.8554	15.3357	8.13129	11.2107	10.0886	7.48194	7.35428	12.8425	16.7948	10.3566	28.9209	42.3647	30.2176	6.92431	5.42103	17.0466	6.80696	7.59706	7.0548	6.64708	6.17814	6.14727	12.6929	7.69013	36.526	16.0422	6.75902	4.87847	7.40781	13.7731	8.75599	20.333	6.63301	6.5511	6.40837	8.90831	9.96789	5.09987	4.51344	3.56907	6.41317	5.64671	4.46027	17.9741	5.12351	7.35443	7.00282	11.1023	6.50453	6.49403	6.25003	19.8524	6.43175	18.2791	18.8423	5.34815	5.92773	6.25968	3.57282	7.26645	3.74112	9.99023	6.63187	4.11495	6.27452	3.51291	14.8942	12.9505	17.194	17.5838	4.85304	
2.12399	7.75322	6.41637	12.973	9.85785	10.9399	9.37296	11.1669	13.627	9.84087	22.7571	11.2782	11.0121	14.2286	41.4825	20.7164	10.4617	24.9927	6.75573	7.52843	9.7854	14.5642	13.7651	25.1167	17.8917	40.035	11.8245	20.8018	14.7303	17.0198	14.5813	18.0303	19.4674	8.88104	5.68738	15.099	17.9387	26.7151	28.9712	31.7746	10.6641	9.88193	13.8302	10.3491	10.8167	11.4699	12.9334	10.3574	8.69811	16.1302	8.76715	30.2939	26.9237	9.02594	12.164	10.9073	14.7476	9.81343	25.1998	11.9176	11.4306	9.12943	20.1929	12.2869	10.3015	8.93677	8.14368	9.71376	10.5311	10.2653	12.0788	11.1543	9.49933	12.638	11.1246	11.3501	12.9079	14.4778	19.3585	13.3047	15.6503	16.5429	8.79984	10.8873	6.42365	8.87712	9.8961	14.4263	14.9607	32.6272	16.0868	8.52311	11.8944	13.6171	23.5034	16.9902	26.8603	13.0874	
2.17398	246.926	219.98	317.728	248.132	251.907	194.225	249.95	308.494	229.135	234.213	320.042	238.663	211.936	218.282	211.054	224.764	232.291	207.263	246.859	225.43	247.865	240.776	222.857	345.871	398.148	248.855	209.436	311.322	362.211	366.4	276.832	180.492	191.182	139.534	306.89	283.586	375.25	324.945	360.022	268.105	247.769	221.081	207.026	234.327	212.252	196.728	215.806	212.513	432.105	222.82	221.608	167.937	223.355	242.595	244.632	235.74	219.375	259.761	204.54	204.045	196.006	169.189	410.764	186.462	200.963	191.743	199.089	204.435	196.552	202.853	184.695	206.956	196.898	198.586	200.39	195.499	210.291	202.722	163.906	197.279	192.707	198.766	199.011	190.227	249.633	216.848	139.748	402.426	178.996	180.411	216.769	170.469	131.132	128.162	172.809	138.733	372.768	
2.22398	147.819	137.241	216.252	134.419	175.772	189.824	170.565	208.847	143.6	137.391	195.937	182.835	157.28	185.865	181.854	177.534	304.442	128.916	148.993	166.622	208.954	142.332	187.278	301.418	189.182	213.352	377.08	271.826	230.632	286.81	271.335	205.483	175.816	232.211	264.834	155.534	249.463	311.749	319.967	206.922	199	188.809	231.816	223.515	209.227	241.527	208.467	195.522	313.708	185.489	235.147	241.083	199.081	190.042	194.021	217.726	185.776	277.346	212.153	212.524	198.337	253.727	294.789	204.879	198.957	199.294	191.273	190.814	186.594	233.92	211.439	181.263	203.462	187.322	192.61	193.884	184.037	218.407	225.821	200.241	199.317	196.268	219.169	215.303	196.771	208.104	216.81	291.554	278.051	180.247	202.394	197.253	272.641	243.373	284.795	243.591	213.549	
2.27398	18.6497	20.1046	33.392	23.0688	26.6184	15.1013	28.4863	32.2306	23.1354	27.0887	28.9331	31.803	21.5102	30.4133	15.2114	30.9355	7.0765	18.8916	19.2802	25.4051	14.0378	22.3414	20.1442	64.499	22.2575	42.3398	9.2713	70.551	36.5399	57.469	39.8462	10.2809	30.5658	8.07701	61.7521	20.8373	44.5428	90.2733	73.8704	33.6549	37.1863	38.5276	16.7661	23.984	27.7179	9.7827	25.1928	31.6567	57.8109	35.3814	47.5605	12.0398	39.8746	33.314	36.3522	37.0716	37.2471	31.6728	15.8578	16.2909	21.366	11.6714	54.0781	12.0328	16.3628	11.9948	28.4274	17.3415	20.4164	29.8221	6.96206	25.0318	15.9657	27.0214	24.1435	19.0852	26.2028	24.9374	6.23548	32.2407	26.4141	15.8442	13.7573	-2.06777	34.0588	29.7601	4.73259	52.8237	-3.0736	9.64095	34.0357	14.0577	4.03104	4.71738	11.8892	8.22864	28.4733	
2.32397	-1.01051	-1.24126	-1.88712	8.14232	-2.14759	-1.38963	-0.699175	-2.46483	8.25413	15.0284	-0.231827	-1.0359	-0.575116	28.8702	3.53336	-0.513509	-2.27281	-0.67348	-0.697151	-1.07927	-1.16633	10.1154	15.3397	10.5955	4.43221	4.93286	0.334763	15.0738	2.57974	3.30591	3.76695	11.9492	1.15414	4.67214	18.9904	4.51509	9.41041	15.9579	3.5537	4.47628	0.433961	11.2014	1.14086	2.29984	0.186424	0.810024	1.56059	1.77783	3.80597	3.82311	21.9618	4.84568	2.99756	0.0585997	4.96449	2.35623	4.13933	3.70869	0.626165	0.593034	2.08931	2.43376	3.17045	-0.48923	-0.302248	-1.77733	6.2005	-0.13194	0.0356835	12.0185	-1.0513	1.79882	2.25141	1.62623	2.34272	1.28678	0.580451	2.53181	0.051162	3.24823	3.07524	0.251456	0.125173	-1.61961	-0.656152	6.3383	-1.77263	1.40735	-2.873	0.362177	1.1644	-1.97049	1.79497	1.95077	3.32615	2.52823	-0.420964	
2.37397	-0.583158	-0.249456	-1.2469	0.854519	-1.47741	-0.259943	-0.461329	-1.27121	2.39592	13.395	0.268528	-0.222659	-0.533946	22.4667	-0.969152	-0.426221	-2.07699	-0.31133	-0.366854	-1.38109	-0.647409	8.83773	11.6944	15.8882	4.47773	4.30294	1.90048	8.30858	3.00247	4.71606	3.42812	5.40028	1.61744	12.0447	12.7419	4.96384	7.73927	7.98636	3.15212	5.84947	1.26405	9.93271	3.58224	5.85934	1.58388	2.22713	2.664	3.12947	7.15386	14.6724	18.6667	12.4544	6.44303	0.205965	10.874	3.70833	13.3404	4.61355	1.42983	1.38102	2.24142	2.90026	2.99567	0.742841	0.54669	-0.194345	1.50874	0.657827	0.535312	7.75047	0.708059	1.93534	3.14889	2.465	2.52438	2.23079	1.23173	3.13164	1.9758	3.79437	3.65496	1.01387	0.91447	1.08941	0.75367	2.96954	-0.00136781	4.11728	0.378286	1.95928	4.04536	-0.784206	4.81964	4.14362	4.70503	4.54117	-0.0144817	
2.42396	-0.764605	0.358537	-1.42549	-2.35836	-0.637721	-0.383277	0.182932	-1.31177	0.573064	1.52849	0.480438	-0.121679	-0.51824	5.18728	-1.03645	-0.959175	-2.46051	-0.0973745	-0.620137	-1.26225	-0.892488	0.376362	0.711674	11.5364	4.41846	4.85081	0.848304	5.72749	3.13242	4.81553	2.5384	0.603506	1.77172	4.52914	2.477	2.15642	3.75019	6.09846	3.1367	6.15778	1.79196	6.45298	5.48894	7.6764	1.66422	2.85566	2.80253	3.96912	6.9266	13.4783	14.2127	18.146	9.17842	-0.142743	7.59326	5.16305	10.5046	3.3594	1.20305	1.18061	1.4557	2.25447	1.4369	0.6637	0.0221379	-0.178623	1.44516	0.507682	0.587169	4.28126	0.645728	1.72464	3.0118	1.83327	2.2255	2.25062	1.28183	2.8182	3.45032	3.6128	3.70132	0.734483	0.904527	0.644619	2.56188	6.81961	-0.406118	5.88003	1.72674	3.21509	9.71103	-0.521631	4.889	3.81059	2.33271	3.93718	-0.684542	
2.47396	0.486703	1.96913	-0.907839	-1.10178	0.516155	0.234482	2.05827	-0.0562461	2.77721	0.696345	1.73094	0.65657	0.322794	1.16832	-0.486523	-0.57709	-2.46328	0.810302	0.586153	-1.03305	-0.761824	-0.201132	-2.7731	5.56025	3.15481	4.42632	2.64792	3.67637	3.50358	5.22985	2.27891	0.890466	2.18683	1.99267	0.68167	1.47221	3.8357	7.85211	5.60124	4.86213	2.43906	4.75	6.08837	5.94474	2.02767	3.45583	3.07349	4.54201	6.31527	5.37431	14.4381	7.05552	7.38304	0.461512	3.37269	7.81319	4.96496	3.93062	0.532955	0.98132	0.893958	1.93857	1.40142	0.497758	-0.27599	-0.506584	1.25669	0.412699	0.548989	3.13013	0.169382	1.46467	2.65035	1.21712	2.29463	2.36776	1.75754	3.72065	3.13995	3.65106	3.91032	0.202478	0.699693	2.50331	4.47937	9.23594	-0.348213	8.08288	7.51963	4.20654	11.6519	0.29855	3.14858	3.56067	3.73915	3.71869	0.429751	
2.52396	0.48707	2.23551	-1.45035	0.114514	1.79098	0.2095	3.18085	0.138248	3.61119	1.09224	1.84423	1.08295	0.979138	1.62924	0.126929	-0.774425	-2.92661	1.89675	0.538682	-0.908589	-0.142181	-0.182867	-2.20763	2.06053	1.95199	2.78566	2.21372	2.03198	2.05546	3.96987	1.59831	0.0796174	2.0512	0.822905	0.216266	1.125	3.81213	9.52587	7.16102	3.00191	2.1128	2.54754	3.77623	2.7228	1.9453	3.05241	2.729	3.38327	4.22337	1.59973	10.6365	2.03176	3.51463	0.352227	2.08876	8.29873	3.42178	6.06995	-0.205516	0.327174	0.1524	0.730449	0.172325	0.00712608	-0.642797	-0.93796	0.478006	-0.0463454	0.027482	2.02221	-0.647558	0.921969	1.93885	0.733949	1.86156	2.22908	1.5221	4.32991	0.937603	3.06419	3.37574	-0.378239	0.0487259	1.9606	3.83975	5.98244	-0.753451	7.11808	10.2392	3.34718	6.36749	0.609192	1.37073	1.79612	5.50457	3.19333	-0.377707	
2.57395	0.880015	4.81548	-0.700502	3.72767	5.72897	1.91533	7.07032	3.36819	7.79187	2.18252	4.5585	3.57534	2.9155	6.97231	2.56204	0.235767	-0.636791	3.81986	0.865202	0.352369	1.88609	0.381733	-1.41296	1.00737	2.23947	2.08235	2.98929	1.73064	1.88819	3.14862	1.39696	1.54249	2.92474	0.923851	1.3318	1.87211	8.20451	12.1319	9.47282	2.31146	1.69136	1.18423	1.95866	1.66782	1.9642	2.5542	2.31438	2.31166	2.53922	2.09329	11.4574	2.85344	2.23957	0.373243	4.50071	7.63461	4.35763	8.80402	0.180583	0.445149	0.0881113	0.857451	0.108018	0.244659	-0.107424	-0.336596	0.545621	0.302886	0.251778	1.92687	-0.194816	2.26333	4.24359	1.70045	3.75521	4.44917	3.22794	7.71523	0.837056	6.76012	7.24227	-0.266124	0.289714	2.02938	2.66071	2.46795	-0.154278	5.48945	6.48643	2.47774	2.458	2.44175	1.83078	2.27553	5.55628	7.2449	-0.575574	
2.62395	21.5416	21.7314	17.6666	18.1336	32.1982	54.2251	54.8816	87.3967	67.8687	51.0408	89.303	83.1452	45.2311	56.8453	37.8881	18.6487	15.0535	14.4186	21.3952	20.3936	21.5056	11.1471	12.0416	15.6506	22.3979	29.1241	11.4338	28.9511	22.2418	21.9581	18.3673	17.0161	52.1105	18.2144	42.6133	35.589	167.46	140.35	148.003	21.3	12.6323	9.11834	10.9912	18.6095	18.2215	11.2535	12.6079	14.5585	24.7378	45.3132	102.464	39.5849	29.1763	16.5363	54.7863	43.9687	108.457	52.2211	13.382	12.6634	9.32063	15.4333	24.3355	11.6431	17.3873	14.7603	12.5205	22.5964	13.7279	26.7577	12.4626	43.7601	56.8458	45.2382	76.119	73.9081	70.3588	103.894	18.264	105.977	108.931	9.53008	14.0081	13.6381	16.1988	11.3929	11.0848	32.1054	16.7002	17.0404	17.3243	64.6584	17.1735	21.3229	22.5648	76.457	6.92926	
2.67395	52.3487	34.9084	26.2798	31.0003	35.4922	150.114	88.7305	125.089	146.987	99.1711	126.683	91.4708	44.8716	84.8921	69.9846	19.2348	21.804	25.796	52.6566	23.7292	29.5755	25.1996	15.6989	24.293	22.0564	35.0563	57.359	40.9243	27.8913	33.1153	26.8094	45.0828	122.428	73.3063	62.3493	86.1172	201.857	323.292	328.517	24.2775	15.3889	11.5272	15.846	23.4689	23.2332	16.6605	16.5389	17.8719	36.0145	43.9752	135.489	65.6958	32.8449	17.8763	85.7923	68.0856	110.519	283.493	18.4929	17.7776	13.2858	28.0298	34.0873	17.0432	22.8626	20.1707	16.4138	27.4114	18.2277	36.5755	18.1109	43.9113	66.9746	49.5311	84.6125	84.7194	72.3729	159.25	29.0456	119.557	122.894	13.7011	20.1016	35.3529	19.2047	14.7323	21.7986	40.4156	37.1266	20.6513	21.4639	84.7594	72.7076	64.6943	296.431	164.971	11.0877	
2.72394	14.1538	12.5348	12.8804	11.4981	12.7892	13.6392	28.6832	33.3942	40.2843	24.8788	36.6904	26.2939	13.1974	42.5984	36.4524	6.67309	1.32154	12.0658	14.3641	9.10789	16.0517	13.7744	4.40401	9.20089	5.66867	11.7609	7.63176	16.3534	7.98213	12.052	10.5312	2.30439	25.7509	4.26677	20.2331	25.4141	45.9813	177.77	160.979	7.43299	4.92211	4.06412	5.33454	7.07132	7.40552	5.41741	5.81017	5.9093	11.2795	10.5955	49.6747	6.17445	9.60324	4.77524	32.5414	29.1653	28.9867	242.822	5.4834	5.47694	4.47207	4.88195	10.5876	5.26936	6.19154	5.43251	5.70678	6.98983	5.78346	10.3755	4.15083	9.41688	13.4633	11.3778	18.6474	17.5083	15.8985	61.7238	4.89845	28.2868	24.9654	4.43026	5.74428	1.66881	6.06635	4.88598	4.32426	12.2454	2.2312	4.50438	6.93659	14.0808	0.924676	1.37184	186.037	8.09878	2.47716	
2.77394	5.80488	2.45263	8.91319	3.62658	2.34635	-1.21926	3.77757	0.388801	8.64003	9.69312	9.61726	3.05969	3.56199	15.1277	5.87445	3.50697	-1.07828	3.55428	5.91501	4.9069	7.24075	8.81113	0.733542	-0.0730605	0.236867	0.622467	0.56662	1.74264	0.451201	1.12033	0.505484	-0.130543	1.27708	-0.0583594	-0.269127	1.66386	-1.18122	31.6577	18.4524	0.0789232	0.173104	0.439157	0.0625113	0.0225984	0.198363	0.278929	0.185974	0.258974	0.331381	-0.0191966	11.226	0.0142079	0.0699855	-0.0770381	0.795845	1.89685	0.639523	11.2875	0.0279393	-0.0651116	0.0364261	0.133389	0.338999	0.0335428	-0.294225	-0.208468	0.443059	-0.198969	-0.0174227	1.86922	-0.364724	0.00100404	0.337882	-0.226332	0.486842	0.259161	-0.119346	2.59481	-0.187986	0.472067	0.448975	-0.101623	-0.0801896	0.147838	0.0826505	0.118832	-0.217838	0.494912	-0.437438	-0.0355517	-0.0240808	-1.22209	-0.211033	-0.107373	7.96838	0.225308	-0.0214661	
2.82394	6.59615	1.11599	8.61975	1.56246	1.05352	0.753968	1.69473	3.16579	3.35108	13.4697	8.34345	6.17811	3.49569	13.1924	4.93303	5.248	-0.785766	1.52067	6.68943	6.54758	4.10336	5.62851	2.20345	-0.0229316	0.0421993	0.0405649	0.142923	0.412456	0.216959	0.536967	0.0224482	0.0568737	0.932114	0.0494744	-0.000779215	1.30276	-0.0981659	11.6324	7.11533	0.0129772	0.105249	0.451967	0.0646743	-0.00272676	0.119567	0.0922131	0.0949869	0.236721	0.231429	0.0263338	7.09362	0.0484117	0.07441	0.0900862	-0.0833102	1.98146	0.567286	12.2204	-0.0162575	-0.0118289	0.0282246	-0.0277728	0.125447	-0.0669652	-0.0329668	-0.0712764	-0.0200752	-0.0418803	-0.0112584	1.42188	-0.0473668	-0.0389841	0.471669	0.016737	0.640234	0.689311	0.284938	3.16573	-0.0408318	0.305612	0.560331	-0.00644538	-0.0457512	0.128334	0.0499632	0.0890555	-0.107735	0.153075	-0.0197573	-0.0352628	-0.00904064	-0.510536	0.115642	0.0771837	14.1198	0.96148	0.0528897	
2.87393	4.51991	0.395532	5.43761	0.1988	0.374901	0.0852633	0.51911	4.46355	0.0406067	8.32221	4.22814	7.89489	2.30737	5.96227	2.42846	6.08837	-0.489141	0.479798	4.59892	5.81632	2.00355	2.59273	2.91535	-0.0464503	-0.0691552	-0.0300492	-0.0434702	0.00314805	-0.0629536	-0.0511098	-0.0309697	-0.0388815	0.0754631	-0.0699226	-0.0774237	-0.290753	-0.232838	3.39071	2.52246	-0.0271625	-0.023265	0.105438	0.0108642	-0.0048319	-0.0366717	0.00711877	-0.0349685	0.0231415	-0.0620272	-0.0285005	1.89126	-0.0786862	-0.077589	-0.0361464	-0.0641792	0.767194	0.146017	7.21756	-0.0163573	-0.0155564	-0.0169449	-0.017724	-0.0425512	0.0383683	-0.0142674	-0.034827	-0.0318455	0.0104639	-0.0284136	0.334486	-0.0609612	-0.0590881	0.178693	0.00223875	0.478149	0.480846	0.0748158	1.45137	-0.0289893	-0.0727875	0.0611636	0.0120429	0.0118089	-0.141505	-0.0331103	-0.00378252	0.0307445	-0.0663722	-0.0682151	-0.00560523	0.00808653	-0.356572	-0.0297396	-0.0670379	2.6525	0.209779	-0.0575528	
2.92393	2.42531	0.0188998	2.52698	0.0783914	0.030799	0.589021	0.078141	5.9765	-0.227403	6.168	3.84122	8.29707	1.07066	1.09222	0.818725	5.30823	-0.0364766	0.0616221	2.48257	3.87204	0.896984	1.0826	3.46998	-0.00975606	-0.0317268	-0.051771	-0.0458341	-0.00146144	-0.0675159	-0.0415534	0.00913508	0.0445251	-0.0572582	-0.0180077	-0.125072	-0.450467	-0.104864	0.0724266	-0.176915	-0.0432723	-0.0322969	-0.0368761	-0.072402	-0.0299621	-0.0742776	-0.0215317	-0.0615515	-0.048984	-0.0812441	-0.034334	0.125765	-0.0390737	-0.0683508	-0.0399408	-0.0429974	-0.0948086	-0.0629554	0.644676	-0.00691659	-0.0450818	-0.0629864	-0.0244582	-0.0824992	0.00990024	-0.0517016	-0.0517534	-0.0280349	-0.0485325	-0.0633157	-0.00243491	-0.0481723	-0.00635906	-0.0312951	-0.0680934	0.942506	0.917037	0.828103	-0.0352595	-0.046816	-0.0771473	-0.0629497	-0.0238043	-0.024964	0.00360796	-0.0606477	-0.0666459	0.00262265	-0.0881562	0.00177976	0.00617759	-0.0557604	0.0701787	-0.100776	-0.0550323	-0.0149281	-0.0299945	-0.0634728	
2.97393	1.09357	0.0962781	1.34095	-0.0107335	0.0481066	1.34306	0.0609121	4.41921	-0.322178	3.44558	1.34133	4.92474	0.390102	0.309746	0.160628	3.51534	0.502783	0.0134097	1.12785	2.27569	0.327858	0.429273	3.34013	-0.00376484	0.0443061	-0.0360555	-0.0768351	-0.00273516	0.0250067	0.0917258	0.0134401	-0.0522182	-0.00740216	-0.00759645	0.0185406	-0.0645219	0.0663258	-0.0705557	-0.0598902	0.029024	-0.0150342	-0.00553783	-0.0189275	-0.0239861	0.0138067	-0.0249822	0.0262222	-0.0101056	-0.0129248	-0.0247289	0.0455394	-0.00457437	-6.64116e-05	0.0101257	-0.0153991	0.0111971	0.00387627	0.170008	0.0182354	0.0126496	0.002436	-0.000385112	0.0412256	0.00813429	-0.0327917	-0.00156991	-0.0175259	-0.0285652	0.000442041	0.00695479	0.049656	0.006762	-0.0187745	-0.0375108	0.593501	0.585658	0.417718	0.00586174	-0.0314092	0.0307529	0.00655574	-0.0318271	0.0178603	-0.0228274	-0.0298304	-0.0207359	0.0122298	0.00505448	-0.0325014	-0.00581194	-0.00225676	0.192751	0.0662949	0.0256826	-0.00692434	-0.04049	-0.0243061	
3.02392	0.335692	-0.0505153	0.439639	-0.123224	-0.0709591	2.18245	0.0152972	2.95494	-0.162767	1.89141	0.157123	2.29616	-0.118486	-0.0330663	-0.00182086	1.91173	0.659965	-0.0220563	0.350343	1.10517	0.0391666	0.0610494	2.1745	-0.0686239	-0.0137793	-0.0567298	0.0205152	-0.00888635	-0.0226916	0.0124971	0.00521639	-0.0201647	-0.00800539	-0.00413085	-0.00471247	-0.0409147	0.0482195	0.0314879	-0.0222654	-0.000378505	-0.00206521	-0.021959	-0.00472882	-0.00459416	0.0212623	-0.0391545	0.00935832	-0.023349	-0.00741614	-0.00108978	-0.0622925	0.0120499	0.000368432	-0.0122185	-0.0339668	0.00391427	-0.000622295	0.00348856	-0.0316896	0.0102088	0.0393735	-0.0205267	-0.00285672	-0.0104649	-0.0151896	0.0124497	0.0172413	0.0299902	-0.0107722	-0.00709319	0.01269	-0.000179932	0.0157885	-0.0193566	-0.0600815	-0.105549	-0.261191	0.00118781	-0.00278937	-0.00642091	0.00822708	-0.0392907	-0.0185214	-0.0196658	-0.00252068	0.00128435	-0.0283199	0.00456295	-0.0513784	-0.0377682	0.0115848	-0.107449	0.0223139	-0.00754921	-0.0399425	0.0205368	0.0141049	
3.07392	-0.0222136	-0.0163078	0.0466813	0.0436752	-0.0386463	2.63523	-0.11571	1.68745	-0.0759559	0.991556	-0.0254097	1.62255	-0.432918	-0.088361	0.0273806	0.976465	0.32375	-0.0287813	-0.0191947	0.375237	0.0270898	-0.0587212	1.05934	-0.00886271	-0.0660796	0.0152104	0.0164032	-0.0291616	-0.0487982	-0.0926788	0.0154121	-0.00408027	0.0230934	-0.0500131	-0.0402696	0.0408101	-0.00354214	0.00642135	-0.037196	-0.0501593	-0.0136599	-0.00581821	0.00251561	0.00922753	-0.00671091	0.0229604	-0.00929704	-0.029699	-0.0597761	0.000925967	-0.0103728	-0.0107636	0.0209827	-0.0267314	0.0112461	-0.0152857	0.0126834	-0.0486016	-0.0259443	-0.0290905	-0.0138048	0.0171001	-0.0590951	-0.0410277	0.0271316	0.0087444	0.0160238	-0.0190459	-0.0200637	0.00438658	-0.0211375	-0.0113226	0.00207154	-0.0232943	-0.00506759	-0.0158859	-0.127135	-0.0394574	0.00901163	-0.0214743	0.0259653	0.000980614	-0.0315029	0.027388	0.00282814	-0.00527232	-0.0250081	-0.0151442	0.0266823	-0.0027685	-0.00493226	-0.0510637	-0.00558469	-0.00426971	0.0743128	0.04188	-0.00263067	
3.12392	0.0300922	-0.022681	0.043517	0.0360421	0.027708	2.36454	0.012277	0.602255	0.0039434	0.22669	-0.0723337	1.12527	-0.373002	-0.0127406	-0.0205966	0.323654	0.161395	-0.019137	0.0300535	-0.0104957	-0.0464808	-0.0639954	0.270411	0.00611559	0.00884956	0.111629	0.00992823	0.0730416	0.0278202	-0.0208376	0.00329483	-0.00598802	-0.054859	0.0227104	0.0263862	0.00762846	-0.0389793	-0.0697323	-0.0547136	-0.00362079	0.00676908	-0.00549439	0.0307974	0.0056467	-0.0121308	0.00582281	-0.00484509	0.00854327	0.0139933	-0.00678384	-0.00138401	-0.0305082	-0.00670548	0.0100791	0.0282075	-0.00819363	0.0266595	-0.00275574	0.0336309	0.0214136	-0.0152343	0.0109977	0.0232701	0.00197322	0.0281683	-0.00741037	0.00366932	-0.0442544	0.0310791	0.0282465	-0.00157636	0.0074061	-0.0067332	0.0123618	-0.0312282	-0.0341231	-0.0742545	0.0162255	-0.00856984	0.0171405	0.00790556	0.0282619	0.0136407	-0.0236544	-0.00346499	0.00586342	0.0166289	0.0148169	0.0620479	-0.00429733	-0.0109151	-0.0322564	-0.00973265	0.00170969	-0.0861805	-0.00035423	0.0271797	
3.17391	0.0698027	-0.0470023	0.0435673	-0.061362	0.0394595	1.75999	-0.00887473	0.360327	0.0323074	0.324582	0.119025	0.983693	-0.149889	0.0502821	-0.0725356	-0.0249396	-0.06054	-0.00536341	0.0708181	-0.0393436	-0.0043236	-0.0287201	-0.019388	-0.0175158	0.0189354	-0.0137597	0.00423385	-0.0210944	0.0985714	0.0214084	-0.0539178	-0.0265015	0.0132529	-0.0317491	0.0123009	-0.0413711	-0.0346642	-0.0325022	-0.0271473	0.012818	0.00114863	0.0366296	0.0100418	0.0136602	-0.0250546	-0.04599	-0.00673393	0.0391941	0.0306657	0.0137489	-0.00982301	-0.0187061	-0.0349425	-0.0109705	-0.003306	-0.000231998	-0.0213345	0.033861	0.0367476	0.0217475	0.00245714	0.00674343	-0.0127905	0.0449347	0.0054743	-0.0107546	-0.0119809	-0.0140416	0.0220311	0.00277654	-0.0169432	-0.0135678	-0.0181959	0.0151148	0.0444166	0.0452726	0.0671496	0.00935306	0.0221818	0.00468129	-0.0276384	-0.00651843	0.0165152	-0.0100744	-0.00512102	-0.01893	0.0265611	0.00955991	-0.0281116	-0.00303823	0.00719114	0.0671829	-0.0661578	-0.0417276	0.0280558	-0.0296713	0.0302163	
