	TH_HAZ_LAT_60_1	TH_OOE_CLE_60	TH_OOE_TRA1_60	TH_OOR_GAL_60	TH_OOR_MAS_60	TH_PEA_LIO_60	TH_PIS_LAT_60	TH_SES_KAD1_60	TH_SES_KAD2_60	TH_SES_MAR_60	TH_WAL_LAT_60	TH_AVO_CHO_60	TH_OOE_ANT3_60	TH_OOE_ANT4_60	TH_OOE_AUM_60	TH_OOE_AUR_60	TH_OOE_GIA_60	TH_OOE_ILF_60	TH_OOE_ILF2_60	TH_OOE_MAS_60	TH_OOE_ACU_60	TH_OOE_BUO_60	TH_OOE_COL3_60	TH_SUN_SAF2_60	TH_GRA_BAS1_60	TH_GRA_CAR_60	TH_OOE_ANT1_60	TH_OOE_ANT2_60	TH_OOE_BOR_60	TH_OOE_CEN_60	TH_OOE_COL2_60	TH_OOE_COL5_60	TH_OOE_FIL_60	TH_OOE_FRA1_60	TH_SES_GRE_60	TH_ALM_KIS_60	TH_ALM_LAT_60	TH_FLA_GOL1_60	TH_GRA_BAS2_60	TH_MAC_HGV_60	TH_OOE_COL4_60	TH_OOE_FRA2_60_1	TH_OOE_FRA3_60_1	TH_OOE_LOR_60	TH_OOE_MIN_60_1	TH_OOE_PAR_60	TH_OOE_PLA_60	TH_OOE_PRT_60	TH_OOE_VAL_60	TH_OOR_FIL_60_1	TH_PUM_PEL_60	TH_RIC_EPI_60	TH_SES_CLI_60	TH_SES_DID2_60	TH_SES_LAT_60	TH_SES_TOK_60	TH_SES_YEO_60	TH_SUN_SAF1_60_1	TH_AVO_SAN2_60_1	TH_CAN_COM_60_1	TH_HAZ_GEO_60	TH_OOE_ALL_60	TH_CAN_CED_60_2	TH_COR_MAZ_60	TH_FLA_GOL2_60	TH_OOE_CAL_60	TH_OOE_CRI_60	TH_OOE_DOM_60	TH_OOE_FRA4_60	TH_OOE_GEM_60	TH_OOE_KRI_60	TH_OOE_KRN1_60	TH_OOE_PAE_60	TH_OOE_TRA2_60	TH_PEA_CED_60	TH_SES_DID1_60	TH_SUN_UNI_60	TH_AVO_LAT_60	TH_AVO_OLI_	TH_AVO_SAN1_60	TH_OOE_KRN2_60	TH_OOE_KRT_60	TH_OOE_NEF_60	TH_OOE_NUN_60	TH_OOE_SAM1_60	TH_OOE_SAM2_60	TH_OOE_SOL_60	TH_PEA_PLA_60	TH_PUM_GEA_60	TH_SUN_CED_60	TH_SUN_COM_60	TH_CAN_HAR_60	TH_GRA_MAN_60	TH_HEM_GOL_60	TH_HEM_SAT_60	TH_OOE_COL1_60	TH_OOE_HER_60	
1.68631	154.525	116.096	126.101	123.989	118.703	118.18	116.784	116.244	118.616	118.155	87.2565	124.695	131.08	118.891	135.091	135.904	137.483	109.26	126.672	136.617	104.279	135.797	102.638	129.058	121.397	110.442	115.394	143.728	117.419	126.635	118.207	116.512	128.494	117.409	106.132	100.406	107.877	140.533	97.6113	115.78	111.328	126.42	127.358	109.202	123.349	129.084	94.1045	127.437	123.034	105.775	137.227	72.0516	113.676	96.6588	101.046	116.773	98.4992	104.674	113.474	117.534	122.526	120.088	129.148	124.626	137.532	140.117	112.28	129.342	127.121	124.839	112.422	106.407	114.863	116.885	115.485	150.192	150.682	122.972	128.651	124.942	137.998	117.463	194.775	110.019	101.508	126.693	135.511	108.878	145.204	104.838	108.938	90.8381	108.079	134.136	126.166	119.645	120.901	
1.73651	187.296	148.276	150.778	144.132	147.693	135.822	137.945	137.83	134.595	133.919	101.775	140.737	163.691	143.154	167	159.377	162.204	132.17	151.759	157.609	126.586	153.235	123.899	155.847	139.603	126.091	144.941	180.136	150.952	157.437	148.743	135.141	159.246	141.833	126.586	122.637	130.584	159.691	108.767	145.97	140.876	157.017	149.924	138.989	148.729	157.004	121.011	161.501	152.403	133.407	157.642	89.7294	134.992	116.574	122.549	138.285	114.69	121.115	128.122	137.198	148.814	149.312	162.786	144.294	156.801	177.102	143.119	166.513	159.593	158.34	139.341	137.885	144.906	143.288	142.234	173.868	182.72	152.4	161.033	157.911	168.216	138.967	208.251	137.876	129.122	157.928	166.177	134.999	170.812	130.785	135.202	115.759	121.401	156.003	149.597	144.287	153.368	
1.78671	230.29	165.659	165.176	154.906	158.487	145.92	151.871	147.787	146.308	145.684	132.311	155.616	174.748	158.381	176.442	172.523	176.472	147.438	166.154	169.013	140.678	169.287	137.69	166.27	149.152	135.721	157.74	198.793	164.564	169.514	161.099	162.692	171.219	155.92	139.811	139.586	145.834	167.21	121.778	156.611	153.771	175.71	171.112	155.467	171.398	172.885	135.916	174.751	167.662	144.211	181.729	102.359	146.845	130.673	136.863	149.904	128.219	138.235	151.331	156.426	164.74	164.45	178.092	169.636	165	198.646	157.006	187.253	173.168	176.427	155.943	151.887	157.74	171.421	157.065	186.803	200.055	167.903	181.395	178.194	187.574	151.989	258.664	148.853	142.163	170.387	184.276	145.784	183.486	143.211	147.282	128.372	136.075	169.621	163.294	159.214	166.159	
1.83691	312.036	241.514	235.485	213.803	232.774	199.542	211.321	207.498	200.145	199.527	207.358	208.7	254.709	227.413	255.882	243.345	249.398	212.862	234.69	234.192	203.753	226.408	198.483	235.66	203.645	187.122	233.319	286.291	244.676	250.802	239.199	218.007	252.532	226.365	200.369	202.146	207.13	240.114	167.718	229.16	228.682	260.234	244.277	226.907	242.841	243.672	199.61	258.661	240.529	214.064	249.416	152.973	207.306	182.318	191.539	210.485	179.059	191.609	204.266	218.605	236.937	236.595	260.654	236.324	235.994	286.696	234.114	270.446	255.351	253.88	226.855	229.466	234.087	241.852	221.402	253.561	279.734	237.549	264.656	256.634	276.645	216.078	318.974	220.342	216.93	251.899	267.586	211.373	258.182	209.235	214.38	194.893	186.385	239.714	233.796	229.975	248.057	
1.88712	342.615	257.076	256.288	230.683	244.23	221.707	236.129	240.349	233.932	231.006	277.27	229.285	269.448	243.972	267.39	262.468	271.934	227.721	251.619	254.896	217.692	249.055	211.755	260.621	253.46	238.341	246.131	308.169	256.731	272.196	257.865	242.77	274.777	246.693	240.681	222.958	225.746	288.303	216.17	232.789	245.936	278.149	271.269	241.406	260.919	273.28	216.174	272.173	260.925	223.961	303.229	178.552	247.849	221.531	223.949	251.7	211.828	215.304	235.796	242.402	251.84	253.389	285.441	282.112	281.155	311.992	254.078	286.948	281.343	270.248	242.615	245.702	250.803	268.156	244.069	301.893	308.403	255.529	285.406	286.334	296.678	237.662	384.345	236.818	233.699	272.44	285.905	228.972	317.02	231.208	235.562	212.995	239.189	308.688	300.576	251.331	263.321	
1.93732	300.941	226.843	230.804	208.79	216.206	201.202	213.597	212.307	212.547	209.454	262.417	210.188	238.241	219.591	238.713	238.319	245.207	204.273	227.22	230.972	193.733	226.191	190.52	233.117	223.745	209.42	218.921	269.031	226.119	242.603	229.57	215.643	244.148	222.178	212.092	202.255	203.66	273.996	196.405	208.9	218.322	248.768	245.194	212.829	234.618	240.113	187.063	242.526	228.079	200.817	273.397	154.387	217.874	193.799	196.086	222.006	191.457	198.717	218.567	223.981	230.244	223.299	255.409	254.955	268.22	272.816	224.894	250.159	247.773	236.607	218.891	218.411	223.647	232.748	215.313	268.796	274.519	227.22	253.494	254.223	270.213	216.526	348.756	211.792	209.336	243.723	259.34	205.534	278.265	206.995	211.627	192.131	217.417	274.037	265.099	229.545	235.47	
1.98752	240.282	189.909	193.006	181.948	181.108	181.336	191.925	204.308	200.202	195.535	245.83	180.469	201.613	182.522	202.818	201.497	208.563	168.326	190.673	200.96	157.024	192.398	157.087	214.366	231.655	218.389	185.194	228.111	185.102	206.657	194.282	175.872	208.871	183.472	205.315	175.094	176.335	276.105	197.68	173.164	184.264	200.157	198.565	180.285	189.869	218.737	156.273	202.172	195.873	168.202	269.761	139.895	212.883	195.073	189.478	217.559	178.865	172.426	186.925	193.403	193.074	189.886	228.055	245.84	269.827	232.502	187.854	209.432	210.464	200.262	178.946	179.877	188.474	197.196	195.048	271.622	252.843	199.586	216.244	231.418	220.598	185.751	283.358	180.117	173.019	206.556	213.226	180.623	278.003	185.917	188.64	168.861	218.867	291.091	280.563	192.456	195.239	
2.03772	212.147	147.718	151.635	149.122	141.466	145.249	154.056	154.578	158.679	155.302	195.741	151.529	155.559	147.736	158.799	160.585	167.683	135.399	152.212	162.381	128.221	163.578	127.411	164.018	173.636	161.739	143.976	177.512	142.577	153.951	144.548	157.813	155.373	144.828	148.904	138.787	141.06	218.485	152.155	136.87	142.803	162.551	167.783	147.726	163.653	172.335	125.846	161.924	155.076	132.513	222.432	103.183	155.918	151.424	151.128	160.539	139.73	144.881	159.878	164.695	155.238	151.15	169.044	196.318	216.863	175.39	138.75	164.976	157.643	157.162	143.279	135.033	141.52	155.582	151.632	211.68	197.597	156.276	166.549	173.488	177.376	146.708	259.222	137.591	128.12	152.725	172.921	135.357	204.543	143.66	139.933	124.965	168.753	212.641	205.856	149.954	148.324	
2.08792	229.949	203.425	195.321	192.13	197.228	187.471	192.695	208.732	197.344	194.787	243.182	178.643	215.516	190.76	218.425	205.133	210.804	174.434	194.132	207.653	163.494	189.358	164.701	217.867	228.458	216.154	203.753	241.424	202.352	217.528	208.506	171.249	223.339	191.758	208.606	178.197	178.671	308.373	191.954	192.848	195.923	212.287	196.428	190.342	190.279	226.912	167.251	218.231	206.066	185.907	262.115	151.193	213.987	196.269	190.065	218.699	177.663	167.963	172.26	189.308	196.068	197.94	239.891	235.753	300.204	238.155	196.661	220.631	224.438	211.462	186.048	192.608	201.486	195.286	205.486	272.626	251.779	214.181	230.479	230.504	228.259	196.871	265.184	196.48	190.538	220.489	221.227	193.969	290.086	193.847	197.046	180.632	212.22	304.82	294.7	200.407	210.976	
2.13812	211.662	150.495	153.209	153.685	142.66	149.739	151.812	153.239	156.839	154.985	186.195	155.323	157.355	149.915	160.438	162.981	169.281	134.994	153.657	166.573	127.841	167.188	128.732	165.096	173.9	161.884	146.217	183.94	143.517	157.142	148.766	160.592	161.609	147.171	149.847	137.209	138.474	231.189	149.398	140.041	139.297	156.827	162.341	138.476	158.721	173.72	120.248	151.845	155.325	127.996	210.678	97.3185	153.81	143.661	139.179	158.584	133.155	138.405	154.883	157.688	150.561	148.732	172.672	192.842	228.974	183.681	143.564	169.072	163.8	161.51	145.111	136.644	145.792	160.74	157.723	215.824	197.904	164.301	176.949	174.99	174.816	150.645	263.006	137.717	130.111	155.546	169.283	137.624	204.053	135.489	140.148	122.739	163.298	211.002	204.528	151.746	148.465	
2.18832	231.577	185.946	182.476	183.634	183.632	175.828	180.365	188.762	181.269	179.237	219.958	173.097	198.171	182.172	203.149	193.141	199.551	166.341	183.058	196.281	157.941	183.584	158.251	196.656	200.201	189.688	190.269	218.205	188.031	197.187	189.42	172.645	203.358	182.809	184.518	167.471	167.215	276.304	171.453	180.442	181.24	204.462	192.39	171.07	189.008	200.599	150.689	200.978	185.921	173.768	226.855	135.036	188.791	169.256	165.443	193.297	161.983	159.298	165.005	181.435	183.423	176.864	214.257	206.014	271.432	213.024	179.107	202.359	207.052	193.143	178.944	177.56	185.634	175.487	185.396	239.709	224.667	194.905	209.346	200.598	220.613	186.357	270.112	183.071	175.267	199.722	212.366	177.039	260.963	174.59	177.885	162.522	190.034	265.384	257.034	189.403	195.439	
2.23852	189.272	154.849	152.78	151.28	146.303	148.865	146.42	154.23	151.984	150.867	163.053	149.521	160.684	146.973	164.501	163.997	167.597	131.376	152.611	165.398	123.196	156.778	126.627	167.767	172.422	162.249	150.129	189.394	147.174	167.071	158.986	142.879	173.886	148.548	157.136	133.411	131.844	225.863	144.374	143.279	145.593	154.237	154.249	143.708	150.406	181.124	122.529	155.861	160.609	134.621	205.1	99.7078	158.684	140.681	138.554	164.746	130.697	131.336	142.297	147.024	151.568	155.128	179.395	186.922	223.248	192.883	154.065	169.679	174.146	162.408	143.925	145.089	155.991	162.701	161.379	212.828	197.37	170.119	187.631	179.542	173.059	152.355	230.079	144.324	141.511	167.548	164.842	146.134	212.601	141.488	148.053	127.209	156.748	212.842	201.59	155.048	155.865	
2.28872	124.512	99.1573	104.383	105.642	97.3424	103.017	102.114	104.175	105.745	104.015	84.8608	107.894	105.702	100.211	111.387	115.296	117.844	88.9172	105.526	115.846	84.2981	113.308	86.3952	113.025	113.657	105.451	98.8653	120.175	95.2348	108.338	100.49	97.71	111.193	102.056	98.24	90.5249	90.0977	145.843	96.6534	95.0476	95.8446	105.612	107.022	91.6818	104.981	111.535	75.3675	102.634	102.316	89.9886	126.895	51.6214	102.227	86.8907	88.2269	106.254	88.4366	92.4943	98.9649	104.092	105.308	99.3686	112.281	120.506	147.763	119.235	97.0314	108.191	111.799	103.739	98.4481	92.6089	100.636	97.5322	105.756	141.535	136.18	109.785	116.025	114.696	120.463	103.689	164.994	96.0507	88.8055	107.463	114.162	98.3448	142.032	96.6342	99.3625	81.2777	106.297	135.251	126.472	105.537	103.58	
2.33892	81.6865	82.7813	84.3394	84.964	82.9944	84.1767	81.6025	89.5374	86.2687	84.2675	36.1547	85.6424	90.1749	78.6957	95.6496	95.3572	96.1776	68.9307	85.4781	95.0447	64.6016	88.7261	67.6381	99.3157	99.1869	92.415	82.6492	102.53	80.1952	94.6887	86.9076	68.8113	97.2436	83.257	85.4699	72.1627	70.5638	114.024	78.0063	80.109	80.9656	80.8191	79.035	77.3426	76.866	95.6822	61.652	85.9259	87.5161	76.226	104.871	34.4397	88.8516	72.581	74.8346	92.9043	70.3346	70.7345	72.7448	78.6807	85.7109	85.9822	96.4829	109.268	116.992	101.801	84.4087	90.5281	97.4621	86.6649	77.2324	78.0677	87.0175	79.4837	100.595	124.657	131.971	96.0057	98.4947	105.26	94.5808	83.1648	118.477	81.5484	75.3213	93.4202	88.4666	96.0634	124.442	94.2261	98.5195	69.2176	87.7808	115.959	104.646	85.1073	90.5567	
2.38912	43.0309	42.4896	48.554	50.8642	44.9998	50.5488	49.4725	51.6787	53.1568	50.5235	-9.98516	57.2671	48.0387	44.0414	53.895	57.9696	58.677	37.8817	50.1226	57.6671	35.7889	58.2114	37.8275	59.1077	58.0199	53.2237	43.0492	55.6391	42.8366	50.6626	43.9756	43.0074	51.5993	51.8117	44.2559	42.4696	40.9129	60.0107	45.7405	42.3774	41.777	43.1021	46.0156	39.0107	45.0537	49.1158	28.0195	43.2302	46.1045	39.4313	56.2335	1.09719	47.706	37.0754	39.6622	50.0555	39.5165	43.8668	46.9045	49.3213	49.8108	46.4948	50.6444	65.0862	65.4378	53.2362	44.945	49.363	55.1004	46.1765	43.3588	38.4278	46.005	41.615	62.4135	79.3433	85.5462	58.1869	50.6838	63.7542	54.2707	46.8437	77.6665	43.8794	35.507	47.7458	49.8561	47.998	70.0062	49.2379	51.6543	37.31	54.2441	61.2858	52.3214	48.1076	54.7674	
2.43932	27.1354	36.8558	39.6606	43.2256	41.1336	42.6512	42.5818	47.5057	45.6834	42.6127	-32.1945	48.1779	42.836	35.6584	48.8319	48.8754	49.6764	30.5382	41.761	48.9929	29.1583	47.4816	30.9464	55.1145	53.7239	48.7625	38.4489	50.0704	47.1389	45.0532	39.1598	35.9293	47.1421	55.6459	38.9572	35.5837	35.2198	50.8587	38.4048	37.5592	37.0444	34.7317	34.954	33.466	34.3778	41.9721	23.6186	38.3997	40.2704	35.3409	48.5781	-6.36651	42.9343	34.0456	35.5563	44.9359	32.6414	34.5371	36.068	39.711	41.7217	41.2084	48.9004	49.8056	57.0758	46.038	44.834	47.2128	57.0652	40.5964	35.6854	33.0708	41.4379	36.1245	46.0239	77.5795	66.3528	57.7926	42.9511	50.2664	45.5488	39.0338	58.4571	41.396	30.4474	42.0639	41.3535	39.4364	64.3569	40.8243	41.5494	36.5388	45.4595	57.8064	48.0339	41.0727	58.0152	
2.48952	23.9505	32.7107	35.2861	39.0687	36.9925	39.2725	40.5129	44.7667	43.5114	40.2112	-32.5856	43.8856	38.2256	31.7373	43.7378	43.9643	44.6481	27.4009	37.305	44.4447	25.9668	43.3568	27.4265	50.2354	52.1167	47.442	35.0027	47.5533	47.5954	40.3743	36.5802	42.0102	46.0296	47.5314	36.8555	31.3491	33.6385	47.2424	38.0438	33.0043	33.1722	31.251	31.5751	29.3245	31.0218	37.6976	21.662	34.5313	35.7627	32.1055	48.1337	-7.25065	40.848	35.7783	34.7798	42.6826	31.1983	32.0732	34.9508	36.9211	37.4742	36.7549	51.2509	48.2677	54.4303	41.5945	45.0389	47.7258	50.3243	36.5814	32.7394	29.5578	39.1678	35.1438	39.0324	75.4461	57.4726	50.9621	37.9832	43.6715	41.8581	37.2979	56.1421	40.0079	27.2776	38.1381	37.4987	34.6355	60.5818	36.1	36.2299	30.4602	42.6659	56.7454	47.9328	40.6907	44.8534	
2.53972	24.2452	30.0785	31.7477	37.8047	32.6873	40.5386	46.2275	52.738	51.4612	46.3661	5.66701	39.7801	33.8179	28.8292	38.3039	38.133	41.0946	25.5523	33.1421	41.6556	23.1297	39.7564	24.6979	49.8417	66.0484	61.9403	33.7358	47.4403	33.0995	35.8722	35.9402	43.3291	46.3469	36.1402	44.8128	32.3537	35.7958	58.4521	52.7387	27.5746	31.1269	30.8219	30.2457	26.8633	28.8823	38.099	22.4499	31.2082	33.1335	30.4808	65.7765	3.19159	49.3059	50.8205	43.3474	50.2502	40.3019	35.1369	40.8178	39.7923	34.3656	33.3573	51.9135	65.4929	65.1523	37.7867	34.905	42.2885	39.97	34.8362	30.3978	27.1561	37.568	35.2992	39.9518	85.4684	58.2167	44.18	35.0154	47.5174	38.824	38.7122	54.6868	37.749	25.3801	35.1698	35.3552	33.276	74.7284	37.3989	35.9718	29.8936	57.5701	80.2756	72.3534	42.051	34.2742	
2.58992	26.5073	34.3034	35.3904	43.417	36.2841	49.7421	58.2856	71.564	68.2298	61.2741	52.0542	42.4578	38.2908	31.7431	42.43	40.5087	45.495	28.6506	36.0677	47.2125	24.9847	42.6942	26.9512	62.065	95.29	90.6521	40.8683	55.8577	32.5024	41.5877	45.9276	39.8964	54.1696	36.8706	66.2333	39.4729	42.6252	148.429	77.4546	29.3236	37.6633	35.373	33.6289	31.5522	30.9491	50.2186	30.208	36.41	40.151	37.2122	104.714	16.6598	71.9247	83.1527	64.0434	73.8059	56.2403	42.3993	55.3954	53.4386	37.9141	39.3437	65.7418	100.309	146.838	43.0148	34.1828	41.226	43.6727	40.7826	34.9302	32.4867	44.8771	38.5877	51.7114	120.696	73.292	50.7233	40.179	69.3785	44.3027	47.9892	58.8902	42.4486	30.5965	41.787	40.1257	41.0466	104.654	48.5382	44.9909	43.968	83.9211	143.918	131.005	46.3142	36.2023	
2.64012	28.592	34.2297	34.9031	46.1212	34.6746	56.4964	69.4132	87.5586	84.8055	75.5501	108.542	43.8013	37.5039	31.6875	40.398	38.0768	45.7637	29.6986	35.2456	49.1299	24.3486	43.3037	27.0986	68.0187	118.668	115.519	43.6363	50.9463	29.293	40.7213	45.95	37.1362	48.5489	36.5199	82.737	46.8021	49.0071	175.861	104.603	26.1892	39.5887	38.6429	36.6885	32.119	32.0475	54.6017	35.5436	35.795	45.8228	41.6417	124.082	32.891	88.9081	102.529	76.5185	90.24	74.2694	51.2753	68.9473	64.1888	38.702	45.6291	68.9331	117.222	175.15	41.8416	29.4316	36.2443	41.948	41.3423	35.6559	32.5099	41.9152	35.1419	56.4145	139.04	79.1309	50.9006	39.1655	78.1399	44.9652	50.1143	63.6086	42.2179	31.6457	42.4088	41.7389	44.0679	135.961	55.7425	49.6868	49.6288	113.983	184.281	170.651	42.4352	33.6235	
2.69032	24.4321	33.7932	34.2342	43.411	33.5378	52.309	62.2046	79.3347	77.0681	69.0987	103.1	41.6597	36.8302	30.3247	40.3427	37.6124	44.6082	27.9418	34.7001	47.5832	23.1245	41.7127	26.0106	64.6683	108.842	104.49	44.4919	47.758	28.6519	40.9185	43.713	32.2993	45.9241	34.7236	77.0385	40.8384	42.5682	282.757	93.2285	26.083	41.5481	36.5523	37.2609	35.609	30.0284	56.8258	38.6186	36.4463	58.997	50.885	122.361	31.5119	83.3577	102.417	72.1019	87.8889	66.2266	47.1937	72.1664	68.3109	37.3156	62.918	73.9226	112.405	268.52	44.6684	29.689	35.1968	42.0694	41.7787	36.7189	34.3517	40.3555	33.4397	53.4845	139.211	75.9811	49.8132	39.5633	85.4827	44.1568	45.8549	60.688	40.0724	32.5866	45.3593	40.8683	41.8388	123.078	51.7113	47.4256	56.8404	101.413	214.092	191.628	38.9068	33.2957	
2.74052	17.6288	26.2826	27.1821	33.969	25.6882	40.2989	46.5441	58.8116	58.1258	51.7915	60.2418	33.7808	28.5586	23.8008	32.0119	30.9263	35.7795	21.3833	27.6856	37.6197	17.913	34.1966	20.3034	48.6572	78.1182	74.434	35.5575	35.2575	21.6383	31.4839	31.3273	24.4812	34.2104	27.3457	54.5974	30.5287	32.0976	179.399	67.9077	21.0891	36.0743	29.7979	36.315	38.0084	24.3985	44.3998	26.8122	30.6205	41.3854	43.8482	81.1781	25.0873	60.7581	68.3233	51.949	69.4329	49.9594	37.6758	64.19	53.7867	30.7408	44.7365	50.4677	73.0802	177.654	36.7319	22.979	26.9243	32.054	33.6937	29.2466	26.4178	30.4515	24.5079	38.7939	97.5202	56.6281	37.4956	31.0129	58.0706	34.8695	34.6039	52.564	30.0515	25.503	36.3821	33.0653	31.7463	93.3281	38.9609	35.5535	37.6073	74.5936	141.413	124.078	29.9468	25.949	
2.79072	12.0262	22.571	23.3305	26.9708	22.281	29.9052	32.1338	39.876	39.5082	34.9573	10.0938	28.2419	25.1687	19.9345	29.1611	28.4731	30.7421	16.8685	24.3741	31.5531	15.2111	29.3523	17.3623	37.8384	50.3085	46.0754	29.9186	30.6986	18.7698	27.6589	25.6263	18.6787	29.0827	23.017	34.6308	20.3893	22.1429	137.157	39.0445	20.2839	36.0806	26.4563	40.2829	45.0184	20.6064	43.1787	18.581	33.858	29.4498	31.0616	51.6592	6.46517	40.7762	42.0849	36.6086	65.9353	32.7835	29.1982	48.4655	42.1553	28.6265	31.8888	38.432	45.6523	139.424	34.0954	21.5832	23.7873	28.0388	30.737	25.3327	22.5172	26.8133	20.5027	28.6051	69.5073	44.0369	30.7925	27.6388	43.889	29.9125	26.5674	43.7679	24.3341	21.8855	32.2109	28.3609	25.0125	61.7002	28.1208	26.9516	28.0982	42.7887	100.425	81.9986	24.6539	23.2943	
2.84092	9.5256	19.1481	20.0464	22.9108	19.2428	24.4967	25.2061	31.3312	30.4869	27.016	-14.8401	24.6718	21.4942	17.4308	25.6716	25.7248	26.9893	14.0532	21.3596	27.0565	13.088	25.8659	14.6851	31.2421	36.8291	33.5474	24.24	25.7804	16.3491	23.7185	20.8268	15.8845	24.6599	19.7042	24.9513	16.2847	17.7685	64.4887	26.5084	18.3211	31.9435	27.4014	31.9804	29.1604	18.6535	44.6918	13.0518	40.1947	22.5914	22.8828	34.1407	-4.03125	33.4768	25.7474	31.7529	50.5383	28.9464	26.5792	32.3095	34.0153	29.6541	24.6464	27.1108	29.9297	75.4371	28.8221	18.7833	20.0189	23.7609	27.4175	21.5166	18.4585	22.8364	16.4809	22.6996	49.4184	35.6382	25.3616	24.0559	29.4257	25.7191	21.6981	41.8918	20.4757	17.894	26.8347	24.354	20.72	47.3	22.6315	22.3049	17.9968	29.0582	58.7596	43.5738	20.783	20.1738	
2.89112	7.81721	16.2599	16.6599	18.915	16.1852	20.0626	20.5306	26.1004	25.1848	22.1389	-14.9412	20.7641	18.0585	14.304	21.7625	21.7669	22.5136	11.5582	17.844	22.6062	10.8847	21.6286	12.2765	25.8769	29.5833	27.1174	19.5463	21.8317	13.2659	19.8085	17.097	13.2169	20.5365	16.1053	20.7952	13.2177	14.6963	37.5694	20.661	15.7565	24.0275	27.8308	21.0964	19.0845	17.1134	34.3543	10.026	30.6984	18.482	17.7692	28.2569	-4.97249	32.5523	19.3563	31.0112	31.8361	31.7876	23.5966	22.5113	27.3822	32.7333	20.3572	21.1905	24.7015	50.2543	24.166	15.7175	16.7454	20.1466	23.4102	17.4829	14.5945	18.9297	14.1822	19.1174	39.7688	29.9991	21.6363	21.0527	23.7089	21.3551	17.6937	38.3231	16.7991	14.7745	21.6152	20.1356	17.4684	38.8635	18.7511	18.4949	13.8041	22.9737	43.5988	31.4539	17.0877	16.8758	
2.94132	6.61861	15.7763	16.6424	18.0522	16.0428	19.063	19.1316	24.7346	23.8306	20.8612	-15.7693	19.8314	17.6212	13.7827	21.7467	21.679	22.2358	10.9152	17.5402	22.3099	10.2319	20.743	11.7585	25.3464	27.5891	24.9415	18.5159	20.7995	13.0568	19.8331	16.5574	11.7298	20.0466	15.811	19.3392	12.1391	13.7768	33.2309	17.963	15.7391	21.3405	27.7084	17.0958	16.2103	19.9625	25.9371	8.91648	23.7742	17.5225	17.0559	25.6169	-6.46048	38.8922	16.4517	29.1945	27.374	32.537	21.0633	18.9388	24.1709	37.8617	19.835	20.5241	21.7478	48.4619	23.1127	15.5198	15.9368	19.8256	22.4903	17.0504	14.0398	19.2803	13.2687	18.0963	37.0474	28.6333	20.8634	21.4402	22.5513	20.757	16.9848	34.2163	16.6976	13.7068	21.0062	19.3819	17.0706	36.7666	18.2902	18.0393	13.1141	20.2173	40.3767	27.9892	16.2893	16.7373	
2.99153	5.28805	13.0347	13.1803	14.6503	12.6601	15.0507	14.9966	19.2018	18.4152	16.0348	-15.661	16.763	14.101	10.7645	17.272	17.9621	18.1671	8.37712	14.2493	18.1443	8.00704	17.7266	9.25572	20.0675	20.6387	18.2554	14.1802	16.9147	9.98739	15.8526	12.892	9.75069	15.9474	12.6819	14.2082	9.16829	10.895	16.9549	13.0455	12.7895	15.7774	19.4386	13.0698	12.4675	22.9224	17.888	6.49704	16.8096	14.3035	13.2716	20.1057	-6.04529	30.0899	11.4781	20.3756	20.0142	20.3314	16.0092	15.2092	18.3481	26.888	16.4383	15.1845	16.4488	33.0274	18.7043	12.4626	13.2629	15.9245	18.1781	13.6952	11.2824	15.3768	10.9833	14.3866	28.8496	23.182	17.1466	18.8756	17.4328	16.9466	13.5401	30.4906	13.3367	10.354	16.5573	15.5558	13.4196	28.3792	14.1073	14.1141	9.05848	14.8451	27.0599	17.2219	13.0708	13.3521	
3.04173	4.8766	12.7528	12.9013	14.0794	12.1773	14.7156	14.5291	18.6739	17.9197	15.1849	-14.7743	16.141	14.0152	10.3822	17.5465	17.7174	17.9677	7.92235	13.7632	17.9501	7.37288	16.9537	8.59998	20.2053	20.4851	17.9175	13.7034	16.516	9.40103	15.672	12.1965	8.43767	15.6573	12.4205	13.4385	8.51442	10.3416	11.7127	12.0067	12.7041	14.8508	16.0314	11.8206	11.7537	24.349	16.2728	5.76416	15.8152	14.1229	13.1631	20.1835	-5.82095	25.0627	10.6557	17.3484	19.1595	15.6559	14.324	13.6225	16.4819	22.1149	16.3301	14.505	15.4515	30.4365	18.3694	12.3425	13.0378	15.784	17.6081	13.3451	10.9748	15.6217	10.2512	14.0377	27.8689	22.8444	17.0983	19.5447	16.6054	16.5329	13.1139	26.2294	13.1272	10.0603	16.0961	14.9609	13.28	28.5722	13.9699	13.8272	8.21186	14.0457	25.3272	15.9052	12.8386	13.2979	
